Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Adonis García,32,3B,-0.4,52,183,173,19,41,4,0,5,19,4,0,7,23,.237,.273,.347,.620,61,.298,69,60,9,2,0,1,0,5H/7,
Rio Ruiz*,23,3B,-0.3,53,173,150,22,29,5,0,4,19,1,0,19,41,.193,.283,.307,.590,55,.269,50,46,4,1,0,3,1,5H/3,
Jace Peterson*,27,UT,-1.0,89,215,186,15,40,9,2,2,17,3,0,27,48,.215,.318,.317,.635,68,.288,62,59,4,1,1,0,3,H745/369,
Jaime García*,30,P,0.2,15,35,31,2,5,1,0,1,7,0,0,1,7,.161,.188,.290,.478,23,.231,17,9,0,0,3,0,0,1,
Julio Teheran,26,P,0.1,35,72,57,4,8,0,0,0,6,0,0,1,17,.140,.167,.140,.307,-18,.185,-31,8,0,1,12,1,0,1/H,
R.A. Dickey,42,P,0.0,30,68,61,0,9,0,0,0,5,0,0,0,12,.148,.148,.148,.295,-22,.145,-53,9,0,0,7,0,0,1,
Sean Rodríguez,32,UT,-0.2,15,47,37,6,6,1,0,2,3,1,0,8,19,.162,.326,.351,.677,78,.305,73,13,1,1,1,0,1,/5H479,
Emilio Bonifácio#,32,OF,-0.6,38,44,38,2,5,1,1,0,3,0,0,1,9,.132,.150,.211,.361,-7,.172,-30,8,1,0,4,1,0,H/798,
David Freitas,28,C,0.0,6,17,17,2,4,2,0,0,2,0,0,0,4,.235,.235,.353,.588,51,.250,38,6,1,0,0,0,0,/2,
Chase d'Arnaud,30,UT,0.1,11,10,8,5,3,0,0,0,0,0,0,2,3,.375,.500,.375,.875,136,.399,145,3,0,0,0,0,0,/H75,
Tony Sanchez,29,,,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,/H,
Micah Johnson*,26,LF,-0.1,18,11,10,2,2,0,0,0,0,1,0,0,4,.200,.200,.200,.400,6,.193,-31,2,0,0,1,0,0,H/7,
Anthony Recker,33,C,-0.1,6,7,7,1,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,-24,.128,-49,1,1,0,0,0,0,/2H,
Mike Foltynewicz,25,P,-0.4,28,49,42,1,2,0,0,0,0,0,0,0,27,.048,.048,.048,.095,-75,.064,-128,2,0,0,7,0,0,1,
Sean Newcomb*,24,P,-0.3,19,35,27,1,1,0,0,0,0,0,0,2,17,.037,.103,.037,.140,-61,.076,-127,1,1,0,6,0,0,1,
Lucas Sims,23,P,-0.1,14,18,15,1,1,0,0,0,0,0,0,0,8,.067,.067,.067,.133,-65,.060,-139,1,0,0,3,0,0,1,
Bartolo Colon,44,P,-0.2,10,15,15,1,0,0,0,0,0,0,0,0,8,.000,.000,.000,.000,-100,.000,-142,0,1,0,0,0,0,1,
Luiz Gohara*,20,P,-0.2,5,10,9,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,.000,-170,0,1,0,1,0,0,/1,
Max Fried*,23,P,0.0,10,9,7,1,0,0,0,0,0,0,0,1,3,.000,.125,.000,.125,-63,.199,-12,0,0,0,1,0,0,/1H,
Matt Wisler,24,P,0.0,20,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-258,0,0,0,1,0,0,1,
Luke Jackson,25,P,0.0,41,3,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-258,0,0,0,1,0,0,1,
Aaron Blair,25,P,0.1,1,2,1,0,1,0,0,0,0,0,0,1,0,1.000,1.000,1.000,2.000,429,.797,425,1,0,0,0,0,0,/1,
Sam Freeman,30,P,0.0,54,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,.000,-138,0,0,0,0,0,0,1,
Ian Krol*,26,P,0.0,48,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-142,0,0,0,0,0,0,1,
A.J. Minter*,23,P,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Chaz Roe,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Jim Johnson,34,P,0.0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Eric O'Flaherty*,32,P,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
José Ramírez,27,P,0.0,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Jason Hursh,25,P,0.0,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Akeel Morris,24,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/1,
Josh Collmenter,31,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Rex Brothers*,29,P,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Arodys Vizcaíno,26,P,0.0,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Dan Winkler,27,P,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
Jason Motte,35,P,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
