Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Nick Markakis*,33,RF,0.8,160,670,593,76,163,39,1,8,76,0,2,68,110,.275,.354,.384,.738,94,.330,96,228,16,6,0,3,8,*9/HD,
Freddie Freeman*,27,1B,4.7,117,514,440,84,135,35,2,28,71,8,5,65,95,.307,.403,.586,.989,155,.414,159,258,9,7,0,2,14,35/H,
Matt Kemp,32,LF,-1.3,115,467,438,47,121,23,1,19,64,0,2,27,99,.276,.318,.463,.781,101,.336,101,203,25,0,0,1,5,7/HD,
Matt Adams*,28,1B,0.4,100,314,291,42,79,20,1,19,58,0,0,19,71,.271,.315,.543,.858,119,.351,111,158,5,1,0,3,5,3H7,
Ender Inciarte*,26,CF,2.7,157,718,662,93,201,27,5,11,57,22,9,49,94,.304,.350,.409,.759,98,.332,96,271,8,0,3,4,3,*8/H,"AS,GG"
Brandon Phillips,36,2B,1.0,120,499,470,68,137,27,1,11,52,10,8,19,57,.291,.329,.423,.753,96,.329,97,199,19,8,1,1,1,45/HD,
Dansby Swanson,23,SS,-0.1,144,551,488,59,113,23,2,6,51,3,3,59,120,.232,.312,.324,.636,68,.285,63,158,7,0,0,4,10,*6/H,
Kurt Suzuki,33,C,2.6,81,309,276,38,78,13,0,19,50,0,0,17,39,.283,.351,.536,.887,128,.374,127,148,5,13,1,2,2,2/H,
Tyler Flowers,31,C,2.0,99,370,317,41,89,16,0,12,49,0,1,31,82,.281,.378,.445,.823,115,.373,127,141,6,20,0,2,1,2H/D,
Ozzie Albies#,20,2B,1.3,57,244,217,34,62,9,5,6,28,8,1,21,36,.286,.354,.456,.810,110,.353,108,99,3,3,1,2,0,4,
Johan Camargo#,23,IF,1.3,82,256,241,30,72,21,2,4,27,0,0,12,51,.299,.331,.452,.783,103,.338,101,109,5,0,2,1,2,56H/47,
Danny Santana#,26,LF,-0.1,69,152,143,16,29,9,2,3,22,6,0,7,33,.203,.245,.357,.602,55,.282,54,51,2,1,1,0,1,H7/4958D,
Lane Adams,27,OF,0.3,85,122,109,19,30,4,1,5,20,10,0,10,37,.275,.339,.468,.807,109,.370,110,51,3,1,1,1,0,H78/9,
