Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Travis d'Arnaud,27,C,-0.5,75,276,251,27,62,7,0,4,15,0,0,19,50,.247,.307,.323,.629,72,.285,68,81,7,3,2,1,1,2/H,
2,James Loney*,32,1B,-0.1,100,366,343,30,91,16,1,9,34,0,0,16,37,.265,.307,.397,.703,89,.307,85,136,11,5,1,1,3,3/H,
3,Neil Walker#,30,2B,2.2,113,458,412,57,116,9,1,23,55,3,1,42,84,.282,.347,.476,.823,121,.356,120,196,11,1,0,3,3,*4/H,
4,Asdrúbal Cabrera#,30,SS,3.3,141,568,521,65,146,30,1,23,62,5,1,38,103,.280,.336,.474,.810,117,.354,118,247,14,7,0,2,3,*6/H,
5,José Reyes#,33,3B,0.6,60,279,255,45,68,13,4,8,24,9,2,23,49,.267,.326,.443,.769,107,.342,107,113,3,0,0,1,1,56,
6,Michael Conforto*,23,LF,0.6,109,348,304,38,67,21,1,12,42,2,1,36,89,.220,.310,.414,.725,95,.319,93,126,6,5,0,3,2,7H/98D,
7,Yoenis Céspedes,30,CF,3.0,132,543,479,72,134,25,1,31,86,3,1,51,108,.280,.354,.530,.884,136,.380,138,254,14,7,0,6,8,*78/HD,"AS,MVP-8,SS"
8,Curtis Granderson*,35,RF,2.8,150,633,545,88,129,24,5,30,59,4,2,74,130,.237,.335,.464,.799,114,.347,114,253,10,9,0,5,7,*98H/7D,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
9,Wilmer Flores,24,CI,0.6,103,335,307,38,82,14,0,16,49,1,1,23,48,.267,.319,.469,.788,111,.359,123,144,9,2,0,3,0,534H/6,
10,Alejandro De Aza*,32,CF,-0.4,130,267,234,31,48,9,0,6,25,4,3,26,67,.205,.297,.321,.618,68,.280,66,75,5,5,1,1,1,H879,
11,René Rivera,32,C,0.8,65,207,185,12,41,4,0,6,26,0,0,16,54,.222,.291,.341,.632,71,.280,65,63,4,3,1,2,3,2/H3D,
12,Kelly Johnson*,34,IF,0.8,82,201,183,17,49,8,0,9,24,3,0,15,40,.268,.328,.459,.787,111,.342,108,84,2,2,0,1,1,H45/736,
13,Jay Bruce*,29,RF,0.2,50,187,169,14,37,5,0,8,19,0,0,17,43,.219,.294,.391,.685,84,.300,80,66,3,1,0,0,4,9/HD,AS
