Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Dylan Cease,27,SP,2.4,7,9,.438,4.58,33,33,0,0,0,0,177.0,172,98,90,19,79,3,214,9,0,14,784,97,3.72,1.418,8.7,1.0,4.0,10.9,2.71,
2,Mike Clevinger,32,SP,3.3,9,9,.500,3.77,24,24,0,2,0,0,131.1,121,56,55,16,40,0,110,9,0,6,549,117,4.28,1.226,8.3,1.1,2.7,7.5,2.75,
3,Michael Kopech,27,SP,0.7,5,12,.294,5.43,30,27,2,0,0,0,129.1,115,80,78,29,91,0,134,11,0,9,591,81,6.46,1.593,8.0,2.0,6.3,9.3,1.47,
4,Lucas Giolito,28,SP,2.9,6,6,.500,3.79,21,21,0,0,0,0,121.0,106,55,51,20,42,0,131,6,0,2,507,117,4.43,1.223,7.9,1.5,3.1,9.7,3.12,
5,Lance Lynn,36,SP,-1.1,6,9,.400,6.47,21,21,0,0,0,0,119.2,130,94,86,28,45,1,144,7,0,3,535,68,5.19,1.462,9.8,2.1,3.4,10.8,3.20,
6,Touki Toussaint,27,SP,1.0,4,6,.400,4.97,19,15,2,0,0,0,83.1,66,46,46,10,52,0,83,7,1,2,365,89,4.95,1.416,7.1,1.1,5.6,9.0,1.60,
7,Kendall Graveman,32,CL,0.9,3,4,.429,3.48,45,0,22,0,0,8,44.0,33,20,17,6,20,0,42,5,0,2,186,128,4.82,1.205,6.8,1.2,4.1,8.6,2.10,
8,Gregory Santos,23,RP,1.3,2,2,.500,3.39,60,0,17,0,0,5,66.1,69,29,25,2,17,1,66,5,1,2,289,131,2.65,1.296,9.4,0.3,2.3,9.0,3.88,
9,Aaron Bummer*,29,RP,-0.9,5,5,.500,6.79,61,0,8,0,0,0,58.1,53,45,44,4,36,3,78,5,0,6,267,65,3.58,1.526,8.2,0.6,5.6,12.0,2.17,
10,Reynaldo López,29,RP,0.7,2,5,.286,4.29,43,0,13,0,0,4,42.0,33,21,20,7,22,1,52,0,1,2,178,104,4.52,1.310,7.1,1.5,4.7,11.1,2.36,
11,Keynan Middleton,29,RP,0.6,2,2,.500,3.96,39,0,6,0,0,2,36.1,33,17,16,7,16,0,47,1,0,1,156,112,4.58,1.349,8.2,1.7,4.0,11.6,2.94,
12,Jesse Scholtens,29,,0.3,1,9,.100,5.29,26,11,8,0,0,1,85.0,100,54,50,15,30,1,58,2,0,1,377,84,5.31,1.529,10.6,1.6,3.2,6.1,1.93,
13,Tanner Banks*,31,,0.8,1,4,.200,4.43,32,3,9,0,0,1,61.0,59,32,30,10,16,1,51,4,0,1,255,100,4.70,1.230,8.7,1.5,2.4,7.5,3.19,
14,Bryan Shaw,35,,0.6,0,0,,4.14,38,0,17,0,0,4,45.2,39,21,21,3,17,0,40,6,0,1,190,107,3.87,1.226,7.7,0.6,3.4,7.9,2.35,
15,Jimmy Lambert,28,,0.0,2,3,.400,5.26,35,1,10,0,0,1,37.2,41,26,22,10,20,3,41,1,0,0,172,85,6.20,1.619,9.8,2.4,4.8,9.8,2.05,
16,Joe Kelly,35,,-0.3,1,5,.167,4.97,31,0,4,0,0,1,29.0,26,19,16,3,12,0,41,2,2,4,128,90,3.22,1.310,8.1,0.9,3.7,12.7,3.42,
17,José Ureña,31,,0.3,0,3,.000,4.10,5,5,0,0,0,0,26.1,23,15,12,4,8,0,20,1,0,1,110,109,4.74,1.177,7.9,1.4,2.7,6.8,2.50,
18,Sammy Peralta*,25,,0.2,2,0,1.000,4.05,16,0,7,0,0,0,20.0,19,11,9,2,11,0,18,0,0,0,90,111,4.41,1.500,8.6,0.9,5.0,8.1,1.64,
19,Lane Ramsey,26,,-0.1,1,0,1.000,5.85,21,0,7,0,0,0,20.0,25,13,13,1,9,0,18,0,0,3,92,77,3.46,1.700,11.3,0.5,4.1,8.1,2.00,
20,Luis Patiño,23,,0.2,0,1,.000,3.57,7,1,1,0,0,0,17.2,16,8,7,1,12,0,13,0,0,2,80,126,4.56,1.585,8.2,0.5,6.1,6.6,1.08,
21,Garrett Crochet*,24,,0.2,0,2,.000,3.55,13,0,5,0,0,0,12.2,12,6,5,1,13,0,12,1,0,1,64,128,5.70,1.974,8.5,0.7,9.2,8.5,0.92,
22,Jake Diekman*,36,,-0.7,0,1,.000,7.94,13,0,5,0,0,0,11.1,11,14,10,1,13,0,11,0,2,2,58,57,5.90,2.118,8.7,0.8,10.3,8.7,0.85,
23,Declan Cronin,25,,-0.4,0,1,.000,9.00,9,0,2,0,0,0,11.0,11,12,11,3,7,0,8,2,0,0,51,51,7.80,1.636,9.0,2.5,5.7,6.5,1.14,
24,Deivi García,24,,-0.2,0,1,.000,2.89,6,0,0,0,0,0,9.1,5,8,3,1,8,0,7,1,0,0,42,158,6.04,1.393,4.8,1.0,7.7,6.8,0.88,
25,Edgar Navarro,25,,-0.1,0,0,,7.27,8,0,6,0,0,0,8.2,11,7,7,2,2,0,9,2,0,0,39,63,5.56,1.500,11.4,2.1,2.1,9.3,4.50,
26,Brent Honeywell Jr.,28,,-0.2,0,0,,11.12,4,0,0,0,0,0,5.2,9,7,7,2,3,0,3,1,0,0,30,42,8.90,2.118,14.3,3.2,4.8,4.8,1.00,
27,Liam Hendriks,34,,-0.1,2,0,1.000,5.40,5,0,3,0,0,1,5.0,4,3,3,1,1,0,3,0,0,0,20,87,5.26,1.000,7.2,1.8,1.8,5.4,3.00,
28,Nicholas Padilla,26,,0.0,0,1,.000,5.79,3,0,0,0,0,0,4.2,9,3,3,1,1,0,6,0,0,0,23,82,4.11,2.143,17.4,1.9,1.9,11.6,6.00,
29,Yohan Ramírez,28,,-0.2,0,0,,9.00,5,0,1,0,0,0,4.0,5,4,4,0,3,0,4,1,0,0,21,53,4.26,2.000,11.3,0.0,6.8,9.0,1.33,
30,José Ruiz,28,,-0.6,0,0,,22.09,4,0,1,0,0,0,3.2,8,9,9,3,4,0,3,2,1,0,25,22,17.16,3.273,19.6,7.4,9.8,7.4,0.75,
31,Alex Colomé,34,,-0.2,0,1,.000,6.00,4,0,2,0,0,0,3.0,2,4,2,1,3,0,2,0,1,0,15,82,9.26,1.667,6.0,3.0,9.0,6.0,0.67,
32,Hanser Alberto,30,,-0.1,0,0,,21.60,2,0,2,0,0,0,1.2,6,4,4,1,1,0,1,0,0,0,12,25,11.66,4.200,32.4,5.4,5.4,5.4,1.00,
