Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Gerrit Cole,32,SP,7.4,15,4,.789,2.63,33,33,0,2,2,0,209.0,157,64,61,20,48,0,222,7,1,4,821,165,3.16,0.981,6.8,0.9,2.1,9.6,4.63,"AS,CYA-1,MVP-11"
2,Clarke Schmidt,27,SP,0.7,9,9,.500,4.64,33,32,1,0,0,0,159.0,169,91,82,24,46,0,149,11,2,11,694,93,4.42,1.352,9.6,1.4,2.6,8.4,3.24,
3,Domingo Germán,30,SP,0.7,5,7,.417,4.56,20,19,1,1,1,0,108.2,83,61,55,20,34,0,114,6,0,2,444,95,4.65,1.077,6.9,1.7,2.8,9.4,3.35,
4,Jhony Brito,25,SP,0.7,9,7,.563,4.28,25,13,1,0,0,1,90.1,82,47,43,14,28,0,72,4,1,0,372,101,4.74,1.218,8.2,1.4,2.8,7.2,2.57,
5,Luis Severino,29,SP,-1.5,4,8,.333,6.65,19,18,0,0,0,0,89.1,113,73,66,23,34,1,79,5,3,1,417,65,6.14,1.646,11.4,2.3,3.4,8.0,2.32,
6,Carlos Rodón*,30,SP,-0.8,3,8,.273,6.85,14,14,0,0,0,0,64.1,65,51,49,15,28,0,64,4,0,9,286,63,5.79,1.446,9.1,2.1,3.9,9.0,2.29,
7,Clay Holmes,30,CL,1.8,4,4,.500,2.86,66,0,41,0,0,24,63.0,51,22,20,2,23,0,71,3,1,5,262,152,2.65,1.175,7.3,0.3,3.3,10.1,3.09,
8,Michael King,28,RP,3.3,4,8,.333,2.75,49,9,10,0,0,6,104.2,88,35,32,10,32,1,127,5,1,2,431,158,3.13,1.146,7.6,0.9,2.8,10.9,3.97,
9,Albert Abreu,27,RP,-0.2,2,2,.500,4.73,45,0,19,0,0,0,59.0,52,39,31,9,35,1,61,6,0,5,268,92,5.26,1.475,7.9,1.4,5.3,9.3,1.74,
10,Wandy Peralta*,31,RP,1.4,4,2,.667,2.83,63,0,11,0,0,4,54.0,36,19,17,7,30,0,51,6,3,1,227,154,5.05,1.222,6.0,1.2,5.0,8.5,1.70,
11,Ron Marinaccio,27,RP,0.4,4,5,.444,3.99,45,0,9,0,0,2,47.1,35,24,21,6,27,0,56,7,0,2,205,109,4.69,1.310,6.7,1.1,5.1,10.6,2.07,
12,Nestor Cortes*,28,,0.5,5,2,.714,4.97,12,12,0,0,0,0,63.1,59,36,35,11,20,0,67,3,0,0,266,87,4.49,1.247,8.4,1.6,2.8,9.5,3.35,
13,Ian Hamilton,28,,1.6,3,2,.600,2.64,39,3,6,0,0,2,58.0,45,19,17,2,26,1,69,3,0,1,239,165,2.82,1.224,7.0,0.3,4.0,10.7,2.65,
14,Tommy Kahnle,33,,1.1,1,3,.250,2.66,42,0,9,0,0,2,40.2,26,14,12,5,19,0,48,1,0,3,165,164,3.97,1.107,5.8,1.1,4.2,10.6,2.53,
15,Nick Ramirez*,33,,0.9,1,2,.333,2.66,32,0,12,0,0,1,40.2,41,17,12,1,9,0,28,1,1,0,172,164,2.94,1.230,9.1,0.2,2.0,6.2,3.11,
16,Randy Vásquez,24,,1.0,2,2,.500,2.87,11,5,1,0,0,0,37.2,30,12,12,5,18,0,33,4,0,3,166,152,4.98,1.274,7.2,1.2,4.3,7.9,1.83,
17,Jimmy Cordero,31,,0.4,3,2,.600,3.86,31,1,6,0,0,0,32.2,25,14,14,2,10,0,34,2,1,5,132,113,3.07,1.071,6.9,0.6,2.8,9.4,3.40,
18,Greg Weissert,28,,0.2,0,0,,4.05,17,0,6,0,0,0,20.0,21,9,9,3,8,0,22,1,1,1,87,109,4.36,1.450,9.5,1.4,3.6,9.9,2.75,
19,Jonathan Loáisiga,28,,0.4,0,2,.000,3.06,17,0,4,0,0,0,17.2,14,7,6,2,1,1,6,2,0,0,69,144,4.56,0.849,7.1,1.0,0.5,3.1,6.00,
20,Keynan Middleton,29,,0.4,0,0,,1.88,12,0,5,0,0,0,14.1,7,3,3,1,7,0,17,0,0,1,56,235,3.26,0.977,4.4,0.6,4.4,10.7,2.43,
21,Ryan Weber,32,,0.4,1,0,1.000,3.14,8,0,4,0,0,1,14.1,17,5,5,2,1,0,7,1,0,0,60,141,4.51,1.256,10.7,1.3,0.6,4.4,7.00,
22,Luke Weaver,29,,0.3,1,1,.500,3.38,3,3,0,0,0,0,13.1,14,5,5,3,3,0,16,0,0,0,57,132,4.46,1.275,9.5,2.0,2.0,10.8,5.33,
23,Colten Brewer,30,,0.0,0,0,,4.32,3,0,1,0,0,0,8.1,6,4,4,3,3,0,4,1,0,1,34,104,8.42,1.080,6.5,3.2,3.2,4.3,1.33,
24,Deivi García,24,,0.1,0,0,,1.59,2,0,1,0,0,1,5.2,4,1,1,1,4,0,3,0,0,0,25,289,6.61,1.412,6.4,1.6,6.4,4.8,0.75,
25,Zach McAllister,35,,-0.4,0,0,,10.13,7,0,2,0,0,0,5.1,9,7,6,2,2,0,5,1,0,0,29,46,7.94,2.063,15.2,3.4,3.4,8.4,2.50,
26,Matt Krook*,28,,-0.4,0,0,,24.75,4,0,1,0,0,0,4.0,8,11,11,1,6,0,3,0,0,1,27,19,9.51,3.500,18.0,2.3,13.5,6.8,0.50,
27,Isiah Kiner-Falefa,28,,0.1,0,0,,2.25,4,0,4,0,0,0,4.0,4,1,1,0,0,0,1,0,0,0,16,209,2.76,1.000,9.0,0.0,0.0,2.3,,
28,Matt Bowman,32,,-0.2,0,0,,9.00,3,0,1,0,0,0,4.0,6,4,4,1,2,1,3,0,0,1,20,52,6.51,2.000,13.5,2.3,4.5,6.8,1.50,
29,Anthony Misiewicz*,28,,-0.2,1,0,1.000,3.38,3,0,1,0,0,0,2.2,2,3,1,0,3,0,2,0,0,1,13,145,5.13,1.875,6.8,0.0,10.1,6.8,0.67,
