Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Logan Gilbert,27,SP,2.8,9,12,.429,3.23,33,33,0,1,0,0,208.2,148,83,75,26,37,1,220,4,0,11,803,113,3.27,0.887,6.4,1.1,1.6,9.5,5.95,"AS,CYA-6"
2,George Kirby,26,SP,1.9,14,11,.560,3.53,33,33,0,0,0,0,191.0,181,82,75,22,23,0,179,7,1,5,778,104,3.26,1.068,8.5,1.0,1.1,8.4,7.78,
3,Bryce Miller,25,SP,3.4,12,8,.600,2.94,31,31,0,0,0,0,180.1,131,62,59,21,45,1,171,3,0,2,704,125,3.58,0.976,6.5,1.0,2.2,8.5,3.80,
4,Luis Castillo,31,SP,1.8,11,12,.478,3.64,30,30,0,0,0,0,175.1,158,73,71,25,47,2,175,5,0,0,719,101,3.91,1.169,8.1,1.3,2.4,9.0,3.72,
5,Bryan Woo,24,SP,2.4,9,3,.750,2.89,22,22,0,0,0,0,121.1,96,41,39,14,13,0,101,3,0,0,472,127,3.40,0.898,7.1,1.0,1.0,7.5,7.77,
6,Emerson Hancock,25,SP,-0.6,4,4,.500,4.75,12,12,0,0,0,0,60.2,62,37,32,12,19,0,39,6,0,0,266,78,5.69,1.335,9.2,1.8,2.8,5.8,2.05,
7,Andrés Muñoz,25,CL,2.0,3,7,.300,2.12,60,0,41,0,0,22,59.1,31,16,14,6,26,3,77,3,1,3,232,173,3.35,0.961,4.7,0.9,3.9,11.7,2.96,AS
8,Trent Thornton,30,RP,0.3,4,3,.571,3.61,71,0,16,0,0,1,72.1,63,32,29,8,19,1,77,5,0,4,294,102,3.47,1.134,7.8,1.0,2.4,9.6,4.05,
9,Austin Voth,32,RP,-0.2,2,5,.286,3.69,68,0,17,0,0,0,61.0,46,31,25,9,18,0,61,3,0,0,248,100,4.12,1.049,6.8,1.3,2.7,9.0,3.39,
10,Ryne Stanek,32,RP,-0.4,6,3,.667,4.38,46,0,12,0,0,7,39.0,35,21,19,5,17,2,44,2,0,1,172,84,4.04,1.333,8.1,1.2,3.9,10.2,2.59,
11,Tayler Saucedo*,31,RP,0.4,2,0,1.000,3.49,53,0,11,0,0,3,38.2,35,15,15,3,18,3,38,2,0,1,166,106,3.76,1.371,8.1,0.7,4.2,8.8,2.11,
12,Collin Snider,28,,0.9,3,4,.429,1.94,42,0,9,0,0,0,41.2,36,14,9,5,13,2,47,0,0,1,169,190,3.41,1.176,7.8,1.1,2.8,10.2,3.62,
13,Eduard Bazardo,28,,0.0,2,0,1.000,4.88,23,0,15,0,0,0,27.2,20,15,15,2,9,0,33,0,0,3,108,76,2.70,1.048,6.5,0.7,2.9,10.7,3.67,
14,Gabe Speier*,29,,-0.5,0,2,.000,5.70,29,0,3,0,0,0,23.2,19,15,15,2,14,1,33,2,0,1,104,65,3.50,1.394,7.2,0.8,5.3,12.5,2.36,
15,JT Chargois,33,,0.3,2,1,.667,2.75,21,0,2,0,0,0,19.2,9,6,6,3,6,0,18,2,0,0,75,136,4.54,0.763,4.1,1.4,2.7,8.2,3.00,
16,Troy Taylor,22,,0.1,0,0,,3.72,21,0,8,0,0,1,19.1,15,8,8,4,7,0,25,0,0,2,81,100,4.36,1.138,7.0,1.9,3.3,11.6,3.57,
17,Cody Bolton,26,,-0.1,0,0,,4.34,17,0,5,0,0,0,18.2,18,11,9,3,9,0,17,0,0,0,83,86,4.88,1.446,8.7,1.4,4.3,8.2,1.89,
18,Mike Baumann,28,,-0.4,2,0,1.000,5.51,18,0,5,0,0,0,16.1,13,11,10,4,8,0,16,1,0,3,72,68,6.04,1.286,7.2,2.2,4.4,8.8,2.00,
19,Tyson Miller,28,,0.1,0,0,,3.09,9,0,2,0,0,0,11.2,8,5,4,2,1,0,12,1,0,0,45,123,3.85,0.771,6.2,1.5,0.8,9.3,12.00,
20,Kirby Snead*,29,,0.0,0,0,,4.35,11,0,2,0,0,0,10.1,12,5,5,0,7,0,7,0,0,0,48,87,3.84,1.839,10.5,0.0,6.1,6.1,1.00,
21,Jhonathan Díaz*,27,,-0.1,0,1,.000,4.66,5,1,3,0,0,0,9.2,14,6,5,2,3,0,8,0,0,0,47,82,5.13,1.759,13.0,1.9,2.8,7.4,2.67,
22,Yimi García,33,,-0.2,0,0,,6.00,10,0,0,0,0,0,9.0,7,6,6,3,4,0,7,0,0,0,38,64,7.28,1.222,7.0,3.0,4.0,7.0,1.75,
23,Gregory Santos,24,,-0.1,0,1,.000,4.91,8,0,1,0,0,0,7.1,7,4,4,0,1,0,6,1,1,0,31,79,2.35,1.091,8.6,0.0,1.2,7.4,6.00,
24,Brett de Geus,26,,0.1,0,0,,2.70,4,0,3,0,0,0,3.1,4,1,1,0,0,0,2,2,1,0,14,153,3.77,1.200,10.8,0.0,0.0,5.4,,
25,Jonathan Hernández,27,,-0.1,0,0,,11.57,3,0,2,0,0,0,2.1,2,3,3,0,2,0,3,0,0,0,11,37,3.17,1.714,7.7,0.0,7.7,11.6,1.50,
26,Josh Rojas,30,,0.0,0,0,,9.00,2,0,2,0,0,0,2.0,1,2,2,1,2,0,0,0,0,0,8,49,12.67,1.500,4.5,4.5,9.0,0.0,0.00,
27,Leo Rivas,26,,0.0,0,0,,0.00,2,0,2,0,0,0,2.0,2,1,0,0,0,0,0,0,0,0,9,,3.17,1.000,9.0,0.0,0.0,0.0,,
28,Matt Bowman,33,,-0.1,0,0,,13.50,1,0,0,0,0,0,0.2,1,1,1,1,1,0,0,0,0,0,4,44,27.17,3.000,13.5,13.5,13.5,0.0,0.00,
