Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Martín Pérez*,31,SP,5.1,12,8,.600,2.89,32,32,0,1,1,0,196.1,178,70,63,11,69,0,169,6,2,6,821,137,3.26,1.258,8.2,0.5,3.2,7.7,2.45,AS
2,Dane Dunning,27,SP,1.2,4,8,.333,4.46,29,29,0,0,0,0,153.1,158,80,76,20,62,0,137,11,0,6,671,89,4.45,1.435,9.3,1.2,3.6,8.0,2.21,
3,Glenn Otto,26,SP,0.6,7,10,.412,4.64,27,27,0,0,0,0,135.2,119,74,70,21,62,0,107,13,0,5,587,86,5.21,1.334,7.9,1.4,4.1,7.1,1.73,
4,Jon Gray,30,SP,1.3,7,7,.500,3.96,24,24,0,0,0,0,127.1,105,61,56,17,39,0,134,6,2,4,521,100,3.80,1.131,7.4,1.2,2.8,9.5,3.44,
5,Joe Barlow,26,CL,0.2,3,1,.750,3.86,35,0,26,0,0,13,35.0,27,18,15,5,13,0,28,4,0,0,146,104,4.83,1.143,6.9,1.3,3.3,7.2,2.15,
6,Brock Burke*,25,RP,2.1,7,5,.583,1.97,52,0,5,0,0,0,82.1,63,25,18,9,24,1,90,2,1,2,328,202,3.29,1.057,6.9,1.0,2.6,9.8,3.75,
7,Matt Moore*,33,RP,2.4,5,2,.714,1.95,63,0,18,0,0,5,74.0,49,20,16,3,38,2,83,1,0,8,304,205,2.98,1.176,6.0,0.4,4.6,10.1,2.18,
8,Dennis Santana,26,RP,-0.7,3,8,.273,5.22,63,1,13,0,0,1,58.2,50,39,34,2,28,1,54,4,0,3,255,76,3.35,1.330,7.7,0.3,4.3,8.3,1.93,
9,Brett Martin*,27,RP,-0.1,1,7,.125,4.14,55,1,20,0,0,3,50.0,50,27,23,4,18,3,40,0,0,7,212,96,3.63,1.360,9.0,0.7,3.2,7.2,2.22,
10,Taylor Hearn*,27,,-0.4,6,8,.429,5.13,31,13,3,0,0,1,100.0,107,60,57,11,43,0,97,3,0,3,449,78,3.98,1.500,9.6,1.0,3.9,8.7,2.26,
11,John King*,27,,0.1,1,4,.200,4.03,39,0,5,0,0,0,51.1,61,27,23,5,14,3,30,1,0,2,222,99,4.09,1.461,10.7,0.9,2.5,5.3,2.14,
12,José Leclerc,28,,0.9,0,3,.000,2.83,39,0,20,0,0,7,47.2,33,17,15,5,21,0,54,3,0,2,198,141,3.72,1.133,6.2,0.9,4.0,10.2,2.57,
13,Garrett Richards,34,,-0.4,1,1,.500,5.27,32,2,11,0,0,1,42.2,44,28,25,3,13,0,36,3,0,2,185,76,3.46,1.336,9.3,0.6,2.7,7.6,2.77,
14,Cole Ragans*,24,,-0.1,0,3,.000,4.95,9,9,0,0,0,0,40.0,43,24,22,6,16,0,27,0,0,2,174,81,4.91,1.475,9.7,1.4,3.6,6.1,1.69,
15,Spencer Howard,25,,-1.1,2,4,.333,7.41,10,8,0,0,0,0,37.2,50,33,31,12,15,1,32,1,1,1,179,54,6.83,1.726,11.9,2.9,3.6,7.6,2.13,
16,Matt Bush,36,,0.3,2,1,.667,2.95,40,5,7,0,0,1,36.2,27,16,12,5,10,0,45,2,0,3,151,136,3.41,1.009,6.6,1.2,2.5,11.0,4.50,
17,Jonathan Hernández,25,,0.4,2,3,.400,2.97,29,0,16,0,0,4,30.1,26,14,10,2,17,3,27,1,1,5,131,135,3.97,1.418,7.7,0.6,5.0,8.0,1.59,
18,Josh Sborz,28,,-0.3,1,0,1.000,6.45,19,1,6,0,0,0,22.1,25,16,16,4,11,1,32,0,0,2,100,62,4.05,1.612,10.1,1.6,4.4,12.9,2.91,
19,Kolby Allard*,24,,-0.5,1,2,.333,7.29,10,0,4,0,0,1,21.0,21,17,17,9,6,1,19,1,0,0,87,55,7.87,1.286,9.0,3.9,2.6,8.1,3.17,
20,Jesús Tinoco,27,,0.7,0,0,,2.18,17,2,2,0,0,0,20.2,12,5,5,2,10,0,18,1,0,0,84,185,4.22,1.065,5.2,0.9,4.4,7.8,1.80,
