Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Kyle Gibson,30,SP,3.5,10,13,.435,3.62,32,32,0,0,0,0,196.2,177,88,79,23,79,2,179,4,0,8,826,118,4.13,1.302,8.1,1.1,3.6,8.2,2.27,
2,José Berríos,24,SP,3.5,12,11,.522,3.84,32,32,0,2,1,0,192.1,159,83,82,25,61,1,202,13,0,2,797,111,3.90,1.144,7.4,1.2,2.9,9.5,3.31,AS
3,Jake Odorizzi,28,SP,1.3,7,10,.412,4.49,32,32,0,0,0,0,164.1,151,89,82,20,70,3,162,8,0,1,711,95,4.19,1.345,8.3,1.1,3.8,8.9,2.31,
4,Lance Lynn,31,SP,0.1,7,8,.467,5.10,20,20,0,0,0,0,102.1,105,61,58,12,62,3,100,6,0,3,469,84,4.72,1.632,9.2,1.1,5.5,8.8,1.61,
5,Fernando Romero,23,SP,0.3,3,3,.500,4.69,11,11,0,0,0,0,55.2,60,31,29,6,19,1,45,7,0,7,247,92,4.35,1.419,9.7,1.0,3.1,7.3,2.37,
6,Fernando Rodney,41,CL,0.7,3,2,.600,3.09,46,0,39,0,0,25,43.2,42,18,15,5,19,1,50,2,0,2,192,139,3.80,1.397,8.7,1.0,3.9,10.3,2.63,
7,Trevor Hildenberger,27,RP,-0.8,4,6,.400,5.42,73,0,20,0,0,7,73.0,75,46,44,12,26,9,70,2,0,2,319,79,4.53,1.384,9.2,1.5,3.2,8.6,2.69,
8,Taylor Rogers*,27,RP,2.0,1,2,.333,2.63,72,0,6,0,0,2,68.1,49,20,20,3,16,3,75,2,0,0,260,163,2.33,0.951,6.5,0.4,2.1,9.9,4.69,
9,Addison Reed,29,RP,0.0,1,6,.143,4.50,55,0,14,0,0,0,56.0,65,30,28,11,15,3,44,3,0,2,242,95,5.11,1.429,10.4,1.8,2.4,7.1,2.93,
10,Ryan Pressly,29,RP,0.7,1,1,.500,3.40,51,0,7,0,0,0,47.2,46,19,18,5,19,1,69,2,0,6,208,127,2.95,1.364,8.7,0.9,3.6,13.0,3.63,
11,Matt Magill,28,,0.7,3,3,.500,3.81,40,0,9,0,0,0,56.2,58,24,24,11,23,0,56,3,0,0,249,113,5.08,1.429,9.2,1.7,3.7,8.9,2.43,
12,Zach Duke*,35,,0.1,3,4,.429,3.62,45,0,8,0,0,0,37.1,44,19,15,0,15,4,39,5,0,3,178,119,2.68,1.580,10.6,0.0,3.6,9.4,2.60,
13,Kohl Stewart,23,,0.7,2,1,.667,3.68,8,4,0,0,0,0,36.2,34,16,15,1,18,0,24,3,0,4,159,117,3.92,1.418,8.3,0.2,4.4,5.9,1.33,
14,Gabriel Moya*,23,,0.1,3,1,.750,4.71,35,6,5,0,0,0,36.1,35,19,19,6,13,0,31,1,0,1,159,92,4.76,1.321,8.7,1.5,3.2,7.7,2.38,
15,Alan Busenitz,27,,-1.2,4,1,.800,7.82,23,0,7,0,0,0,25.1,37,25,22,8,14,0,26,2,0,2,126,55,7.11,2.013,13.1,2.8,5.0,9.2,1.86,
16,Trevor May,28,,0.5,4,1,.800,3.20,24,1,6,0,0,3,25.1,21,9,9,4,5,0,36,1,0,1,103,135,3.08,1.026,7.5,1.4,1.8,12.8,7.20,
