Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Francisco Alvarez,21,C,1.0,123,423,382,51,80,12,0,25,63,2,0,34,110,.209,.284,.437,.721,96,.311,92,167,14,6,0,1,0,2H/D,
2,Pete Alonso,28,1B,3.2,154,658,568,92,123,21,2,46,118,4,1,65,151,.217,.318,.504,.821,123,.351,121,286,17,21,0,4,6,*3/D,"AS,MVP-17"
3,Jeff McNeil*,31,2B,2.4,156,648,585,75,158,25,4,10,55,10,0,39,65,.270,.333,.378,.711,97,.320,97,221,5,18,3,3,0,497/H836,
4,Francisco Lindor#,29,SS,6.0,160,687,602,108,153,33,2,31,98,31,4,66,137,.254,.336,.470,.806,121,.355,119,283,8,12,0,7,1,*6/DH,"MVP-9,SS"
5,Brett Baty*,23,3B,-0.8,108,389,353,41,75,12,0,9,34,2,0,29,109,.212,.275,.323,.598,66,.275,66,114,8,2,1,1,0,5/HD7,
6,Mark Canha,34,LF,1.2,89,303,257,28,63,15,1,6,29,7,0,32,52,.245,.343,.381,.725,101,.330,102,98,8,9,0,5,0,7D39H/5,
7,Brandon Nimmo*,30,CF,3.9,152,682,592,89,162,30,6,24,68,3,3,74,146,.274,.363,.466,.829,128,.362,130,276,6,11,1,4,0,*87/DH,
8,Starling Marte,34,RF,-0.8,86,341,315,38,78,7,1,5,28,24,4,16,69,.248,.301,.324,.625,74,.290,71,102,8,8,2,0,1,9/H8,
9,Daniel Vogelbach*,30,DH,0.2,104,319,275,33,64,8,0,13,48,0,0,42,81,.233,.339,.404,.742,105,.327,104,111,6,2,0,0,1,DH,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Tommy Pham,35,LF,1.2,79,264,231,29,62,15,1,10,36,11,1,29,56,.268,.348,.472,.820,125,.361,123,109,2,1,0,3,1,7DH/8,
11,Mark Vientos,23,DH,-1.1,65,233,218,19,46,5,1,9,22,1,0,10,71,.211,.253,.367,.620,69,.273,65,80,5,3,0,2,0,D53/H,
12,DJ Stewart*,29,RF,0.3,58,185,160,21,39,9,0,11,26,1,1,15,56,.244,.333,.506,.840,129,.356,126,81,3,7,1,1,0,9/HD7,
13,Omar Narváez*,31,C,0.0,49,146,128,12,27,5,0,2,7,0,0,14,27,.211,.283,.297,.580,62,.266,61,38,1,0,1,3,0,2/H,
14,Rafael Ortega*,32,OF,0.2,47,136,114,16,25,3,0,1,8,6,1,20,33,.219,.341,.272,.613,74,.303,82,31,0,1,1,0,0,87/H9D,
15,Luis Guillorme*,28,2B,-0.1,54,120,107,12,24,6,1,1,9,0,0,10,28,.224,.288,.327,.615,71,.268,62,35,4,0,2,1,1,45/6H1,
16,Eduardo Escobar#,34,3B,0.1,40,120,110,15,26,3,2,4,16,2,0,8,24,.236,.286,.409,.695,90,.309,89,45,4,0,1,1,0,5/4HD6,
17,Ronny Mauricio#,22,2B,0.2,26,108,101,11,25,4,0,2,9,7,0,7,31,.248,.296,.347,.643,78,.299,74,35,2,0,0,0,0,4/56,
18,Danny Mendick,29,UT,-0.9,33,69,65,4,12,3,0,1,4,1,0,4,15,.185,.232,.277,.509,41,.226,30,18,1,0,0,0,0,4/5H7D1,
19,Tim Locastro,30,LF,0.4,43,67,56,13,13,3,0,2,3,6,0,3,22,.232,.338,.393,.731,102,.362,115,22,0,6,2,0,0,7H/8D9,
20,Jonathan Araúz#,24,IF,-0.3,27,66,59,3,8,0,0,3,9,0,0,5,18,.136,.203,.288,.491,34,.217,24,17,1,0,2,0,0,5/46H,
21,Tomás Nido,29,C,-0.8,22,61,56,5,7,0,0,0,1,0,0,2,18,.125,.153,.125,.278,-21,.127,-43,7,2,0,2,1,0,2/H,
22,Abraham Almonte#,34,OF,-0.3,8,16,15,1,1,1,0,0,0,0,0,1,8,.067,.125,.133,.258,-28,.121,-43,2,0,0,0,0,0,/HD79,
23,Michael Pérez*,30,C,0.3,3,8,8,1,4,1,0,0,0,0,0,0,1,.500,.500,.625,1.125,210,.479,213,5,0,0,0,0,0,/2,
24,Gary Sánchez,30,C,-0.1,3,7,6,0,1,0,0,0,1,0,0,0,3,.167,.143,.167,.310,-14,.128,-37,1,0,0,0,1,0,/2,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
25,Brooks Raley*,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
26,Tommy Hunter,36,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
,Team Totals,,,15.3,162,6056,5363,717,1276,221,21,215,692,118,15,525,1331,.238,.316,.407,.723,99,.321,98,2184,105,107,19,38,11,,
