Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Jonathan Schoop,25,2B,6.5,160,675,622,92,182,35,0,32,105,1,0,35,142,0.293,0.338,0.503,0.841,124,0.363,126,313,20,11,0,7,0,*4/6,"AS,MVP-12"
Manny Machado,24,3B,3.8,156,690,630,81,163,33,1,33,95,9,4,50,115,0.259,0.31,0.471,0.782,108,0.335,106,297,17,1,0,9,3,*5,0
Trey Mancini,25,LF,2.4,147,586,543,65,159,26,4,24,78,1,0,33,139,0.293,0.338,0.488,0.826,120,0.354,120,265,12,6,0,4,1,73D/H9,ROY-3
Adam Jones,31,CF,2.6,147,635,597,82,170,28,1,26,73,2,1,27,113,0.285,0.322,0.466,0.787,110,0.348,116,278,18,7,1,3,1,*8,0
Mark Trumbo,31,DH,-0.5,146,603,559,79,131,22,0,23,65,1,0,42,149,0.234,0.289,0.397,0.686,84,0.308,87,222,13,1,0,1,0,*D9/H35,0
Chris Davis*,31,1B,-0.6,128,524,456,65,98,15,1,26,61,1,1,61,195,0.215,0.309,0.423,0.732,96,0.314,92,193,7,3,0,4,4,*3/5D,0
Welington Castillo,30,C,2.3,96,365,341,44,96,11,0,20,53,0,0,22,97,0.282,0.323,0.49,0.813,116,0.354,120,167,10,0,0,2,0,2/DH,0
Seth Smith*,34,RF,0.6,111,373,330,50,85,19,0,13,32,2,0,36,79,0.258,0.34,0.433,0.774,108,0.338,108,143,7,6,0,1,3,9H7/D,0
Caleb Joseph,31,C,1.6,89,266,254,31,65,14,1,8,28,0,0,10,72,0.256,0.287,0.413,0.7,87,0.306,86,105,7,1,1,0,0,2/5H,0
Tim Beckham,27,SS,2.1,50,230,216,36,66,13,2,10,26,1,1,12,57,0.306,0.348,0.523,0.871,132,0.371,133,113,2,2,0,0,0,6/D,0
J.J. Hardy,34,SS,-0.1,73,268,254,24,55,13,1,4,24,0,1,12,48,0.217,0.255,0.323,0.578,56,0.252,48,82,7,1,1,0,0,6/H,0
Joey Rickard,26,OF,0.7,111,277,261,29,63,15,0,4,19,8,1,9,63,0.241,0.276,0.345,0.621,68,0.285,67,90,6,4,2,1,0,97H8,0
Craig Gentry,33,OF,0.2,77,117,101,17,26,5,1,2,11,5,4,11,24,0.257,0.333,0.386,0.719,95,0.306,91,39,1,1,3,1,0,97H/8D,0
