Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Hyun Soo Kim*,29,LF,-0.3,56,142,125,11,29,4,0,1,10,0,0,12,27,0.232,0.305,0.288,0.593,63,0.268,58,36,2,2,0,2,0,7H/D,0
Austin Hays,21,OF,-0.5,20,63,60,4,13,3,0,1,8,0,0,2,16,0.217,0.238,0.317,0.555,49,0.25,46,19,2,0,0,1,0,9/8,0
Rubén Tejada,27,SS,-0.3,41,124,113,17,26,6,0,0,5,0,0,8,15,0.23,0.293,0.283,0.576,58,0.269,58,32,6,2,1,0,0,6/54H,0
Ryan Flaherty*,30,UT,-0.1,23,43,38,5,8,1,0,0,4,0,0,4,10,0.211,0.302,0.237,0.539,50,0.274,63,9,0,1,0,0,0,4/56H79,0
Pedro Álvarez*,30,DH,0.1,14,34,32,4,10,1,0,1,4,0,0,2,10,0.313,0.353,0.438,0.79,113,0.368,131,14,0,0,0,0,0,/DH3,0
Chance Sisco*,22,C,0.4,10,22,18,3,6,2,0,2,4,0,0,3,7,0.333,0.455,0.778,1.232,225,0.495,221,14,0,1,0,0,0,2/H,0
Paul Janish,34,SS,-0.6,14,28,26,0,2,0,0,0,3,0,0,1,6,0.077,0.111,0.077,0.188,-47,0.122,-52,2,1,0,1,0,0,6/H,0
Anthony Santander#,22,OF,0.0,13,31,30,1,8,3,0,0,2,0,0,0,8,0.267,0.258,0.367,0.625,67,0.263,55,11,0,0,0,1,0,/97H,0
Francisco Peña,27,C,0.3,5,10,10,3,5,0,0,2,2,0,0,0,3,0.5,0.5,1.1,1.6,315,0.65,333,11,0,0,0,0,0,/2H,0
Jimmy Yacabonis,25,P,0.0,2,2,2,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
David Washington*,26,DH,-0.2,3,6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/9DH,0
Johnny Giavotella,29,2B,-0.4,7,10,10,0,1,0,0,0,0,1,0,0,4,0.1,0.1,0.1,0.2,-45,0.113,-69,1,0,0,0,0,0,/4H,0
Ubaldo Jiménez,33,P,0.0,3,5,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,10,0.178,-5,1,0,0,0,0,0,1,0
Wade Miley*,30,P,0.0,3,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,37,0.2,10,1,0,0,0,0,0,1,0
Jayson Aquino*,24,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0
Kevin Gausman*,26,P,0.0,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
Vidal Nuño III*,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
Alec Asher,25,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0
Gabriel Ynoa,24,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0
Darren O'Day,34,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Donnie Hart*,26,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Mychal Givens,27,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Miguel Castro,22,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Zack Britton*,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Brad Brach,31,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Richard Bleier*,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Tyler Wilson,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Mike Wright Jr.,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
