Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Jorge Alfaro,25,C,1.6,108,377,344,35,90,16,2,10,37,3,0,18,138,.262,.324,.407,.731,95,.329,96,140,2,14,0,1,6,2/H5,
2,Carlos Santana#,32,1B,2.2,161,679,560,82,128,28,2,24,86,2,1,110,93,.229,.352,.414,.766,105,.342,106,232,12,1,0,8,6,*35/H,
3,César Hernández#,28,2B,2.1,161,708,605,91,153,15,3,15,60,19,6,95,155,.253,.356,.362,.718,94,.335,100,219,12,4,1,3,4,*4/HD,
4,Scott Kingery,24,SS,-0.8,147,484,452,55,102,23,2,8,35,10,3,24,126,.226,.267,.338,.605,61,.269,52,153,2,3,0,5,1,*6H5/47918,
5,Maikel Franco,25,3B,0.3,131,465,433,48,117,17,1,22,68,1,0,29,62,.270,.314,.467,.780,106,.337,103,202,15,0,0,3,7,*5H/D,
6,Rhys Hoskins,25,LF,1.2,153,660,558,89,137,38,0,34,96,5,3,87,150,.246,.354,.496,.850,125,.373,129,277,7,9,0,5,2,*73/DH,
7,Odúbel Herrera*,26,CF,0.5,148,597,550,64,140,19,3,22,71,5,2,38,122,.255,.310,.420,.730,94,.319,90,231,11,7,1,1,3,*8/97H,
8,Nick Williams*,24,RF,-0.6,140,448,407,53,104,12,3,17,50,3,2,32,111,.256,.324,.425,.749,99,.330,98,173,4,9,0,0,2,9H7/D,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
9,Aaron Altherr,27,RF,-0.9,105,285,243,28,44,11,1,8,38,3,2,36,91,.181,.295,.333,.628,69,.285,66,81,13,4,0,2,0,9H8/7,
