Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Sandy Alcántara,25,SP,4.2,9,15,.375,3.19,33,33,0,1,0,0,205.2,171,85,73,21,50,2,201,10,1,6,837,132,3.42,1.075,7.5,0.9,2.2,8.8,4.02,
2,Trevor Rogers*,23,SP,3.5,7,8,.467,2.64,25,25,0,0,0,0,133.0,107,46,39,6,46,2,157,5,1,4,550,160,2.55,1.150,7.2,0.4,3.1,10.6,3.41,"AS,ROY-2"
3,Pablo López,25,SP,2.8,5,5,.500,3.07,20,20,0,0,0,0,102.2,89,37,35,11,26,1,115,7,0,3,418,138,3.29,1.120,7.8,1.0,2.3,10.1,4.42,
4,Zach Thompson,27,SP,1.0,3,7,.300,3.24,26,14,2,0,0,0,75.0,63,35,27,6,28,1,66,3,0,5,315,130,3.69,1.213,7.6,0.7,3.4,7.9,2.36,
5,Jesús Luzardo*,23,SP,-0.6,4,5,.444,6.44,12,12,0,0,0,0,57.1,60,41,41,9,32,1,58,4,0,5,264,66,5.07,1.605,9.4,1.4,5.0,9.1,1.81,
6,Elieser Hernández,26,SP,0.5,1,3,.250,4.18,11,11,0,0,0,0,51.2,54,26,24,13,14,2,53,3,0,1,225,101,5.38,1.316,9.4,2.3,2.4,9.2,3.79,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
7,Dylan Floro,30,CL,1.5,6,6,.500,2.81,68,0,32,0,0,15,64.0,53,25,20,2,25,3,62,0,0,1,270,150,2.81,1.219,7.5,0.3,3.5,8.7,2.48,
8,Anthony Bass,33,RP,0.1,3,9,.250,3.82,70,1,12,0,0,0,61.1,55,33,26,11,24,6,58,3,0,0,260,111,4.93,1.288,8.1,1.6,3.5,8.5,2.42,
9,Anthony Bender,26,RP,1.3,3,2,.600,2.79,60,1,13,0,0,3,61.1,45,22,19,5,20,3,71,6,0,4,247,152,3.19,1.060,6.6,0.7,2.9,10.4,3.55,
10,Richard Bleier*,34,RP,1.2,3,2,.600,2.95,68,0,6,0,0,0,58.0,51,20,19,4,6,3,44,3,0,1,225,144,3.01,0.983,7.9,0.6,0.9,6.8,7.33,
11,Zach Pop,24,RP,0.1,1,0,1.000,4.12,50,0,10,0,0,0,54.2,54,29,25,3,24,2,51,8,0,2,246,103,3.77,1.427,8.9,0.5,4.0,8.4,2.13,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Ross Detwiler*,35,,-0.1,2,1,.667,4.96,46,5,6,0,0,0,45.1,41,26,25,8,15,0,56,7,0,1,200,85,4.45,1.235,8.1,1.6,3.0,11.1,3.73,
13,John Curtiss,28,,0.9,3,1,.750,2.48,35,2,5,0,0,0,40.0,34,13,11,4,9,0,40,1,0,1,161,171,3.22,1.075,7.7,0.9,2.0,9.0,4.44,
14,Yimi García,30,,0.8,3,7,.300,3.47,39,0,30,0,0,15,36.1,31,18,14,5,13,5,35,1,0,0,151,122,4.19,1.211,7.7,1.2,3.2,8.7,2.69,
15,Steven Okert*,29,,0.8,3,1,.750,2.75,34,0,5,0,0,0,36.0,22,12,11,5,15,2,40,4,0,4,142,154,4.34,1.028,5.5,1.3,3.8,10.0,2.67,
16,Jordan Holloway,25,,0.2,2,3,.400,4.00,13,4,2,0,0,0,36.0,23,19,16,3,26,0,36,0,0,2,158,106,4.42,1.361,5.8,0.8,6.5,9.0,1.38,
17,Nick Neidert,24,,0.3,1,2,.333,4.54,8,7,1,0,0,0,35.2,31,18,18,4,23,1,21,5,0,3,157,94,5.81,1.514,7.8,1.0,5.8,5.3,0.91,
18,Adam Cimber,30,,0.6,1,2,.333,2.88,33,0,10,0,0,0,34.1,30,14,11,0,11,4,21,5,0,1,140,147,3.34,1.194,7.9,0.0,2.9,5.5,1.91,
19,Braxton Garrett*,23,,0.0,1,2,.333,5.03,8,7,1,0,0,0,34.0,42,20,19,3,20,0,32,2,0,4,159,85,4.38,1.824,11.1,0.8,5.3,8.5,1.60,
20,Cody Poteet,26,,0.1,2,3,.400,4.99,7,7,0,0,0,0,30.2,25,17,17,7,16,0,32,0,0,1,132,85,5.62,1.337,7.3,2.1,4.7,9.4,2.00,
21,Paul Campbell,25,,-0.9,2,3,.400,6.41,16,1,2,0,0,0,26.2,32,24,19,5,10,0,26,2,0,2,124,66,5.01,1.575,10.8,1.7,3.4,8.8,2.60,
22,Edward Cabrera,23,,-0.4,0,3,.000,5.81,7,7,0,0,0,0,26.1,24,20,17,6,19,0,28,4,0,3,120,73,6.63,1.633,8.2,2.1,6.5,9.6,1.47,
23,Daniel Castano*,26,,0.0,0,2,.000,4.87,5,4,0,0,0,0,20.1,22,12,11,3,8,0,13,1,0,0,92,88,5.14,1.475,9.7,1.3,3.5,5.8,1.63,
24,Sean Guenther*,25,,-0.7,0,1,.000,9.30,14,0,2,0,0,0,20.1,31,22,21,1,10,1,15,2,0,2,103,46,4.10,2.016,13.7,0.4,4.4,6.6,1.50,
25,David Hess,27,,-0.9,2,2,.500,8.00,14,1,3,0,0,0,18.0,24,18,16,7,10,1,16,1,0,0,87,54,8.28,1.889,12.0,3.5,5.0,8.0,1.60,
26,Luís Madero,24,,-0.3,0,0,,9.00,6,0,3,0,0,0,12.0,13,12,12,3,8,1,4,1,0,0,56,48,8.00,1.750,9.8,2.3,6.0,3.0,0.50,
