Rk,Player,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Dexter Fowler#,30.0,17,75,72,11,18,5,0,3,6,1,1,2,17,0.25,0.28,0.444,0.724,32,0.0,1,0,0.0,0.0,*8,
2.0,Anthony Rizzo*,26.0,17,75,65,11,18,5,0,3,10,2,0,8,13,0.277,0.373,0.492,0.866,32,0.0,2,0,0.0,2.0,*3/4,
3.0,Kris Bryant,24.0,17,75,65,11,20,5,0,3,8,1,0,9,21,0.308,0.4,0.523,0.923,34,0.0,1,0,0.0,0.0,*5,
4.0,Ben Zobrist#,35.0,17,72,64,9,16,5,1,0,5,0,0,7,11,0.25,0.319,0.359,0.679,23,0.0,0,0,1.0,0.0,*7/49,WS MVP
5.0,Javier Báez,23.0,17,71,68,8,18,4,0,2,8,2,0,2,21,0.265,0.282,0.412,0.693,28,1.0,0,0,1.0,0.0,*4/63,NLCS MVP
6.0,Addison Russell,22.0,17,68,64,7,13,2,0,3,13,0,0,2,13,0.203,0.235,0.375,0.61,24,1.0,1,0,1.0,1.0,*6,
7.0,Jason Heyward*,26.0,16,50,48,4,5,1,1,0,1,4,0,1,13,0.104,0.14,0.167,0.307,8,1.0,1,0,0.0,1.0,*9/H8,
8.0,Willson Contreras,24.0,17,43,39,4,10,2,0,1,5,0,0,4,10,0.256,0.326,0.385,0.71,15,0.0,0,0,0.0,0.0,*2/H7,
9.0,Kyle Schwarber*,23.0,5,20,17,2,7,1,0,0,2,1,0,3,4,0.412,0.5,0.471,0.971,8,1.0,0,0,0.0,0.0,/DH,
10.0,David Ross,39.0,8,20,16,2,4,1,0,2,4,0,0,2,4,0.25,0.3,0.688,0.988,11,2.0,0,0,2.0,0.0,/2H,
11.0,Jorge Soler,24.0,8,16,13,0,2,0,1,0,0,0,0,3,4,0.154,0.313,0.308,0.62,4,1.0,0,0,0.0,0.0,/9H7,
12.0,Miguel Montero*,32.0,9,12,12,1,2,0,0,1,5,0,0,0,3,0.167,0.167,0.417,0.583,5,0.0,0,0,0.0,0.0,/H2,
13.0,Albert Almora,22.0,9,11,10,1,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,1.0,0,1,0.0,0.0,/H97D,
14.0,Jon Lester*,32.0,6,9,7,0,0,0,0,0,0,0,0,2,4,0.0,0.222,0.0,0.222,0,0.0,0,0,0.0,0.0,/1,NLCS MVP
15.0,Chris Coghlan*,31.0,9,8,7,1,0,0,0,0,0,0,0,1,3,0.0,0.125,0.0,0.125,0,0.0,0,0,0.0,1.0,/H79,
16.0,Kyle Hendricks,26.0,5,6,6,0,1,0,0,0,2,0,0,0,2,0.167,0.167,0.167,0.333,1,0.0,0,0,0.0,0.0,/1,
17.0,Jake Arrieta,30.0,4,5,5,1,1,0,0,1,3,0,0,0,3,0.2,0.2,0.8,1.0,4,0.0,0,0,0.0,0.0,/1,
18.0,John Lackey,37.0,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/1,
19.0,Mike Montgomery*,26.0,11,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0.0,0,0,0.0,0.0,1,
20.0,Tommy La Stella*,27.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/H,
21.0,Travis Wood,29.0,9,1,1,1,1,0,0,1,1,0,0,0,0,1.0,1.0,4.0,5.0,4,0.0,0,0,0.0,0.0,/1,
22.0,Aroldis Chapman*,28.0,13,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,*1,
23.0,Héctor Rondón,28.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
24.0,Justin Grimm,27.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
25.0,Carl Edwards Jr.,24.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
26.0,Pedro Strop,31.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
,Team Totals,,17,645,587,75,137,31,3,20,73,11,1,46,152,0.233,0.293,0.399,0.692,234,8.0,6,1,5.0,5.0,,
