Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Alex Cobb,32,SP,1.1,2,5,.286,4.30,10,10,0,0,0,0,52.1,52,27,25,8,18,0,38,2,0,1,226,109,4.87,1.338,8.9,1.4,3.1,6.5,2.11,
2,John Means*,27,SP,1.0,2,4,.333,4.53,10,10,0,0,0,0,43.2,36,22,22,12,7,0,42,4,0,2,176,103,5.60,0.985,7.4,2.5,1.4,8.7,6.00,
3,Jorge López,27,SP,-0.2,2,2,.500,6.34,9,6,1,0,0,0,38.1,43,30,27,7,12,1,28,3,0,4,169,74,5.28,1.435,10.1,1.6,2.8,6.6,2.33,
4,Asher Wojciechowski,31,SP,-0.3,1,3,.250,6.81,10,7,2,0,0,0,37.0,45,29,28,11,15,0,31,1,0,0,168,69,6.68,1.622,10.9,2.7,3.6,7.5,2.07,
5,Tommy Milone*,33,SP,0.3,1,4,.200,3.99,6,6,0,0,0,0,29.1,33,18,13,5,4,0,31,2,0,1,129,118,3.91,1.261,10.1,1.5,1.2,9.5,7.75,
6,Keegan Akin*,25,SP,0.3,1,2,.333,4.56,8,6,0,0,0,0,25.2,27,17,13,3,10,0,35,1,1,0,116,103,3.27,1.442,9.5,1.1,3.5,12.3,3.50,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
7,Cole Sulser,30,CL,-0.2,1,5,.167,5.56,19,0,9,0,0,5,22.2,17,18,14,2,17,1,19,0,0,1,100,85,4.91,1.500,6.8,0.8,6.8,7.5,1.12,
8,Travis Lakins Sr.,26,RP,0.9,3,2,.600,2.81,22,0,5,0,0,1,25.2,25,11,8,2,13,0,25,2,0,3,116,168,4.01,1.481,8.8,0.7,4.6,8.8,1.92,
9,Paul Fry*,27,RP,0.8,1,0,1.000,2.45,22,0,4,0,0,0,22.0,22,7,6,3,9,0,29,1,0,3,98,192,3.69,1.409,9.0,1.2,3.7,11.9,3.22,
10,Tanner Scott*,25,RP,1.3,0,0,,1.31,25,0,6,0,0,1,20.2,12,5,3,1,10,0,23,3,0,4,86,361,3.48,1.065,5.2,0.4,4.4,10.0,2.30,
11,Miguel Castro,25,RP,0.4,1,0,1.000,4.02,16,0,4,0,0,1,15.2,17,7,7,3,5,0,24,1,0,0,70,118,3.77,1.404,9.8,1.7,2.9,13.8,4.80,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Thomas Eshelman,26,,0.7,3,1,.750,3.89,12,4,3,0,0,0,34.2,34,17,15,7,9,0,16,1,0,1,143,120,5.76,1.240,8.8,1.8,2.3,4.2,1.78,
13,Wade LeBlanc*,35,,-0.3,1,0,1.000,8.06,6,6,0,0,0,0,22.1,27,20,20,6,8,0,13,1,1,0,103,59,6.73,1.567,10.9,2.4,3.2,5.2,1.63,
14,Dean Kremer,24,,0.5,1,1,.500,4.82,4,4,0,0,0,0,18.2,15,10,10,0,12,0,22,0,0,0,83,98,2.76,1.446,7.2,0.0,5.8,10.6,1.83,
15,Dillon Tate,26,,0.5,1,1,.500,3.24,12,0,1,0,0,0,16.2,9,7,6,1,5,0,14,2,1,1,64,146,3.55,0.840,4.9,0.5,2.7,7.6,2.80,
16,Shawn Armstrong,29,,0.3,2,0,1.000,1.80,14,0,2,0,0,0,15.0,9,6,3,1,3,0,14,1,0,2,57,264,2.99,0.800,5.4,0.6,1.8,8.4,4.67,
17,Evan Phillips,25,,0.2,1,1,.500,5.02,14,0,3,0,0,0,14.1,14,8,8,1,10,0,20,3,1,1,69,95,4.03,1.674,8.8,0.6,6.3,12.6,2.00,
18,César Valdez,35,,1.0,1,1,.500,1.26,9,0,7,0,0,3,14.1,7,3,2,0,3,0,12,0,0,1,53,379,2.14,0.698,4.4,0.0,1.9,7.5,4.00,
19,Mychal Givens,30,,0.7,0,1,.000,1.38,12,0,3,0,0,0,13.0,7,2,2,1,6,0,19,0,0,0,51,344,2.65,1.000,4.8,0.7,4.2,13.2,3.17,
20,Hunter Harvey,25,,0.0,0,2,.000,4.15,10,0,2,0,0,0,8.2,8,6,4,2,2,0,6,1,0,2,37,116,5.84,1.154,8.3,2.1,2.1,6.2,3.00,
21,Bruce Zimmermann*,25,,-0.1,0,0,,7.71,2,1,1,0,0,0,7.0,6,6,6,2,2,0,7,2,0,2,31,63,6.62,1.143,7.7,2.6,2.6,9.0,3.50,
22,David Hess,26,,0.0,0,0,,6.43,3,0,3,0,0,0,7.0,10,5,5,1,2,0,1,0,0,0,32,76,5.62,1.714,12.9,1.3,2.6,1.3,0.50,
23,Branden Kline,28,,0.2,0,0,,1.80,3,0,1,0,0,0,5.0,2,1,1,0,3,0,7,0,0,0,20,275,2.19,1.000,3.6,0.0,5.4,12.6,2.33,
24,Carson Fulmer,26,,0.3,0,0,,0.00,3,0,2,0,0,0,3.2,0,0,0,0,2,0,4,1,0,2,14,,3.46,0.545,0.0,0.0,4.9,9.8,2.00,
25,Richard Bleier*,33,,0.2,0,0,,0.00,2,0,0,0,0,0,3.0,1,0,0,0,0,0,4,1,0,1,11,,1.52,0.333,3.0,0.0,0.0,12.0,,
26,Cody Carroll,27,,-0.5,0,0,,54.00,3,0,0,0,0,0,2.0,9,12,12,0,5,0,3,1,0,2,21,10,9.19,7.000,40.5,0.0,22.5,13.5,0.60,
27,Bryan Holaday,32,,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,2,0,0,0,0,0,0,0,0,1,3,,3.19,6.000,54.0,0.0,0.0,0.0,,
,Team Totals,,,9.0,25,35,.417,4.51,60,60,60,0,0,11,518.2,489,294,260,79,192,2,487,34,4,35,2246,105,4.60,1.313,8.5,1.4,3.3,8.5,2.54,
