Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Chad Kuhl,31,,0.2,0,2,.000,5.06,31,1,7,0,0,1,53.1,56,33,30,5,25,1,54,6,0,6,240,82,4.10,1.519,9.5,0.8,4.2,9.1,2.16,
13,Davis Martin,27,,0.9,0,5,.000,4.32,11,10,0,0,0,0,50.0,50,25,24,5,23,0,47,5,0,2,220,96,4.27,1.460,9.0,0.9,4.1,8.5,2.04,
14,Drew Thorpe,23,,0.0,3,3,.500,5.48,9,9,0,0,0,0,44.1,35,29,27,8,21,0,25,1,1,0,190,75,5.87,1.263,7.1,1.6,4.3,5.1,1.19,
15,Nick Nastrini,24,,-0.8,0,7,.000,7.07,9,8,0,0,0,0,35.2,32,33,28,7,36,0,26,1,0,3,174,59,7.37,1.907,8.1,1.8,9.1,6.6,0.72,
16,Jordan Leasure,25,,-0.4,0,2,.000,6.32,33,0,4,0,0,2,31.1,32,22,22,6,18,0,26,1,0,3,142,66,5.81,1.596,9.2,1.7,5.2,7.5,1.44,
17,Fraser Ellard*,26,,0.2,2,3,.400,3.75,25,0,2,0,0,1,24.0,18,12,10,3,12,3,26,1,0,5,101,111,4.25,1.250,6.8,1.1,4.5,9.8,2.17,
18,Tim Hill*,34,,-0.4,1,0,1.000,5.87,27,0,9,0,0,0,23.0,41,19,15,0,10,1,13,1,0,0,118,71,3.47,2.217,16.0,0.0,3.9,5.1,1.30,
19,Touki Toussaint,28,,-0.3,1,2,.333,7.43,11,0,2,0,0,0,23.0,35,19,19,3,18,0,26,1,0,1,117,56,5.08,2.304,13.7,1.2,7.0,10.2,1.44,
20,Gus Varland,27,,0.3,1,0,1.000,3.54,19,0,5,0,0,0,20.1,23,9,8,1,4,1,24,0,0,2,85,118,2.03,1.328,10.2,0.4,1.8,10.6,6.00,
21,Prelander Berroa,24,,0.4,1,0,1.000,3.32,17,0,3,0,0,0,19.0,15,7,7,2,13,1,26,1,0,0,83,126,4.01,1.474,7.1,0.9,6.2,12.3,2.00,
22,Dominic Leone,32,,-0.7,0,2,.000,6.63,23,0,4,0,0,0,19.0,20,17,14,4,14,1,17,0,0,2,89,63,6.32,1.789,9.5,1.9,6.6,8.1,1.21,
23,Sean Burke,24,,0.9,2,0,1.000,1.42,4,3,1,0,0,0,19.0,12,4,3,2,7,0,22,0,0,1,76,294,3.32,1.000,5.7,0.9,3.3,10.4,3.14,
24,Ky Bush*,24,,0.1,0,3,.000,5.60,4,4,0,0,0,0,17.2,20,11,11,2,16,1,11,1,0,2,87,75,6.28,2.038,10.2,1.0,8.2,5.6,0.69,
25,Enyel De Los Santos,28,,0.4,0,0,,3.63,15,0,6,0,0,1,17.1,13,7,7,5,9,0,13,1,0,0,71,115,7.15,1.269,6.8,2.6,4.7,6.8,1.44,
26,Brad Keller,28,,0.1,0,2,.000,4.86,5,2,2,0,0,0,16.2,17,10,9,5,6,0,13,0,0,2,76,86,6.59,1.380,9.2,2.7,3.2,7.0,2.17,
27,Mike Clevinger,33,,-0.1,0,3,.000,6.75,4,4,0,0,0,0,16.0,22,13,12,4,9,1,15,0,0,2,78,62,6.23,1.938,12.4,2.3,5.1,8.4,1.67,
28,Sammy Peralta*,26,,0.1,0,0,,4.80,9,0,4,0,0,0,15.0,21,9,8,2,7,0,11,0,1,0,72,88,4.83,1.867,12.6,1.2,4.2,6.6,1.57,
29,Deivi García,25,,-0.7,1,2,.333,7.07,14,0,3,0,0,1,14.0,16,16,11,2,11,1,15,0,0,4,68,60,5.24,1.929,10.3,1.3,7.1,9.6,1.36,
30,Jake Woodford,27,,-0.4,0,2,.000,10.80,2,2,0,0,0,0,8.1,15,10,10,2,5,0,7,1,0,0,46,40,6.77,2.400,16.2,2.2,5.4,7.6,1.40,
31,Matt Foster,29,,0.3,0,1,.000,2.70,6,1,1,0,0,0,6.2,5,2,2,1,5,0,4,0,0,0,30,160,6.17,1.500,6.8,1.4,6.8,5.4,0.80,
32,Jairo Iriarte,22,,0.1,0,1,.000,1.50,6,0,2,0,0,0,6.0,3,3,1,0,8,0,6,0,0,0,30,290,5.17,1.833,4.5,0.0,12.0,9.0,0.75,
33,Bryan Shaw,36,,-0.2,0,1,.000,9.00,5,0,3,0,0,0,4.0,8,5,4,1,4,1,4,0,0,1,24,50,7.42,3.000,18.0,2.3,9.0,9.0,1.00,
34,Jake Eder*,25,,0.0,0,0,,4.50,1,0,1,0,0,0,2.0,2,1,1,0,1,0,1,1,0,1,9,108,5.17,1.500,9.0,0.0,4.5,4.5,1.00,
35,Danny Mendick,30,,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,2,0,0,0,0,0,0,0,0,0,4,,3.17,2.000,18.0,0.0,0.0,0.0,,
,Team Totals,,,13.4,41,121,.253,4.67,162,162,162,0,0,21,1420.0,1397,813,737,201,643,25,1366,54,12,61,6241,89,4.55,1.437,8.9,1.3,4.1,8.7,2.12,
