Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Brandon Snyder,29,UT,0.1,37,47,46,8,11,5,1,4,9,0,0,1,16,0.239,0.255,0.652,0.907,133,0.372,129,30,1,0,0,0,0,H/537,0
Daniel Castro,23,IF,-0.8,47,139,130,8,26,1,0,0,7,1,1,7,24,0.2,0.241,0.208,0.449,23,0.206,9,27,4,0,2,0,1,64/5H,0
Emilio Bonifácio#,31,OF,-0.4,24,43,38,6,8,0,0,0,3,1,0,3,12,0.211,0.268,0.211,0.479,32,0.294,67,8,0,0,2,0,0,H7/8,0
Drew Stubbs,31,OF,-0.2,20,42,38,6,9,0,0,1,3,4,0,4,20,0.237,0.31,0.316,0.625,69,0.309,68,12,1,0,0,0,0,8H/7,0
Héctor Olivera,31,LF,-0.3,6,21,19,2,4,1,0,0,2,0,0,1,5,0.211,0.238,0.263,0.501,35,0.26,49,5,1,0,0,1,0,/7H,0
Rio Ruiz*,22,3B,0.1,5,7,7,1,2,0,1,0,2,1,0,0,2,0.286,0.286,0.571,0.857,123,0.388,116,4,0,0,0,0,0,/H5,0
Matt Wisler,23,P,-0.1,27,53,46,2,7,0,0,0,2,0,0,1,21,0.152,0.167,0.152,0.319,-13,0.163,-35,7,2,0,5,1,0,1/H,0
Julio Teheran,25,P,0.1,29,61,49,1,10,1,0,0,2,0,0,1,16,0.204,0.22,0.224,0.444,20,0.195,-20,11,1,0,11,0,0,1/H,AS
Blake Lalli*,33,1B,-0.2,10,13,13,0,2,1,0,0,1,0,0,0,3,0.154,0.154,0.231,0.385,2,0.165,-20,3,1,0,0,0,0,/H3,0
Reid Brignac#,30,IF,-0.1,13,29,29,3,6,2,0,0,1,0,0,0,8,0.207,0.207,0.276,0.483,29,0.207,11,8,0,0,0,0,0,/H54,0
Mike Foltynewicz,24,P,-0.1,19,42,36,3,5,1,0,0,1,0,0,1,19,0.139,0.162,0.167,0.329,-11,0.147,-51,6,0,0,5,0,0,1,0
Joel De La Cruz,27,P,0.0,21,18,16,0,3,0,0,0,1,0,0,0,8,0.188,0.188,0.188,0.375,2,0.169,-32,3,1,0,2,0,0,1,0
Jhoulys Chacín,28,P,0.1,4,8,8,0,2,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,36,0.225,24,2,0,0,0,0,0,/1,0
Matt Tuiasosopo,30,0,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,/H,0
Bud Norris,31,P,0.3,20,22,12,1,2,0,1,0,0,0,0,3,5,0.167,0.375,0.333,0.708,94,0.331,100,4,0,1,6,0,0,1,0
Aaron Blair,24,P,-0.2,15,23,21,0,1,0,0,0,0,0,0,0,9,0.048,0.048,0.048,0.095,-74,0.043,-128,1,0,0,2,0,0,1,0
Tyrell Jenkins,23,P,0.0,14,17,13,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.139,-82,0,0,0,4,0,0,1,0
Rob Whalen,22,P,0.0,6,11,10,0,2,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,9,0.18,-20,2,0,0,1,0,0,/1H,0
John Gant,23,P,-0.1,19,10,7,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-243,0,0,0,3,0,0,1,0
Williams Pérez,25,P,-0.3,11,19,17,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-167,0,1,0,2,0,0,1,0
Lucas Harrell#,31,P,-0.1,4,8,8,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-138,0,0,0,0,0,0,/1,0
Josh Collmenter,30,P,-0.1,3,7,6,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0.0,-178,0,0,0,1,0,0,/1,0
Ryan Weber,25,P,-0.1,16,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,1,0
Roberto Hernández,35,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,/1,0
Casey Kelly,26,P,0.0,10,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-257,0,0,0,1,0,0,1,0
Ian Krol*,25,P,0.0,59,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0
Jim Johnson,33,P,0.0,61,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0
Arodys Vizcaíno,25,P,0.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Eric O'Flaherty*,31,P,0.0,37,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Dan Winkler,26,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Chris Withrow,27,P,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Madison Younginer,25,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Shae Simmons,25,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Chaz Roe,29,P,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
José Ramírez,26,P,0.0,33,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Alexi Ogando,32,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Matt Marksberry*,25,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Jed Bradley*,26,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Dario Álvarez*,27,P,0.0,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Jason Hursh,24,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Jason Grilli,39,P,0.0,18,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Mauricio Cabrera,22,P,0.0,38,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Hunter Cervenka*,26,P,0.0,45,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Brandon Cunniff,27,P,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
