Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
10,Anthony Bender,29,RP,0.9,5,2,.714,4.08,59,0,10,0,0,1,53.0,50,25,24,3,18,1,59,4,0,2,228,111,2.92,1.283,8.5,0.5,3.1,10.0,3.28,
11,Andrew Nardi*,25,RP,0.2,3,2,.600,5.07,59,0,4,0,0,0,49.2,44,29,28,7,18,1,70,1,0,1,210,90,3.33,1.248,8.0,1.3,3.3,12.7,3.89,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Max Meyer,25,,0.0,3,5,.375,5.68,11,11,0,0,0,0,57.0,62,38,36,14,19,0,46,3,0,0,248,80,5.90,1.421,9.8,2.2,3.0,7.3,2.42,
13,A.J. Puk*,29,,0.1,4,8,.333,4.30,32,4,4,0,0,1,44.0,36,27,21,3,23,0,45,1,1,2,191,106,3.64,1.341,7.4,0.6,4.7,9.2,1.96,
14,Adam Oller,29,,0.4,2,4,.333,5.31,8,8,0,0,0,0,42.1,43,25,25,7,22,0,36,2,0,1,189,86,5.32,1.535,9.1,1.5,4.7,7.7,1.64,
15,Braxton Garrett*,26,,0.3,2,2,.500,5.35,7,7,0,1,1,0,37.0,40,24,22,5,4,0,34,5,0,1,161,85,3.81,1.189,9.7,1.2,1.0,8.3,8.50,
16,Darren McCaughan,28,,-0.2,0,0,,5.75,10,5,4,0,0,2,36.0,44,26,23,7,9,0,27,6,0,1,165,79,5.44,1.472,11.0,1.8,2.3,6.8,3.00,
17,Sixto Sánchez,25,,-0.5,0,3,.000,6.06,14,7,2,0,0,0,35.2,43,29,24,3,14,0,17,3,1,1,162,75,4.74,1.598,10.9,0.8,3.5,4.3,1.21,
18,Kyle Tyler,27,,0.3,0,2,.000,5.40,8,7,0,0,0,0,31.2,37,19,19,4,18,0,25,1,0,1,142,84,5.03,1.737,10.5,1.1,5.1,7.1,1.39,
19,Huascar Brazobán,34,,0.4,1,2,.333,2.93,20,0,1,0,0,0,30.2,20,14,10,1,11,0,34,2,0,1,125,155,2.64,1.011,5.9,0.3,3.2,10.0,3.09,
20,Bryan Hoeing,27,,0.8,1,2,.333,2.70,16,2,2,0,0,0,30.0,29,10,9,2,9,0,25,0,0,4,124,169,3.27,1.267,8.7,0.6,2.7,7.5,2.78,
21,Yonny Chirinos,30,,-0.1,0,2,.000,6.30,6,6,0,0,0,0,30.0,43,21,21,7,13,0,25,3,0,1,144,72,6.13,1.867,12.9,2.1,3.9,7.5,1.92,
22,Burch Smith,34,,0.4,2,0,1.000,4.25,25,0,8,0,0,0,29.2,39,15,14,1,9,0,23,1,1,3,135,107,3.06,1.618,11.8,0.3,2.7,7.0,2.56,
23,George Soriano,25,,-0.5,1,1,.500,6.75,22,0,11,0,0,1,29.1,27,23,22,7,13,0,29,4,0,3,131,68,6.03,1.364,8.3,2.1,4.0,8.9,2.23,
24,Jesús Tinoco,29,,1.2,1,0,1.000,2.03,21,0,7,0,0,3,26.2,13,6,6,1,5,1,30,1,0,0,98,226,2.08,0.675,4.4,0.3,1.7,10.1,6.00,
25,Emmanuel Ramírez,29,,-0.3,0,1,.000,6.97,15,0,2,0,0,0,20.2,21,17,16,3,8,0,21,3,0,2,92,66,4.62,1.403,9.1,1.3,3.5,9.1,2.63,
26,Anthony Maldonado,26,,0.2,1,1,.500,5.68,16,1,6,0,0,1,19.0,21,12,12,1,7,3,11,0,0,1,82,81,3.80,1.474,9.9,0.5,3.3,5.2,1.57,
27,Xzavion Curry,25,,0.5,2,0,1.000,3.00,9,1,0,0,0,0,18.0,9,6,6,3,2,0,13,0,0,0,64,153,4.22,0.611,4.5,1.5,1.0,6.5,6.50,
28,Kent Emanuel*,32,,-0.3,0,0,,6.62,12,0,4,0,0,0,17.2,20,14,13,4,7,0,12,3,0,0,82,69,6.45,1.528,10.2,2.0,3.6,6.1,1.71,
29,JT Chargois,33,,0.6,1,0,1.000,1.62,15,0,7,0,0,0,16.2,15,3,3,3,7,1,12,0,0,0,71,284,5.33,1.320,8.1,1.6,3.8,6.5,1.71,
30,Mike Baumann,28,,-0.1,0,1,.000,6.59,11,0,2,0,0,0,13.2,11,10,10,1,7,0,18,1,0,1,59,70,3.24,1.317,7.2,0.7,4.6,11.9,2.57,
31,Shaun Anderson,29,,-0.6,0,2,.000,9.00,4,2,2,0,0,0,13.0,28,17,13,3,0,0,7,1,0,2,68,51,5.32,2.154,19.4,2.1,0.0,4.8,,
32,John McMillon,26,,0.7,2,1,.667,1.50,10,0,5,0,0,0,12.0,7,4,2,1,5,0,13,0,0,0,47,309,3.33,1.000,5.3,0.8,3.8,9.8,2.60,
33,Anthony Veneziano*,26,,0.2,1,0,1.000,3.18,10,0,0,0,0,0,11.1,12,5,4,1,2,0,12,1,0,1,47,146,2.99,1.235,9.5,0.8,1.6,9.5,6.00,
34,Lake Bachar,29,,0.1,0,1,.000,3.86,10,0,0,0,0,0,9.1,10,5,4,2,4,0,11,0,0,0,40,121,4.88,1.500,9.6,1.9,3.9,10.6,2.75,
35,Austin Kitchen*,27,,-0.5,0,1,.000,14.14,4,1,1,0,0,0,7.0,16,12,11,1,3,0,4,0,1,0,42,33,5.17,2.714,20.6,1.3,3.9,5.1,1.33,
36,Jonathan Bermúdez*,28,,-0.1,0,1,.000,8.10,3,1,1,0,0,0,6.2,11,6,6,2,2,0,4,2,0,0,33,59,7.67,1.950,14.9,2.7,2.7,5.4,2.00,
37,Matt Andriese,34,,-0.1,0,1,.000,6.00,4,0,4,0,0,0,6.0,7,5,4,2,1,1,7,0,0,0,26,79,5.67,1.333,10.5,3.0,1.5,10.5,7.00,
38,Michael Petersen,30,,0.0,0,1,.000,4.76,5,0,2,0,0,0,5.2,7,4,3,0,3,1,3,0,0,0,26,100,3.70,1.765,11.1,0.0,4.8,4.8,1.00,
39,Brett de Geus,26,,-0.1,0,2,.000,6.35,7,0,2,0,0,0,5.2,7,5,4,0,2,0,4,1,0,0,27,75,3.34,1.588,11.1,0.0,3.2,6.4,2.00,
40,Eli Villalobos,27,,0.1,0,0,,2.08,3,0,1,0,0,0,4.1,3,1,1,1,2,0,3,0,0,0,18,234,6.17,1.154,6.2,2.1,4.2,6.2,1.50,
41,Emmanuel Rivera,28,,-0.1,0,0,,9.00,4,0,4,0,0,0,4.0,7,4,4,1,0,0,0,1,0,0,20,54,7.17,1.750,15.8,2.3,0.0,0.0,,
42,Vladimir Gutierrez,28,,-0.1,0,0,,6.75,1,0,0,0,0,0,4.0,3,3,3,1,2,0,4,0,0,0,17,73,5.92,1.250,6.8,2.3,4.5,9.0,2.00,
43,David Hensley,28,,0.0,0,0,,9.00,1,0,1,0,0,0,2.0,2,2,2,0,1,0,0,1,0,0,10,59,6.17,1.500,9.0,0.0,4.5,0.0,0.00,
44,Vidal Bruján,26,,-0.3,0,0,,43.20,2,0,1,0,0,0,1.2,7,8,8,2,3,0,1,1,0,0,16,13,24.77,6.000,37.8,10.8,16.2,5.4,0.33,
45,Jhonny Pereda,28,,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.000,0.0,0.0,0.0,0.0,,
,Team Totals,,,14.2,62,100,.383,4.75,162,162,161,1,1,33,1437.1,1431,841,758,195,556,21,1317,88,8,46,6269,96,4.44,1.382,9.0,1.2,3.5,8.2,2.37,
