Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Keibert Ruiz#,24,C,1.4,136,562,523,55,136,24,0,18,67,1,1,31,58,.260,.308,.409,.717,98,.314,98,214,13,6,0,2,1,*2D/H,
2,Dominic Smith*,28,1B,0.9,153,586,527,57,134,21,1,12,46,1,1,47,91,.254,.326,.366,.692,93,.310,95,193,12,10,0,2,1,*3/HD,
3,Luis García Jr.*,23,2B,0.7,122,482,447,61,119,18,4,9,50,9,4,27,60,.266,.304,.385,.688,90,.302,89,172,10,0,1,7,1,*4H,
4,CJ Abrams*,22,SS,3.5,151,614,563,83,138,28,6,18,64,47,4,32,118,.245,.300,.412,.712,96,.324,94,232,7,13,3,3,2,*6/H,
5,Jeimer Candelario#,29,3B,3.1,99,419,368,57,95,30,2,16,53,6,1,36,88,.258,.342,.481,.823,126,.360,129,177,10,12,0,2,1,5/D,
6,Stone Garrett,27,LF,1.9,89,271,234,40,63,17,0,9,40,3,1,26,82,.269,.343,.457,.801,121,.354,126,107,6,3,0,5,0,7H9/D,
7,Alex Call,28,CF,1.0,128,439,375,43,75,14,1,8,38,9,8,53,78,.200,.307,.307,.614,72,.282,78,115,1,6,3,2,0,*87/9H,
8,Lane Thomas,27,RF,3.3,156,682,628,101,168,36,3,28,86,20,5,36,176,.268,.315,.468,.783,115,.343,116,294,5,11,0,7,0,*98/H1D,
9,Joey Meneses,31,DH,0.6,154,657,611,71,168,36,1,13,89,0,0,38,130,.275,.321,.401,.722,100,.322,103,245,15,5,0,3,0,*D3/H9,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Ildemaro Vargas#,31,3B,0.8,86,286,262,32,66,13,2,4,31,1,1,19,20,.252,.304,.363,.666,85,.297,85,95,10,1,3,1,0,546H7/19,
11,Jake Alu*,26,UT,-0.1,51,175,159,14,36,2,1,2,16,5,1,10,42,.226,.282,.289,.571,60,.275,67,46,2,3,1,2,0,74/5H,
12,Riley Adams,27,C,1.1,44,158,143,8,39,13,2,4,21,0,0,11,45,.273,.331,.476,.807,121,.345,119,68,5,2,1,1,0,2/HD,
13,Corey Dickerson*,34,LF,-0.6,50,152,144,12,36,7,1,2,17,0,1,7,28,.250,.283,.354,.637,76,.279,75,51,3,0,0,1,0,7/HD9,
14,Víctor Robles,26,CF,0.0,36,126,107,15,32,5,1,0,8,8,1,11,18,.299,.385,.364,.750,111,.356,120,39,3,4,4,0,0,8,
15,Jacob Young,23,CF,0.6,33,121,107,9,27,7,1,0,12,13,0,10,22,.252,.322,.336,.658,84,.316,80,36,2,1,3,0,0,8/DH,
16,Michael Chavis,27,2B,0.5,48,96,91,16,22,3,0,2,5,1,0,5,33,.242,.281,.341,.622,72,.274,67,31,3,0,0,0,0,4H/35D79,
17,Carter Kieboom,25,3B,-0.1,27,94,87,12,18,2,0,4,11,0,0,6,27,.207,.266,.368,.634,74,.275,70,32,2,1,0,0,0,5/HD,
18,Derek Hill,27,CF,-0.3,13,50,47,3,8,1,0,0,1,1,0,3,11,.170,.220,.191,.411,17,.209,19,9,0,0,0,0,0,8,
19,Travis Blankenhorn*,26,OF,-0.1,10,37,31,2,5,0,0,1,1,0,0,6,6,.161,.297,.258,.555,57,.264,61,8,0,0,0,0,0,/79,
20,Blake Rutherford*,26,LF,-0.2,16,36,35,4,6,0,0,0,2,0,0,1,10,.171,.194,.171,.366,4,.191,10,6,1,0,0,0,0,7/H,
21,Drew Millas#,25,C,0.3,11,33,28,1,8,2,0,1,6,0,0,4,5,.286,.375,.464,.839,132,.367,136,13,2,0,1,0,0,2/H,
22,Jeter Downs,24,MI,0.1,6,9,5,4,2,0,0,0,1,2,0,4,1,.400,.667,.400,1.067,209,.563,238,2,0,0,0,0,0,/64H,
,Team Totals,,,18.1,162,6085,5522,700,1401,279,26,151,665,127,29,423,1149,.254,.314,.396,.709,96,.317,98,2185,112,78,20,38,6,,
