Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Hunter Greene,22,SP,2.0,5,13,.278,4.44,24,24,0,1,1,0,125.2,104,64,62,24,48,0,164,10,0,4,531,98,4.37,1.210,7.4,1.7,3.4,11.7,3.42,
2,Graham Ashcraft,24,SP,0.8,5,6,.455,4.89,19,19,0,0,0,0,105.0,119,61,57,11,30,1,71,8,0,9,464,89,4.21,1.419,10.2,0.9,2.6,6.1,2.37,
3,Tyler Mahle,27,SP,1.8,5,7,.417,4.40,19,19,0,0,0,0,104.1,91,53,51,12,39,0,114,2,1,3,440,99,3.60,1.246,7.8,1.0,3.4,9.8,2.92,
4,Nick Lodolo*,24,SP,2.5,4,7,.364,3.66,19,19,0,0,0,0,103.1,90,44,42,13,39,0,131,19,0,6,441,119,3.90,1.248,7.8,1.1,3.4,11.4,3.36,ROY-6
5,Mike Minor*,34,SP,-0.8,4,12,.250,6.06,19,19,0,0,0,0,98.0,120,72,66,24,40,4,76,7,0,2,455,72,6.18,1.633,11.0,2.2,3.7,7.0,1.90,
6,Luis Castillo,29,SP,2.9,4,4,.500,2.86,14,14,0,0,0,0,85.0,63,30,27,7,28,0,90,4,1,0,349,152,3.19,1.071,6.7,0.7,3.0,9.5,3.21,AS
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
7,Alexis Díaz,25,CL,2.9,7,3,.700,1.84,59,0,20,0,0,10,63.2,28,18,13,5,33,3,83,5,0,7,255,237,3.32,0.958,4.0,0.7,4.7,11.7,2.52,ROY-5
8,Luis Cessa,30,RP,0.6,4,4,.500,4.57,46,10,1,0,0,0,80.2,76,44,41,14,28,0,59,2,0,3,336,95,5.02,1.289,8.5,1.6,3.1,6.6,2.11,
9,Hunter Strickland,33,RP,0.0,3,3,.500,4.91,66,0,35,0,0,7,62.1,61,37,34,8,33,1,60,7,0,1,284,89,4.78,1.508,8.8,1.2,4.8,8.7,1.82,
10,Joel Kuhnel,27,RP,-0.5,2,3,.400,6.36,53,0,13,0,0,1,58.0,67,41,41,8,14,1,56,5,0,1,255,69,3.96,1.397,10.4,1.2,2.2,8.7,4.00,
11,Reiver Sanmartin*,26,RP,-0.7,4,4,.500,6.32,45,4,3,0,0,0,57.0,66,43,40,8,29,2,47,0,2,2,256,69,4.81,1.667,10.4,1.3,4.6,7.4,1.62,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Buck Farmer,31,,0.7,2,2,.500,3.83,44,0,10,0,0,2,47.0,36,21,20,2,25,0,54,1,0,4,199,114,3.03,1.298,6.9,0.4,4.8,10.3,2.16,
13,Jeff Hoffman,29,,0.6,2,0,1.000,3.83,35,1,7,0,0,0,44.2,40,22,19,5,23,1,45,3,0,3,197,114,4.30,1.410,8.1,1.0,4.6,9.1,1.96,
14,Dauri Moreta,26,,0.1,0,2,.000,5.40,35,1,17,0,0,1,38.1,32,24,23,10,13,1,39,4,0,1,160,81,5.80,1.174,7.5,2.3,3.1,9.2,3.00,
15,Vladimir Gutierrez,26,,-0.6,1,6,.143,7.61,10,8,0,0,0,0,36.2,46,31,31,8,24,1,29,6,0,2,179,58,6.82,1.909,11.3,2.0,5.9,7.1,1.21,
16,Art Warren,29,,-0.8,2,3,.400,6.50,39,0,15,0,0,3,36.0,37,29,26,6,22,1,40,2,0,0,165,67,5.06,1.639,9.3,1.5,5.5,10.0,1.82,
17,Ian Gibaut,28,,0.2,1,2,.333,4.67,33,0,3,0,0,1,34.2,38,18,18,3,18,0,48,0,1,0,154,94,3.03,1.615,9.9,0.8,4.7,12.5,2.67,
18,Connor Overton,28,,1.0,1,0,1.000,2.73,6,4,1,0,0,0,33.0,21,10,10,1,11,0,14,0,0,0,124,161,3.66,0.970,5.7,0.3,3.0,3.8,1.27,
19,Justin Dunn,26,,-0.1,1,3,.250,6.10,7,7,0,0,0,0,31.0,32,21,21,11,17,0,21,3,0,0,138,72,8.31,1.581,9.3,3.2,4.9,6.1,1.24,
