Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Jonathan Lucroy,30,C,2.2,95,376,338,48,101,17,3,13,50,5,0,33,70,.299,.359,.482,.841,120,.365,119,163,12,1,0,4,3,2/H3D,AS
2,Chris Carter,29,1B,0.9,160,644,549,84,122,27,1,41,94,3,1,76,206,.222,.321,.499,.821,113,.354,112,274,18,9,0,10,1,*3/HD,
3,Scooter Gennett*,26,2B,0.5,136,542,498,58,131,30,1,14,56,8,1,38,114,.263,.317,.412,.728,91,.329,93,205,11,2,1,2,1,*4H/D,
4,Jonathan Villar#,25,SS,3.2,156,679,589,92,168,38,3,19,63,62,18,79,174,.285,.369,.457,.826,117,.366,115,269,7,2,5,4,4,654/H,
5,Aaron Hill,34,3B,1.6,78,292,254,34,72,11,0,8,29,4,2,30,43,.283,.359,.421,.780,106,.343,105,107,5,2,0,4,0,54/H,
6,Ryan Braun,32,LF,4.3,135,564,511,80,156,23,3,30,91,16,5,46,98,.305,.365,.538,.903,135,.393,140,275,20,4,0,3,10,*7/HD9,MVP-23
7,Kirk Nieuwenhuis*,28,CF,0.7,125,392,335,38,70,18,1,13,44,8,9,56,133,.209,.324,.385,.709,87,.313,87,129,5,1,0,0,1,*89H/7,
8,Domingo Santana,23,RF,-0.2,77,281,246,34,63,14,0,11,32,2,3,32,91,.256,.345,.447,.792,108,.353,115,110,7,2,0,1,0,9H/78,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
9,Hernán Pérez,25,UT,1.5,123,430,404,50,110,18,3,13,56,34,7,18,94,.272,.302,.428,.730,91,.339,94,173,6,1,3,4,0,59H4/8367,
10,Ramón Flores*,24,OF,-1.4,104,289,249,18,51,8,0,2,19,3,0,31,58,.205,.294,.261,.555,49,.266,46,65,11,2,3,4,3,98H7/3,
11,Martín Maldonado,29,C,0.8,76,253,208,21,42,7,0,8,21,1,0,35,56,.202,.332,.351,.683,82,.300,72,73,6,6,3,1,9,2/H,
12,Keon Broxton,26,CF,2.1,75,244,207,28,50,10,1,9,19,23,4,36,88,.242,.354,.430,.784,107,.358,105,89,2,0,1,0,0,8H,
13,Orlando Arcia,21,SS,0.3,55,216,201,21,44,10,3,4,17,8,0,15,47,.219,.273,.358,.631,66,.287,58,72,6,0,0,0,0,6/H,
14,Alex Presley*,30,OF,-0.8,47,129,116,12,23,2,0,3,11,0,2,11,25,.198,.271,.293,.564,50,.250,43,34,2,1,0,1,1,H97/8,
15,Jake Elmore,29,UT,-0.7,59,99,78,7,17,2,0,0,4,2,3,17,17,.218,.371,.244,.615,68,.287,71,19,1,2,2,0,1,H7/5948,
16,Manny Piña,29,C,0.2,33,81,71,4,18,4,0,2,12,0,1,10,15,.254,.346,.394,.740,96,.323,95,28,2,0,0,0,0,2H/D,
17,Yadiel Rivera,24,IF,-0.1,35,71,66,12,14,4,0,0,3,0,0,2,20,.212,.235,.273,.508,34,.238,26,18,4,0,3,0,0,54/H6,
18,Colin Walsh#,26,3B,-0.5,38,63,47,4,4,1,0,0,2,0,0,15,22,.085,.317,.106,.424,20,.240,30,5,1,1,0,0,0,H5/74,
19,Will Middlebrooks,27,3B,-0.3,10,31,27,2,3,0,0,0,1,0,0,4,13,.111,.226,.111,.337,-6,.206,6,3,0,0,0,0,0,/5H,
20,Andy Wilkins*,27,UT,-0.2,26,27,24,3,3,1,0,1,3,1,0,3,10,.125,.222,.292,.514,35,.271,46,7,1,0,0,0,0,H/39,
21,Michael Reed,23,OF,0.1,8,24,22,3,4,0,0,0,0,1,0,2,7,.182,.250,.182,.432,17,.218,7,4,1,0,0,0,0,/87H,
22,Andrew Susac,26,C,0.1,9,19,17,3,4,1,0,1,2,0,0,2,5,.235,.316,.471,.786,105,.340,102,8,0,0,0,0,0,/2H,
23,Josmil Pinto,27,,,6,6,5,1,0,0,0,0,0,0,0,1,4,.000,.167,.000,.167,-50,.116,-59,0,0,0,0,0,0,/H,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
24,Zach Davies,23,P,-0.2,28,61,53,2,5,0,0,0,1,0,0,1,22,.094,.111,.094,.205,-45,.128,-70,5,0,0,7,0,0,1,
25,Jimmy Nelson,27,P,-0.3,30,59,50,1,4,0,0,0,3,0,0,2,32,.080,.115,.080,.195,-47,.112,-85,4,0,0,7,0,0,1,
26,Chase Anderson,28,P,-0.2,28,52,45,3,4,0,0,0,1,0,0,1,27,.089,.128,.089,.217,-41,.107,-83,4,0,1,5,0,0,1,
27,Junior Guerra,31,P,0.2,19,43,35,2,8,2,0,0,0,0,0,0,13,.229,.229,.286,.514,35,.226,1,10,0,0,8,0,0,1,
