Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
22,Cam Bedrosian,29,,0.1,0,0,,4.35,11,1,2,0,0,0,10.1,8,5,5,2,7,0,8,0,0,0,45,99,6.17,1.452,7.0,1.7,6.1,7.0,1.14,
23,JoJo Romero*,24,,-0.3,0,0,,7.00,11,0,1,0,0,0,9.0,12,8,7,4,4,1,8,1,0,0,44,62,8.84,1.778,12.0,4.0,4.0,8.0,2.00,
24,Ramón Rosso,25,,-0.1,0,0,,5.63,7,0,2,0,0,0,8.0,10,6,5,2,3,0,7,0,1,2,35,77,5.80,1.625,11.3,2.3,3.4,7.9,2.33,
25,Adonis Medina,24,,0.1,0,0,,3.52,4,1,2,0,0,0,7.2,9,3,3,0,4,0,6,3,0,0,36,124,4.34,1.696,10.6,0.0,4.7,7.0,1.50,
26,Hans Crouse,22,,0.0,0,2,.000,5.14,2,2,0,0,0,0,7.0,4,4,4,2,7,0,2,0,0,0,32,85,9.31,1.571,5.1,2.6,9.0,2.6,0.29,
27,Mauricio Llovera,25,,-0.1,1,0,1.000,9.45,6,0,4,0,0,0,6.2,10,7,7,5,4,0,7,1,0,1,35,46,13.07,2.100,13.5,6.8,5.4,9.5,1.75,
28,Ronald Torreyes,28,,-0.1,0,0,,13.50,2,0,2,0,0,0,2.2,6,4,4,2,0,0,1,0,0,0,14,35,12.17,2.250,20.3,6.8,0.0,3.4,,
29,David Paulino,27,,0.0,0,0,,9.00,1,0,1,0,0,0,2.0,3,2,2,1,0,0,0,0,0,0,9,55,9.67,1.500,13.5,4.5,0.0,0.0,,
30,Seranthony Domínguez,26,,0.0,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,,1.17,0.000,0.0,0.0,0.0,9.0,,
31,Kyle Dohy*,24,,0.0,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,0,1,0,0,0,5,,4.17,2.000,9.0,0.0,9.0,9.0,1.00,
32,Neftalí Feliz,33,,-0.5,0,1,.000,36.00,2,0,0,0,0,0,1.0,4,4,4,1,1,0,2,1,0,0,9,16,18.17,5.000,36.0,9.0,9.0,18.0,2.00,
33,Nick Maton,24,,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,1,0,0,0,1,,-2.83,0.000,0.0,0.0,0.0,27.0,,
34,Andrew Knapp,29,,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.000,0.0,0.0,0.0,0.0,,
35,Damon Jones*,26,,0.0,0,0,,0.00,1,0,0,0,0,0,0.1,1,0,0,0,2,0,0,0,0,0,4,,21.17,9.000,27.0,0.0,54.0,0.0,0.00,
,Team Totals,,,19.1,82,80,.506,4.39,162,162,157,5,4,36,1418.2,1321,745,692,200,509,37,1480,75,5,49,6055,96,4.15,1.290,8.4,1.3,3.2,9.4,2.91,
