Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Nick Castellanos,29,RF,3.4,138,585,531,95,164,38,1,34,100,3,1,41,121,0.309,0.362,0.576,0.939,138,0.398,140,306,16,7,0,6,5,*9/DH,"AS,MVP-12,SS"
Joey Votto*,37,1B,3.7,129,533,448,73,119,23,1,36,99,1,0,77,127,0.266,0.375,0.563,0.938,139,0.397,139,252,7,4,0,4,6,*3/DH,MVP-16
Eugenio Suárez,29,3B,-0.5,145,574,505,71,100,23,0,31,79,0,1,56,171,0.198,0.286,0.428,0.713,82,0.31,78,216,14,8,0,5,0,56H,0
Jesse Winker*,27,LF,2.9,110,485,423,77,129,32,1,24,71,1,0,53,75,0.305,0.394,0.556,0.949,143,0.41,148,235,14,9,0,0,1,7/9DH8,AS
Tyler Naquin*,30,CF,0.9,127,454,411,52,111,24,2,19,70,5,3,35,106,0.27,0.333,0.477,0.809,107,0.354,109,196,9,5,0,3,1,*879H,0
Jonathan India,24,2B,4.1,150,631,532,98,143,34,2,21,69,12,3,71,141,0.269,0.376,0.459,0.835,116,0.377,123,244,13,23,1,4,1,*4/H,ROY-1
Kyle Farmer,30,SS,1.3,147,529,483,60,127,22,2,16,63,2,3,22,97,0.263,0.316,0.416,0.732,88,0.32,85,201,16,18,1,5,1,*65/4H37,0
Tucker Barnhart*,30,C,0.3,116,388,348,41,86,21,0,7,48,0,0,29,100,0.247,0.317,0.368,0.685,77,0.304,73,128,8,8,0,3,1,2H/3,0
Tyler Stephenson,24,UT,2.0,132,402,350,56,100,21,0,10,45,0,0,41,75,0.286,0.366,0.431,0.797,106,0.355,109,151,11,6,0,5,1,2H3/7,ROY-6
Aristides Aquino,27,OF,-0.3,84,204,174,25,33,6,1,10,23,2,2,27,75,0.19,0.299,0.408,0.707,81,0.306,76,71,0,1,0,2,2,7H98,0
Mike Moustakas*,32,3B,-0.9,62,206,183,21,38,12,0,6,22,0,0,18,46,0.208,0.282,0.372,0.653,68,0.284,59,68,6,2,0,3,0,5H3/4,0
Max Schrock*,26,LF,-0.1,53,134,125,19,36,7,2,3,14,1,1,8,24,0.288,0.328,0.448,0.776,99,0.349,106,56,0,0,0,1,1,7H/54319,0
Shogo Akiyama*,33,CF,-1.0,88,183,162,16,33,8,0,0,12,2,3,14,40,0.204,0.282,0.253,0.535,41,0.248,36,41,1,4,1,1,1,8H/79,0
Nick Senzel,26,CF,-0.4,36,124,111,18,28,4,0,1,8,2,5,12,16,0.252,0.323,0.315,0.638,67,0.279,67,35,3,0,0,1,0,8/4H5,0
Delino DeShields,28,OF,0.2,25,58,47,4,12,5,0,1,6,2,1,9,11,0.255,0.375,0.426,0.801,108,0.353,109,20,0,0,2,0,0,8/H7D,0
Alex Blandino,28,UT,-0.2,43,82,70,9,14,4,0,0,5,1,0,8,28,0.2,0.317,0.257,0.574,52,0.286,59,18,0,4,0,0,0,3H/54176,0
Mike Freeman*,33,UT,-0.4,37,65,59,6,11,0,0,0,3,1,1,5,20,0.186,0.262,0.186,0.448,20,0.202,2,11,1,1,0,0,1,H6/358417D,0
Jose Barrero,23,UT,0.1,21,56,50,4,10,4,1,0,3,1,0,3,17,0.2,0.286,0.32,0.606,57,0.29,60,16,2,3,0,0,0,/68H4,0
Scott Heineman,28,UT,-0.2,19,34,30,5,3,0,0,2,3,0,0,3,15,0.1,0.206,0.3,0.506,29,0.227,19,9,1,1,0,0,0,H/8379,0
Wade Miley*,34,P,0.3,28,59,54,9,10,3,0,0,3,0,0,3,13,0.185,0.228,0.241,0.469,22,0.211,4,13,0,0,2,0,0,1/H,0
Asdrúbal Cabrera#,35,CI,-0.5,20,31,26,0,2,0,0,0,2,0,0,3,7,0.077,0.194,0.077,0.27,-25,0.178,-16,2,2,1,0,1,0,H/35,0
TJ Friedl*,25,OF,-0.1,14,36,31,9,9,1,0,1,2,0,0,4,2,0.29,0.361,0.419,0.78,102,0.34,98,13,0,0,0,1,0,/87H,0
