Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Juan Soto*,22,RF,7.1,151,654,502,111,157,20,2,29,95,9,7,145,93,0.313,0.465,0.534,0.999,175,0.424,177,268,23,2,0,5,23,*9/HD,"AS,MVP-2,SS"
Josh Bell#,28,1B,3.1,144,568,498,75,130,24,1,27,88,0,0,65,101,0.261,0.347,0.476,0.823,124,0.37,134,237,22,2,0,3,2,*3H/7D9,0
Kyle Schwarber*,28,LF,1.8,72,303,265,42,67,9,0,25,53,1,1,31,88,0.253,0.34,0.57,0.91,145,0.394,152,151,4,5,0,2,1,7,AS
Trea Turner,28,SS,4.0,96,420,388,66,125,17,3,18,49,21,3,26,77,0.322,0.369,0.521,0.89,142,0.39,142,202,13,4,0,2,0,6,"AS,MVP-5"
Ryan Zimmerman,36,1B,1.2,110,273,255,27,62,16,0,14,46,0,0,16,77,0.243,0.286,0.471,0.756,104,0.33,106,120,9,0,0,2,0,H3/D,0
Josh Harrison,33,2B,2.6,90,359,320,39,94,23,2,6,38,5,2,25,50,0.294,0.366,0.434,0.8,120,0.36,127,139,4,12,0,1,0,475/8H9,0
Starlin Castro,31,3B,1.1,87,346,315,25,89,20,0,3,38,0,1,26,62,0.283,0.333,0.375,0.708,95,0.318,99,118,6,0,0,4,1,5/H6,0
Yan Gomes,33,C,2.1,63,235,218,30,59,11,1,9,35,0,0,13,47,0.271,0.323,0.454,0.778,112,0.337,111,99,12,4,0,0,3,2/H,0
Yadiel Hernández*,33,LF,0.1,112,289,264,33,72,8,1,9,32,3,0,22,59,0.273,0.329,0.413,0.742,103,0.341,112,109,11,1,0,2,1,H79,0
Alcides Escobar,34,SS,1.6,75,349,319,53,92,21,2,4,28,3,0,17,56,0.288,0.34,0.404,0.744,105,0.33,104,129,2,9,2,2,0,64,0
Lane Thomas,25,CF,1.3,45,206,178,33,48,14,2,7,27,4,2,27,46,0.27,0.364,0.489,0.853,133,0.379,141,87,5,0,0,1,0,8/7H4,0
Andrew Stevenson*,27,OF,0.1,109,213,192,22,44,6,0,5,23,1,1,13,61,0.229,0.294,0.339,0.632,74,0.282,72,65,3,5,2,1,2,H879,0
Luis García Jr.*,21,2B,0.4,70,247,236,29,57,18,2,6,22,0,2,11,43,0.242,0.275,0.411,0.686,86,0.295,84,97,8,0,0,0,1,4/6H,0
Carter Kieboom,23,3B,-1.0,62,249,217,26,45,6,0,6,20,0,0,25,62,0.207,0.301,0.318,0.619,72,0.28,70,69,9,5,0,2,2,5/H,0
Víctor Robles,24,CF,-0.2,107,369,315,37,64,21,1,2,19,8,6,33,85,0.203,0.31,0.295,0.605,69,0.276,69,93,7,16,4,1,3,8/H,0
Keibert Ruiz#,22,C,0.5,23,89,81,9,23,3,0,2,14,0,0,6,4,0.284,0.348,0.395,0.743,105,0.338,111,32,3,2,0,0,0,2/H,0
Riley Adams,25,C,0.9,35,90,71,11,19,6,1,2,10,0,0,13,28,0.268,0.422,0.465,0.887,145,0.403,157,33,1,6,0,0,0,2H,0
Gerardo Parra*,34,OF,-0.5,53,107,97,13,23,5,0,2,10,1,1,6,30,0.237,0.292,0.351,0.643,77,0.291,79,34,3,2,1,1,0,H7/89,0
Tres Barrera,26,C,0.5,30,107,91,8,24,3,1,2,10,0,0,12,22,0.264,0.374,0.385,0.758,111,0.345,117,35,3,4,0,0,2,2/H,0
Jordy Mercer,34,IF,0.2,46,127,118,13,30,7,0,2,9,0,0,9,34,0.254,0.307,0.364,0.671,85,0.303,87,43,1,0,0,0,0,45H/637D,0
Alex Avila*,34,C,0.7,34,111,89,5,17,9,1,1,9,0,0,19,37,0.191,0.345,0.348,0.694,93,0.312,93,31,4,2,1,0,1,2/H4,0
Joe Ross,28,P,0.5,21,39,32,1,8,0,0,0,3,0,0,1,14,0.25,0.294,0.25,0.544,53,0.28,66,8,0,1,5,0,0,1/H,0
Jon Lester*,37,P,0.1,16,29,28,3,5,0,0,1,3,0,0,0,13,0.179,0.179,0.286,0.464,25,0.2,11,8,0,0,1,0,0,1/H,0
Jonathan Lucroy,35,C,0.0,5,14,14,0,5,1,0,0,2,0,0,0,2,0.357,0.357,0.429,0.786,116,0.339,112,6,0,0,0,0,0,/2H,0
Humberto Arteaga,27,SS,-0.1,1,4,3,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-128,0,0,0,0,1,0,/6,0
Erick Fedde,28,P,-0.4,28,43,36,0,0,0,0,0,1,0,0,1,14,0.0,0.026,0.0,0.026,-92,0.018,-143,0,0,0,5,1,0,1,0
Adrián Sanchez,30,IF,0.1,16,38,35,5,9,2,0,0,1,0,0,3,4,0.257,0.316,0.314,0.63,75,0.272,64,11,2,0,0,0,1,/4H59,0
René Rivera,37,C,0.0,4,15,14,2,3,0,0,0,0,0,0,0,5,0.214,0.267,0.214,0.481,36,0.228,34,3,2,1,0,0,0,/2,0
