Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
Cody Wilson,24,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/H,0
Jakson Reetz,25,C,0.1,2,2,2,1,1,1,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,300,0.622,317,2,0,0,0,0,0,/2H,0
Hernán Pérez,30,UT,-0.4,10,21,19,1,1,0,0,0,0,0,0,2,10,0.053,0.143,0.053,0.195,-42,0.109,-50,1,0,0,0,0,0,/4H1379,0
Patrick Corbin*,31,P,0.1,28,63,53,1,7,0,0,0,0,0,0,3,24,0.132,0.179,0.132,0.311,-12,0.146,-40,7,0,0,7,0,0,1,0
Max Scherzer,36,P,-0.4,17,37,35,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,-100,0.0,-141,0,1,0,2,0,0,1,"AS,CYA-3,MVP-14"
Paolo Espino,34,P,0.1,32,33,30,2,5,0,0,0,0,0,0,0,15,0.167,0.167,0.167,0.333,-7,0.177,-13,5,0,0,3,0,0,1,0
Josiah Gray,23,P,-0.1,12,21,19,0,1,0,0,0,0,0,0,1,9,0.053,0.1,0.053,0.153,-56,0.08,-80,1,0,0,1,0,0,1,0
Josh Rogers*,26,P,-0.1,6,14,12,0,0,0,0,0,0,0,0,1,4,0.0,0.077,0.0,0.077,-76,0.054,-105,0,0,0,1,0,0,/1,0
Stephen Strasburg,32,P,0.1,5,7,5,0,1,1,0,0,0,0,0,1,2,0.2,0.333,0.4,0.733,102,0.323,101,2,0,0,1,0,0,/1,0
Sean Nolin*,31,P,-0.1,10,6,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-171,0,0,0,1,0,0,1,0
Austin Voth,29,P,0.1,47,3,2,1,1,0,0,0,0,0,0,0,1,0.5,0.667,0.5,1.167,230,0.509,234,1,0,1,0,0,0,1,0
Jefry Rodríguez,27,P,0.0,14,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,1,0
Joan Adon,22,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,/1,0
Sam Clay*,28,P,0.0,54,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,1,0
Ryne Harper,32,P,0.0,32,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-342,0,0,0,1,0,0,1,0
Patrick Murphy,26,P,0.0,17,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0
Kyle McGowin,29,P,0.0,26,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0
Wander Suero,29,P,0.0,43,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0
Javy Guerra,35,P,0.0,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/1,0
Will Harris,36,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Luis Avilán*,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Alberto Baldonado*,28,P,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Mason Thompson,23,P,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Kyle Finnegan,29,P,0.0,63,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Brad Hand*,31,P,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Daniel Hudson,34,P,0.0,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Gabe Klobosits*,26,P,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Kyle Lobstein*,31,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Andrés Machado,28,P,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
Jhon Romero,26,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Justin Miller,34,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0
Tanner Rainey,28,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0
