Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Shohei Ohtani,26,SP,4.1,9,2,.818,3.18,23,23,0,0,0,0,130.1,98,48,46,15,44,2,156,10,2,10,533,141,3.52,1.090,6.8,1.0,3.0,10.8,3.55,"AS,MVP-1,SS"
2,José Suarez*,23,SP,1.8,8,8,.500,3.75,23,14,2,1,0,0,98.1,85,45,41,11,36,1,85,4,1,4,413,119,4.12,1.231,7.8,1.0,3.3,7.8,2.36,
3,Andrew Heaney*,30,SP,0.8,6,7,.462,5.27,18,18,0,0,0,0,94.0,92,56,55,16,31,0,113,3,0,3,401,85,4.06,1.309,8.8,1.5,3.0,10.8,3.65,
4,Alex Cobb,33,SP,1.6,8,3,.727,3.76,18,18,0,0,0,0,93.1,85,46,39,5,33,0,98,3,0,4,393,119,2.92,1.264,8.2,0.5,3.2,9.5,2.97,
5,Dylan Bundy,28,SP,-0.3,2,9,.182,6.06,23,19,1,0,0,0,90.2,89,64,61,20,34,0,84,6,0,1,397,74,5.51,1.357,8.8,2.0,3.4,8.3,2.47,
6,Patrick Sandoval*,24,SP,2.0,3,6,.333,3.62,17,14,2,0,0,1,87.0,69,38,35,11,36,0,94,4,0,3,363,124,4.03,1.207,7.1,1.1,3.7,9.7,2.61,
7,Raisel Iglesias,31,CL,2.8,7,5,.583,2.57,65,0,59,0,0,34,70.0,53,25,20,11,12,0,103,1,1,2,273,174,2.83,0.929,6.8,1.4,1.5,13.2,8.58,CYA-11
8,Mike Mayers,29,RP,1.5,5,5,.500,3.84,72,2,9,0,0,2,75.0,71,32,32,11,26,0,90,3,0,0,315,117,3.84,1.293,8.5,1.3,3.1,10.8,3.46,
9,Steve Cishek,35,RP,1.2,0,2,.000,3.42,74,0,9,0,0,0,68.1,61,32,26,2,41,5,64,6,2,4,308,131,3.74,1.493,8.0,0.3,5.4,8.4,1.56,
10,Junior Guerra,36,RP,-0.4,5,2,.714,6.06,41,1,14,0,0,0,65.1,67,45,44,6,46,1,61,3,2,9,307,74,4.75,1.730,9.2,0.8,6.3,8.4,1.33,
11,Álex Claudio*,29,RP,-0.1,1,2,.333,5.51,41,0,11,0,0,1,32.2,37,22,20,6,15,1,30,0,0,1,148,82,5.10,1.592,10.2,1.7,4.1,8.3,2.00,
12,Griffin Canning,25,,0.1,5,4,.556,5.60,14,13,0,0,0,0,62.2,65,41,39,14,28,0,62,1,0,3,277,80,5.48,1.484,9.3,2.0,4.0,8.9,2.21,
13,Jaime Barria,24,,0.9,2,4,.333,4.61,13,11,0,0,0,0,56.2,70,29,29,8,19,0,35,2,0,0,250,97,4.88,1.571,11.1,1.3,3.0,5.6,1.84,
14,Jose Quintana*,32,,-0.9,0,3,.000,6.75,24,10,5,0,0,0,53.1,66,45,40,9,29,0,73,1,0,5,254,66,4.31,1.781,11.1,1.5,4.9,12.3,2.52,
15,Tony Watson*,36,,0.1,3,3,.500,4.64,36,0,4,0,0,0,33.0,25,18,17,3,14,1,25,0,0,0,135,97,4.11,1.182,6.8,0.8,3.8,6.8,1.79,
