Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Connor Wong,27,C,2.2,126,403,371,55,87,25,2,9,36,8,2,22,134,.235,.288,.385,.673,80,.299,78,143,4,6,3,1,0,*2H/4D,
2,Triston Casas*,23,1B,2.2,132,502,429,66,113,21,2,24,65,0,0,70,126,.263,.367,.490,.856,129,.369,130,210,7,1,0,2,2,*3H/D,ROY-3
3,Christian Arroyo,28,2B,-0.2,66,206,195,23,47,16,0,3,24,1,3,7,45,.241,.268,.369,.638,70,.266,61,72,8,1,1,2,0,4/H56,
4,Kiké Hernández,31,SS,-0.6,86,323,297,38,66,11,0,6,31,3,1,22,68,.222,.279,.320,.599,62,.268,57,95,11,2,0,2,0,648/H,
5,Rafael Devers*,26,3B,3.5,153,656,580,90,157,34,0,33,100,5,1,62,126,.271,.351,.500,.851,126,.365,126,290,15,11,0,3,10,*5/DH6,"MVP-18,SS"
6,Masataka Yoshida*,29,LF,1.4,140,580,537,71,155,33,3,15,72,8,0,34,81,.289,.338,.445,.783,109,.348,112,239,20,7,0,2,0,7D/H,ROY-6
7,Jarren Duran*,26,CF,2.1,102,362,332,46,98,34,2,8,40,24,2,24,90,.295,.346,.482,.828,121,.366,119,160,3,3,0,2,1,87H/9D,
8,Alex Verdugo*,27,RF,2.6,142,602,546,81,144,37,5,13,54,5,3,45,93,.264,.324,.421,.745,100,.324,98,230,11,6,0,5,1,*9/H,
9,Justin Turner,38,DH,2.1,146,626,558,86,154,31,0,23,96,4,1,51,110,.276,.345,.455,.800,114,.350,116,254,10,11,0,6,0,D34/5H,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Adam Duvall,34,OF,1.6,92,353,320,45,79,24,2,21,58,4,0,22,110,.247,.303,.531,.834,119,.349,114,170,0,6,0,5,1,89/H7D,
11,Rob Refsnyder,32,LF,0.4,89,243,202,31,50,9,1,1,28,7,2,33,47,.248,.365,.317,.682,87,.327,98,64,8,5,1,1,0,7H8/D9,
12,Reese McGuire*,28,C,-0.3,72,206,187,15,50,12,1,1,16,2,1,11,53,.267,.310,.358,.668,80,.295,76,67,2,1,2,1,0,2H/D,
13,Pablo Reyes,29,MI,0.4,64,185,167,27,48,9,0,2,20,7,2,14,21,.287,.339,.377,.716,94,.329,99,63,3,0,2,2,0,64H/513D,
14,Trevor Story,30,SS,0.8,43,168,158,12,32,9,0,3,14,10,3,9,55,.203,.250,.316,.566,52,.272,58,50,2,1,0,0,0,6/DH4,
