Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Mike Minor*,33,SP,1.0,8,12,.400,5.05,28,28,0,0,0,0,158.2,156,92,89,26,41,0,149,5,0,4,669,90,4.29,1.242,8.8,1.5,2.3,8.5,3.63,
2,Brad Keller,25,SP,-0.4,8,12,.400,5.39,26,26,0,0,0,0,133.2,158,89,80,18,64,1,120,7,0,5,613,85,4.72,1.661,10.6,1.2,4.3,8.1,1.88,
3,Kris Bubic*,23,SP,1.3,6,7,.462,4.43,29,20,3,0,0,0,130.0,121,67,64,22,59,0,114,7,1,0,556,103,5.14,1.385,8.4,1.5,4.1,7.9,1.93,
4,Brady Singer,24,SP,0.0,5,10,.333,4.91,27,27,0,1,0,0,128.1,146,81,70,14,53,1,131,11,1,3,586,93,4.04,1.551,10.2,1.0,3.7,9.2,2.47,
5,Daniel Lynch IV*,24,SP,-0.2,4,6,.400,5.69,15,15,0,0,0,0,68.0,80,46,43,9,31,0,55,4,1,4,311,80,4.82,1.632,10.6,1.2,4.1,7.3,1.77,
6,Danny Duffy*,32,SP,2.0,4,3,.571,2.51,13,12,0,0,0,0,61.0,52,19,17,6,22,1,65,0,0,3,252,182,3.40,1.213,7.7,0.9,3.2,9.6,2.95,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
7,Scott Barlow,28,CL,2.8,5,3,.625,2.42,71,0,28,0,0,16,74.1,61,20,20,4,28,2,91,2,0,4,306,188,2.63,1.197,7.4,0.5,3.4,11.0,3.25,
8,Josh Staumont,27,RP,1.5,4,3,.571,2.88,64,0,19,0,0,5,65.2,43,24,21,6,27,1,72,2,0,4,264,159,3.49,1.066,5.9,0.8,3.7,9.9,2.67,
9,Jake Brentz*,26,RP,0.4,5,2,.714,3.66,72,0,10,0,0,2,64.0,45,32,26,7,37,1,76,6,2,8,278,125,4.23,1.281,6.3,1.0,5.2,10.7,2.05,
10,Greg Holland,35,RP,0.0,3,5,.375,4.85,57,0,24,0,0,8,55.2,49,32,30,9,26,2,53,1,1,6,243,94,4.82,1.347,7.9,1.5,4.2,8.6,2.04,
11,Kyle Zimmer,29,RP,-0.1,4,1,.800,4.83,52,2,9,0,0,2,54.0,46,32,29,7,30,1,46,0,0,9,223,95,4.82,1.407,7.7,1.2,5.0,7.7,1.53,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Carlos Hernández,24,,1.7,6,2,.750,3.68,24,11,1,0,0,0,85.2,69,36,35,7,41,1,74,4,1,6,358,124,4.08,1.284,7.2,0.7,4.3,7.8,1.80,
13,Ervin Santana,38,,0.5,2,2,.500,4.68,38,2,19,0,0,0,65.1,65,35,34,9,22,1,52,2,2,7,277,97,4.47,1.332,9.0,1.2,3.0,7.2,2.36,
14,Wade Davis,35,,-0.6,0,3,.000,6.75,40,0,25,0,0,2,42.2,44,33,32,8,19,0,38,2,0,4,190,68,5.30,1.477,9.3,1.7,4.0,8.0,2.00,
15,Jakob Junis,28,,0.1,2,4,.333,5.26,16,6,1,0,0,0,39.1,43,24,23,7,12,0,41,0,0,2,168,87,4.31,1.398,9.8,1.6,2.7,9.4,3.42,
16,Domingo Tapia,29,,1.0,4,1,.800,2.84,32,0,0,0,0,0,31.2,21,10,10,1,14,2,25,0,0,2,124,162,3.33,1.105,6.0,0.3,4.0,7.1,1.79,
17,Jackson Kowar,24,,-1.5,0,6,.000,11.27,9,8,1,0,0,0,30.1,43,38,38,7,20,0,29,2,0,8,154,41,6.43,2.077,12.8,2.1,5.9,8.6,1.45,
18,Tyler Zuber,26,,-0.3,0,3,.000,6.26,31,0,6,0,0,0,27.1,26,20,19,6,17,1,25,1,0,2,123,74,6.17,1.573,8.6,2.0,5.6,8.2,1.47,
19,Richard Lovelady*,25,,0.5,2,0,1.000,3.48,20,0,2,0,0,1,20.2,16,9,8,3,6,1,23,1,0,1,84,133,3.85,1.065,7.0,1.3,2.6,10.0,3.83,
20,Joel Payamps,27,,0.0,1,1,.500,4.43,15,1,1,0,0,0,20.1,23,12,10,3,3,0,16,0,0,1,86,104,3.96,1.279,10.2,1.3,1.3,7.1,5.33,
21,Jonathan Heasley,24,,0.1,1,1,.500,4.91,3,3,0,0,0,0,14.2,15,8,8,3,3,0,6,2,0,0,59,95,6.03,1.227,9.2,1.8,1.8,3.7,2.00,
22,Gabe Speier*,26,,0.1,0,0,,1.17,7,0,1,0,0,0,7.2,10,3,1,0,0,0,5,1,0,0,33,404,2.26,1.304,11.7,0.0,0.0,5.9,,
23,Anthony Swarzak,35,,-0.2,0,0,,9.39,7,0,5,0,0,0,7.2,13,8,8,3,0,0,5,1,0,0,35,50,7.34,1.696,15.3,3.5,0.0,5.9,,
24,Dylan Coleman,24,,0.2,0,0,,1.42,5,0,1,0,0,0,6.1,5,1,1,0,1,0,7,0,0,1,25,337,1.43,0.947,7.1,0.0,1.4,9.9,7.00,
25,Ronald Bolaños,24,,0.2,0,0,,1.42,3,0,0,0,0,0,6.1,4,1,1,0,2,0,10,0,0,0,25,337,0.96,0.947,5.7,0.0,2.8,14.2,5.00,
26,Ángel Zerpa*,21,,0.1,0,1,.000,0.00,1,1,0,0,0,0,5.0,3,2,0,0,1,0,4,0,0,0,20,,2.17,0.800,5.4,0.0,1.8,7.2,4.00,
27,Scott Blewett,25,,0.1,0,0,,1.80,3,0,2,0,0,0,5.0,3,1,1,0,5,0,4,0,0,0,21,269,4.57,1.600,5.4,0.0,9.0,7.2,0.80,
28,Jake Newberry,26,,-0.4,0,0,,16.62,4,0,1,0,0,0,4.1,10,8,8,2,3,0,5,0,0,1,24,29,8.94,3.000,20.8,4.2,6.2,10.4,1.67,
29,Jesse Hahn,31,,-0.4,0,0,,13.50,5,0,1,0,0,1,3.1,5,5,5,2,4,0,3,1,0,1,19,37,13.67,2.700,13.5,5.4,10.8,8.1,0.75,
30,Hanser Alberto,28,,0.0,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,,3.17,0.000,0.0,0.0,0.0,0.0,,
,Team Totals,,,9.6,74,88,.457,4.64,162,162,161,1,0,37,1417.1,1375,788,731,189,591,16,1344,62,9,86,6127,99,4.39,1.387,8.7,1.2,3.8,8.5,2.27,
