Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Jerad Eickhoff,25,SP,3.5,11,14,.440,3.65,33,33,0,0,0,0,197.1,187,88,80,30,42,2,167,8,2,6,811,115,4.19,1.160,8.5,1.4,1.9,7.6,3.98,
2,Jeremy Hellickson,29,SP,2.9,12,10,.545,3.71,32,32,0,1,1,0,189.0,173,86,78,24,45,0,154,6,1,6,772,113,3.98,1.153,8.2,1.1,2.1,7.3,3.42,
3,Vince Velasquez,24,SP,1.7,8,6,.571,4.12,24,24,0,1,1,0,131.0,129,64,60,21,45,1,152,1,0,3,551,101,3.96,1.328,8.9,1.4,3.1,10.4,3.38,
4,Adam Morgan*,26,SP,-1.0,2,11,.154,6.04,23,21,1,0,0,0,113.1,141,81,76,23,29,3,95,4,0,2,507,69,4.98,1.500,11.2,1.8,2.3,7.5,3.28,
5,Aaron Nola,23,SP,0.0,6,9,.400,4.78,20,20,0,0,0,0,111.0,116,68,59,10,29,3,121,6,0,2,483,87,3.08,1.306,9.4,0.8,2.4,9.8,4.17,
6,Zach Eflin,22,SP,-0.2,3,5,.375,5.54,11,11,0,2,1,0,63.1,67,42,39,12,17,1,31,1,0,1,272,76,5.48,1.326,9.5,1.7,2.4,4.4,1.82,
7,Jeanmar Gómez,28,CL,-0.2,3,5,.375,4.85,70,0,59,0,0,37,68.2,78,38,37,6,22,2,47,2,0,3,297,86,3.96,1.456,10.2,0.8,2.9,6.2,2.14,
8,Héctor Neris,27,RP,2.1,4,4,.500,2.58,79,0,13,0,0,2,80.1,59,26,23,9,30,3,102,3,1,4,328,163,3.30,1.108,6.6,1.0,3.4,11.4,3.40,
9,David Hernández,31,RP,0.9,3,4,.429,3.84,70,0,16,0,0,1,72.2,77,31,31,11,32,5,80,2,0,6,322,109,4.32,1.500,9.5,1.4,4.0,9.9,2.50,
10,Edubray Ramos,23,RP,0.4,1,3,.250,3.83,42,0,6,0,0,0,40.0,36,18,17,5,11,1,40,0,1,1,160,110,3.60,1.175,8.1,1.1,2.5,9.0,3.64,
11,Andrew Bailey,32,RP,-0.5,3,1,.750,6.40,33,0,4,0,0,0,32.1,32,23,23,6,15,0,33,1,1,2,144,66,5.00,1.454,8.9,1.7,4.2,9.2,2.20,
12,Jake Thompson,22,,-0.1,3,6,.333,5.70,10,10,0,0,0,0,53.2,53,34,34,10,28,1,32,4,0,4,237,74,6.16,1.509,8.9,1.7,4.7,5.4,1.14,
13,Brett Oberholtzer*,26,,0.1,2,2,.500,4.83,26,0,10,0,0,1,50.1,58,28,27,11,20,0,38,0,0,1,226,87,5.67,1.550,10.4,2.0,3.6,6.8,1.90,
14,Severino González,23,,-0.2,1,2,.333,5.60,27,0,12,0,0,0,35.1,40,22,22,4,7,1,34,1,1,0,151,75,3.37,1.330,10.2,1.0,1.8,8.7,4.86,
15,Colton Murray,26,,-0.4,1,1,.500,6.25,24,0,4,0,0,0,31.2,34,22,22,6,13,1,31,2,0,5,142,67,5.07,1.484,9.7,1.7,3.7,8.8,2.38,
16,Alec Asher,24,,0.6,2,1,.667,2.28,5,5,0,0,0,0,27.2,22,11,7,1,4,0,13,2,0,0,111,186,3.33,0.940,7.2,0.3,1.3,4.2,3.25,
17,Elvis Araújo*,24,,-0.7,2,1,.667,5.60,32,0,9,0,0,0,27.1,35,22,17,4,17,2,29,2,1,0,134,76,5.01,1.902,11.5,1.3,5.6,9.5,1.71,
18,Michael Mariot,27,,-0.3,1,0,1.000,5.82,25,0,4,0,0,2,21.2,18,14,14,5,14,1,23,0,0,2,95,73,5.96,1.477,7.5,2.1,5.8,9.6,1.64,
19,Charlie Morton,32,,0.3,1,1,.500,4.15,4,4,0,0,0,0,17.1,15,8,8,1,8,0,19,0,1,1,71,103,3.09,1.327,7.8,0.5,4.2,9.9,2.38,
20,Luis García,29,,-0.3,1,1,.500,6.46,17,0,7,0,0,0,15.1,21,11,11,2,8,1,14,1,0,2,76,66,4.78,1.891,12.3,1.2,4.7,8.2,1.75,
21,Frank Herrmann,32,,-0.7,1,2,.333,8.40,14,0,4,0,0,0,15.0,20,16,14,7,5,0,14,1,0,3,69,51,8.55,1.667,12.0,4.2,3.0,8.4,2.80,
22,Dalier Hinojosa,30,,0.2,0,1,.000,3.27,10,0,4,0,0,0,11.0,10,4,4,1,3,0,8,0,0,0,44,132,3.69,1.182,8.2,0.8,2.5,6.5,2.67,
23,Phil Klein,27,,-0.3,0,0,,8.44,4,2,0,0,0,0,10.2,15,10,10,0,7,1,7,1,0,0,51,51,4.08,2.063,12.7,0.0,5.9,5.9,1.00,
24,Joely Rodríguez*,24,,0.3,0,0,,2.79,12,0,1,0,0,0,9.2,8,3,3,0,4,1,7,1,0,0,39,155,3.25,1.241,7.4,0.0,3.7,6.5,1.75,
25,Daniel Stumpf*,25,,-0.4,0,0,,10.80,7,0,3,0,0,0,5.0,9,6,6,1,2,0,2,0,0,1,25,41,6.15,2.200,16.2,1.8,3.6,3.6,1.00,
26,James Russell*,30,,-0.6,0,0,,18.69,7,0,1,0,0,0,4.1,9,9,9,2,5,0,4,0,0,0,27,24,10.76,3.231,18.7,4.2,10.4,8.3,0.80,
27,Patrick Schuster*,25,,-0.8,0,1,.000,45.00,6,0,0,0,0,0,2.0,6,11,10,1,4,0,2,2,0,2,19,11,16.65,5.000,27.0,4.5,18.0,9.0,0.50,
