Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Curt Casali,27,C,0.9,84,256,226,23,42,10,0,8,25,0,0,25,82,.186,.273,.336,.609,68,.279,70,76,2,2,3,0,1,2/DH,
2,Logan Morrison*,28,1B,0.4,107,398,353,45,84,18,1,14,43,4,2,37,89,.238,.319,.414,.733,101,.319,99,146,4,6,0,2,1,3D/H,
3,Logan Forsythe,29,2B,3.5,127,567,511,76,135,24,4,20,52,6,6,46,127,.264,.333,.444,.778,113,.340,117,227,8,8,0,2,0,*4/DH,
4,Brad Miller*,26,SS,0.9,152,601,548,73,133,29,6,30,81,6,4,47,149,.243,.304,.482,.786,113,.335,111,264,5,3,0,3,0,63/HD7,
5,Evan Longoria,30,3B,4.4,160,685,633,81,173,41,4,36,98,0,3,42,144,.273,.318,.521,.840,127,.354,127,330,13,3,0,7,6,*5/D,MVP-19
6,Corey Dickerson*,27,LF,1.6,148,548,510,57,125,36,3,24,70,0,2,33,134,.245,.293,.469,.761,106,.322,102,239,12,2,0,2,6,7DH/9,
7,Kevin Kiermaier*,26,CF,5.5,105,414,366,55,90,20,2,12,37,21,3,40,74,.246,.331,.410,.741,104,.340,108,150,5,7,0,1,1,8/H,GG
8,Steven Souza Jr.,27,RF,0.8,120,468,430,58,106,17,1,17,49,7,6,31,159,.247,.303,.409,.713,95,.308,93,176,5,5,0,2,0,*9/D8H,
9,Steve Pearce,33,DH,2.2,60,232,204,26,63,11,1,10,29,0,3,26,40,.309,.388,.520,.908,148,.390,156,106,4,1,0,1,2,34D/H5,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Brandon Guyer,30,OF,0.8,63,249,212,27,51,12,1,7,18,2,1,12,42,.241,.347,.406,.752,108,.341,116,86,3,23,1,1,1,789D/H,
11,Desmond Jennings,29,OF,0.9,65,225,200,22,40,7,1,7,20,2,0,21,58,.200,.281,.350,.631,74,.286,73,70,4,2,1,1,0,78/HD,
12,Tim Beckham,26,MI,0.6,64,215,198,25,49,12,5,5,16,2,1,14,67,.247,.300,.434,.735,100,.324,103,86,3,1,2,0,0,64H/53D,
13,Mikie Mahtook,26,OF,-1.1,65,196,185,16,36,9,0,3,11,0,1,7,68,.195,.231,.292,.523,44,.224,31,54,2,2,1,1,0,789/HD,
14,Nick Franklin#,25,UT,0.2,60,191,174,18,47,10,1,6,26,6,1,12,42,.270,.328,.443,.771,111,.335,108,77,1,3,2,0,1,7H/34D96,
15,Hank Conger#,28,C,-0.5,49,137,124,6,24,5,0,3,10,0,0,12,40,.194,.265,.306,.571,58,.261,57,38,4,0,1,0,0,2/H,
16,Luke Maile,25,C,0.3,42,126,119,10,27,7,0,3,15,0,0,4,36,.227,.252,.361,.613,67,.258,53,43,2,0,3,0,1,2/3DH,
17,Bobby Wilson,33,C,0.0,28,95,87,14,20,2,0,4,9,0,0,5,28,.230,.272,.391,.663,81,.285,73,34,3,0,3,0,0,2,
18,Taylor Motter,26,UT,0.2,33,93,80,11,15,3,0,2,9,0,1,11,19,.188,.290,.300,.590,64,.260,60,24,1,1,0,1,0,/67H49513D,
19,Matt Duffy,25,SS,-0.1,21,80,76,9,21,3,0,1,7,0,1,3,13,.276,.300,.355,.655,81,.278,74,27,4,0,0,1,0,6/5DH,
20,Alexei Ramírez,34,SS,-0.1,17,62,57,5,14,3,0,1,7,2,0,4,7,.246,.295,.351,.646,78,.304,83,20,1,0,1,0,0,6/4,
21,Oswaldo Arcia*,25,OF,-0.1,21,61,54,7,14,2,1,2,7,1,1,6,19,.259,.328,.444,.772,111,.322,105,24,0,0,0,1,0,9/H7D,
22,Jaff Decker*,26,OF,-0.7,19,57,52,1,8,1,0,0,1,1,0,4,14,.154,.211,.173,.384,9,.198,8,9,1,0,0,1,0,9/H78D,
23,Richie Shaffer,25,UT,0.1,20,54,48,5,12,6,0,1,4,0,1,5,18,.250,.315,.438,.752,105,.328,113,21,0,0,0,1,0,3/D59H,
24,Juniel Querecuto#,23,IF,-0.1,4,11,11,1,1,0,1,0,2,0,0,0,6,.091,.091,.273,.364,-5,.141,-30,3,0,0,0,0,0,/456,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
25,Chris Archer,27,P,-0.1,3,8,7,1,0,0,0,0,0,0,0,1,3,.000,.125,.000,.125,-60,.087,-71,0,0,0,0,0,0,1,
26,Matt Moore*,27,P,0.0,3,7,7,0,2,0,0,0,0,0,0,0,2,.286,.286,.286,.571,60,.255,53,2,1,0,0,0,0,1,
27,Jake Odorizzi,26,P,0.0,2,4,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,40,.223,28,1,0,0,0,0,0,1,
28,Blake Snell*,23,P,0.0,1,3,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,6,.231,34,0,0,0,0,0,0,1,
29,Drew Smyly*,27,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-135,0,0,0,0,0,0,1,
30,Matt Andriese,26,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-125,0,0,0,0,0,0,1,
31,Erasmo Ramírez,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
32,Xavier Cedeño*,29,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
33,Enny Romero,25,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
34,Alex Colomé,27,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS
35,Dana Eveland*,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
36,Dylan Floro*,25,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
37,Kevin Jepsen,31,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
38,Tyler Sturdevant,30,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
39,Ryan Garton,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
,Team Totals,,,20.6,162,6046,5481,672,1333,288,32,216,647,60,37,449,1482,.243,.307,.426,.733,100,.319,100,2333,88,69,18,28,20,,
,Non-Pitcher Totals,,,20.6,,6021,5458,671,1330,288,32,216,646,60,37,447,1475,.244,.308,.427,.734,101,.320,100,2330,87,69,18,28,20,,
,Pitcher Totals,,,0.0,,25,23,1,3,0,0,0,1,0,0,2,7,.130,.200,.130,.330,-5,.162,-15,3,1,0,0,0,0,,
