Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Adley Rutschman#,25,C,4.3,154,687,588,84,163,31,1,20,80,1,2,92,101,.277,.374,.435,.809,128,.350,127,256,14,2,0,5,6,*2D/H,"AS,MVP-9,SS"
2,Ryan Mountcastle,26,1B,2.1,115,470,423,64,114,21,1,18,68,3,1,37,107,.270,.328,.452,.779,117,.335,116,191,13,3,0,7,1,3D/H,
3,Adam Frazier*,31,2B,1.7,141,455,412,59,99,21,2,13,60,11,4,32,68,.240,.300,.396,.696,94,.307,95,163,4,4,4,2,0,*4H/97D,
4,Jorge Mateo,28,SS,0.8,116,350,318,58,69,14,2,7,34,32,5,22,82,.217,.267,.340,.607,70,.282,67,108,8,1,5,3,0,*6H/8D,
5,Ramón Urías,29,3B,1.8,116,396,360,45,95,22,3,4,42,3,1,27,101,.264,.328,.375,.703,98,.313,100,135,10,8,0,1,0,543H/D,
6,Austin Hays,27,LF,2.5,144,566,520,76,143,36,2,16,67,5,1,38,141,.275,.325,.444,.769,114,.330,111,231,11,3,0,5,1,*7/89HD,AS
7,Cedric Mullins*,28,CF,2.8,116,455,404,51,94,23,3,15,74,19,3,43,101,.233,.305,.416,.721,101,.316,97,168,6,1,3,4,1,*8/HD,
8,Anthony Santander#,28,RF,3.0,153,656,591,81,152,41,1,28,95,5,1,55,152,.257,.325,.472,.797,121,.341,119,279,11,6,0,4,1,9D3/H7,
9,Ryan O'Hearn*,29,DH,1.2,112,368,346,48,100,22,1,14,60,5,1,15,82,.289,.322,.480,.801,122,.343,120,166,2,3,1,3,2,39HD/7,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,Gunnar Henderson*,22,IF,6.1,150,622,560,100,143,29,9,28,82,10,3,56,159,.255,.325,.489,.814,125,.349,125,274,10,3,0,3,1,56D/H,"MVP-8,ROY-1,SS"
11,Aaron Hicks#,33,OF,1.1,65,236,200,35,55,7,1,7,31,6,0,35,49,.275,.381,.425,.806,127,.357,127,85,3,0,0,1,1,897/DH,
12,Jordan Westburg,24,IF,1.2,68,228,208,26,54,17,2,3,23,4,1,16,56,.260,.311,.404,.715,100,.316,101,84,3,1,0,3,0,45H/D,
13,James McCann,33,C,0.5,69,226,207,25,46,14,0,6,26,3,1,9,57,.222,.269,.377,.646,79,.287,80,78,5,5,3,2,0,2/DH31,
14,Ryan McKenna,26,OF,0.5,88,139,122,23,31,7,0,2,18,5,0,9,40,.254,.316,.361,.677,91,.309,90,44,4,3,3,2,0,98H7/1D,
15,Colton Cowser*,23,OF,-0.7,26,77,61,15,7,2,0,0,4,1,0,13,22,.115,.286,.148,.433,28,.240,46,9,1,2,0,1,0,98/7H,
16,Terrin Vavra*,26,UT,-0.5,27,56,49,9,12,0,0,0,5,1,0,5,12,.245,.315,.245,.560,62,.280,72,12,5,0,2,0,0,9/7HD54,
17,Joey Ortiz,24,IF,0.0,15,34,33,4,7,1,0,0,4,0,0,0,9,.212,.206,.242,.448,26,.194,15,8,2,0,0,1,0,/456H,
18,Kyle Stowers*,25,OF,-0.3,14,33,30,1,2,0,0,0,0,0,0,3,12,.067,.152,.067,.218,-35,.117,-40,2,1,0,0,0,0,/97HD,
19,Heston Kjerstad*,24,OF,0.0,13,33,30,3,7,1,0,2,3,0,0,2,10,.233,.281,.467,.748,106,.315,101,14,0,0,0,0,0,/DH79,
20,Josh Lester*,28,CI,-0.2,11,23,22,0,4,0,0,0,4,0,0,1,7,.182,.217,.182,.399,15,.224,36,4,1,0,0,0,0,/3HD159,
21,Anthony Bemboom*,33,C,0.0,6,13,11,0,2,0,0,0,0,0,0,2,2,.182,.308,.182,.490,44,.244,50,2,0,0,0,0,0,/2,
22,Mark Kolozsvary,27,C,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,/2,
23,Cionel Pérez,27,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
24,Bryan Baker,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
25,DL Hall*,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
26,Logan Gillaspie,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
27,Kyle Gibson,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
28,Shintaro Fujinami,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
29,Danny Coulombe*,33,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
30,Yennier Cano,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,AS
31,Mike Baumann,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,1,
,Team Totals,,,28.0,162,6123,5495,807,1399,309,28,183,780,114,24,512,1370,.255,.321,.421,.742,107,.324,106,2313,114,45,21,47,14,,
