Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Cal Raleigh#,26,C,3.4,145,569,513,78,119,23,1,30,75,0,0,54,158,.232,.306,.456,.762,114,.331,116,234,6,1,0,1,1,*2HD,MVP-18
2,Ty France,28,1B,0.9,158,665,587,79,147,32,0,12,58,1,0,43,117,.250,.337,.366,.703,101,.318,107,215,25,34,0,1,0,*3/H,
3,Kolten Wong*,32,2B,-1.1,67,216,194,21,32,6,0,2,19,1,1,16,46,.165,.241,.227,.468,35,.213,33,44,0,4,0,2,0,4/H,
4,J.P. Crawford*,28,SS,5.2,145,638,534,94,142,35,0,19,65,2,0,94,125,.266,.380,.438,.818,133,.362,138,234,7,5,3,2,1,*6/H,MVP-16
5,Eugenio Suárez,31,3B,2.4,162,694,598,68,139,29,0,22,96,2,1,70,214,.232,.323,.391,.714,103,.315,105,234,10,15,0,11,0,*5/D,
6,Jarred Kelenic*,23,LF,2.1,105,416,372,44,94,25,2,11,49,13,5,41,132,.253,.327,.419,.746,111,.327,113,156,6,1,0,2,4,79/8HD,
7,Julio Rodríguez,22,CF,5.5,155,714,654,102,180,37,2,32,103,37,10,47,175,.275,.333,.485,.818,130,.359,133,317,14,11,0,2,6,*8/D,"AS,MVP-4,SS"
8,Teoscar Hernández,30,RF,2.3,160,678,625,70,161,29,2,26,93,7,2,38,211,.258,.305,.435,.741,108,.318,106,272,6,8,0,7,2,*9D/H,
9,Mike Ford*,30,DH,0.8,83,251,219,32,50,6,0,16,34,0,0,24,81,.228,.323,.475,.798,124,.341,123,104,4,7,0,1,0,DH3/1,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
10,José Caballero,26,2B,2.5,104,280,231,37,51,9,1,4,26,26,3,28,66,.221,.343,.320,.663,92,.323,99,74,0,17,0,4,0,4H6/5D7,
11,Dylan Moore,30,UT,0.5,67,165,145,18,30,9,1,7,19,7,3,16,56,.207,.303,.428,.731,106,.321,109,62,1,4,0,0,0,H47/6D9385,
12,Tom Murphy,32,C,1.2,47,159,145,19,42,12,0,8,17,0,0,10,44,.290,.335,.538,.873,144,.365,141,78,4,1,0,2,0,2/DH,
13,Dominic Canzone*,25,LF,0.1,44,141,135,19,29,11,0,5,13,1,0,6,24,.215,.248,.407,.656,83,.299,92,55,4,0,0,0,0,7D/9H,
14,AJ Pollock,35,DH,-0.5,49,138,127,15,22,4,0,5,15,0,1,9,30,.173,.225,.323,.547,54,.243,56,41,1,0,0,2,0,D7H,
15,Josh Rojas*,29,2B,0.8,46,134,125,24,34,4,0,4,14,6,0,9,30,.272,.321,.400,.721,105,.330,108,50,1,0,0,0,0,4/H5,
16,Sam Haggerty#,29,UT,0.3,52,108,91,13,23,3,1,1,5,10,1,15,17,.253,.364,.341,.705,104,.335,107,31,0,1,1,0,0,H7D4/389,
17,Cade Marlowe*,26,LF,1.1,34,100,88,14,21,3,2,3,11,4,2,12,33,.239,.330,.420,.750,113,.325,112,37,1,0,0,0,0,7/H89D,
18,Taylor Trammell*,25,DH,-0.3,22,56,46,7,6,0,0,3,11,0,1,9,22,.130,.286,.326,.612,75,.268,77,15,2,1,0,0,0,7/DH8,
19,Cooper Hummel#,28,DH,-0.4,10,26,23,2,2,1,0,0,0,1,0,2,9,.087,.192,.130,.323,-5,.172,-4,3,1,1,0,0,0,/DH79,
20,Tommy La Stella*,34,DH,-0.1,12,24,21,2,4,1,0,0,2,0,0,3,5,.190,.292,.238,.530,54,.245,55,5,0,0,0,0,0,/DH,
21,Brian O'Keefe,29,C,-0.2,8,21,19,0,2,2,0,0,2,0,0,2,7,.105,.190,.211,.401,15,.179,8,4,2,0,0,0,0,/2H,
22,Luis Torrens,27,DH,0.0,5,8,8,0,2,2,0,0,1,0,0,0,1,.250,.250,.500,.750,107,.297,91,4,0,0,0,0,0,/H2D,
