Rk,Player,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
1.0,Mookie Betts,28.0,12,53,47,6,15,1,0,1,5,6,0,5,5,0.319,0.377,0.404,0.782,19,1.0,0,0,1.0,0.0,*9/8,
2.0,Corey Seager*,27.0,12,53,48,5,9,3,0,2,6,0,0,5,14,0.188,0.264,0.375,0.639,18,0.0,0,0,0.0,1.0,*6,
3.0,Trea Turner,28.0,12,53,51,3,11,2,0,0,2,1,0,1,12,0.216,0.245,0.255,0.5,13,2.0,1,0,0.0,0.0,*4,
4.0,Will Smith,26.0,12,52,44,6,11,2,0,3,4,0,0,8,8,0.25,0.365,0.5,0.865,22,0.0,0,0,0.0,2.0,*2,
5.0,Chris Taylor,30.0,11,43,37,9,13,4,0,4,12,3,0,5,9,0.351,0.419,0.784,1.202,29,0.0,0,0,1.0,0.0,/785,
6.0,Cody Bellinger*,25.0,12,39,34,5,12,1,0,1,7,5,0,5,11,0.353,0.436,0.471,0.906,16,0.0,0,0,0.0,1.0,/38H,
7.0,Justin Turner,36.0,10,38,34,3,4,0,0,1,1,0,0,2,8,0.118,0.211,0.206,0.416,7,3.0,2,0,0.0,0.0,/*5H,
8.0,AJ Pollock,33.0,11,36,35,7,11,4,0,2,9,0,0,1,9,0.314,0.333,0.6,0.933,21,1.0,0,0,0.0,1.0,*7/H,
9.0,Albert Pujols,41.0,9,18,17,2,5,0,0,0,0,0,0,1,5,0.294,0.333,0.294,0.627,5,0.0,0,0,0.0,0.0,/H3,
10.0,Gavin Lux*,23.0,9,18,14,1,3,0,0,0,0,1,0,4,3,0.214,0.389,0.214,0.603,3,0.0,0,0,0.0,0.0,/8H,
11.0,Matt Beaty*,28.0,9,11,11,0,1,0,0,0,1,0,0,0,1,0.091,0.091,0.091,0.182,1,0.0,0,0,0.0,0.0,/H3,
12.0,Steven Souza Jr.,32.0,10,9,8,0,1,0,0,0,0,0,0,1,4,0.125,0.222,0.125,0.347,1,0.0,0,0,0.0,0.0,/H9,
13.0,Walker Buehler,26.0,5,6,6,1,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/1H,
14.0,Max Scherzer,36.0,4,5,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,2,0.0,0.0,/1,
15.0,Julio Urías*,24.0,4,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,1,0.0,0,0,0.0,0.0,/1,
16.0,Austin Barnes,31.0,3,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.0,0,1,0.0,0.0,/H,
17.0,Andy Burns,30.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/H,
18.0,Billy McKinney*,26.0,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/3H,
19.0,Luke Raley*,26.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/*H,
20.0,Brusdar Graterol,22.0,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,/1,
21.0,Tony Gonsolin,27.0,3,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0.0,0,0,0.0,0.0,/1,
22.0,Evan Phillips,26.0,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
23.0,Corey Knebel,29.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
24.0,Joe Kelly,33.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
25.0,Kenley Jansen#,33.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
26.0,Blake Treinen,33.0,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
27.0,Justin Bruihl*,24.0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
28.0,Phil Bickford,25.0,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
29.0,Alex Vesia*,25.0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,/1,
