Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Mitch Keller,28,SP,2.0,11,12,.478,4.25,31,31,0,1,0,0,178.0,182,90,84,23,50,0,166,15,2,1,773,99,4.08,1.303,9.2,1.2,2.5,8.4,3.32,
2,Bailey Falter*,27,SP,1.7,8,9,.471,4.43,28,28,0,0,0,0,142.1,138,72,70,17,45,0,97,0,0,0,589,95,4.30,1.286,8.7,1.1,2.8,6.1,2.16,
3,Paul Skenes,22,SP,5.9,11,3,.786,1.96,23,23,0,0,0,0,133.0,94,31,29,10,32,0,170,6,1,2,514,214,2.44,0.947,6.4,0.7,2.2,11.5,5.31,"AS,CYA-3,MVP-19,ROY-1"
4,Jared Jones,22,SP,1.8,6,8,.429,4.14,22,22,0,0,0,0,121.2,106,60,56,18,39,1,132,5,0,3,504,101,4.00,1.192,7.8,1.3,2.9,9.8,3.38,
5,Martín Pérez*,33,SP,-0.1,2,5,.286,5.20,16,16,0,0,0,0,83.0,105,51,48,13,32,0,63,3,1,2,373,81,4.95,1.651,11.4,1.4,3.5,6.8,1.97,
6,David Bednar,29,CL,-0.9,3,8,.273,5.77,62,0,45,0,0,23,57.2,54,40,37,9,28,3,58,3,0,2,262,73,4.80,1.422,8.4,1.4,4.4,9.1,2.07,
7,Aroldis Chapman*,36,RP,0.4,5,5,.500,3.79,68,0,18,0,0,14,61.2,44,31,26,5,39,0,98,2,2,4,265,111,3.04,1.346,6.4,0.7,5.7,14.3,2.51,
8,Kyle Nicolas,25,RP,0.2,2,2,.500,3.95,51,0,20,0,0,0,54.2,51,30,24,4,31,1,55,4,1,7,243,106,4.03,1.500,8.4,0.7,5.1,9.1,1.77,
9,Colin Holderman,28,RP,0.7,3,6,.333,3.16,55,0,5,0,0,0,51.1,42,23,18,6,25,0,56,5,0,2,223,133,4.26,1.305,7.4,1.1,4.4,9.8,2.24,
10,Carmen Mlodzinski,25,RP,0.8,5,5,.500,3.38,40,4,5,0,0,0,50.2,41,22,19,3,19,1,46,2,0,1,209,125,3.36,1.184,7.3,0.5,3.4,8.2,2.42,
11,Luis Ortiz,25,,3.0,7,6,.538,3.32,37,15,2,0,0,1,135.2,109,56,50,16,42,3,107,9,1,2,556,126,4.25,1.113,7.2,1.1,2.8,7.1,2.55,
12,Quinn Priester,23,,-0.3,2,6,.250,5.04,10,6,1,0,0,0,44.2,52,29,25,7,13,0,31,2,0,1,201,84,4.82,1.455,10.5,1.4,2.6,6.2,2.38,
