Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Sean Manaea*,25,SP,1.5,12,10,.545,4.37,29,29,0,0,0,0,158.2,167,88,77,18,55,1,140,10,0,8,692,95,4.10,1.399,9.5,1.0,3.1,7.9,2.55,
2,Jharel Cotton,25,SP,-0.8,9,10,.474,5.58,24,24,0,0,0,0,129.0,133,91,80,28,53,1,105,4,2,9,566,75,5.68,1.442,9.3,2.0,3.7,7.3,1.98,
3,Kendall Graveman,26,SP,1.8,6,4,.600,4.19,19,19,0,0,0,0,105.1,114,50,49,12,32,1,70,4,0,5,444,100,4.34,1.386,9.7,1.0,2.7,6.0,2.19,
4,Sonny Gray,27,SP,1.5,6,5,.545,3.43,16,16,0,0,0,0,97.0,84,48,37,8,30,0,94,1,0,7,400,122,3.25,1.175,7.8,0.7,2.8,8.7,3.13,
5,Daniel Gossett,24,SP,-0.7,4,11,.267,6.11,18,18,0,0,0,0,91.1,116,67,62,21,31,0,72,0,0,10,414,68,5.59,1.609,11.4,2.1,3.1,7.1,2.32,
6,Jesse Hahn,27,SP,-0.1,3,6,.333,5.30,14,13,1,0,0,0,69.2,78,46,41,4,27,0,55,3,0,2,316,79,3.62,1.507,10.1,0.5,3.5,7.1,2.04,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
7,Santiago Casilla,36,CL,0.4,4,5,.444,4.27,63,0,33,0,0,16,59.0,58,29,28,8,22,1,57,6,0,3,259,98,4.41,1.356,8.8,1.2,3.4,8.7,2.59,
8,Liam Hendriks,28,RP,0.1,4,2,.667,4.22,70,0,13,0,0,1,64.0,57,34,30,7,23,0,78,0,0,6,273,99,3.22,1.250,8.0,1.0,3.2,11.0,3.39,
9,Danny Coulombe*,27,RP,0.8,2,2,.500,3.48,72,0,10,0,0,0,51.2,46,22,20,4,22,1,39,4,0,5,219,120,4.16,1.316,8.0,0.7,3.8,6.8,1.77,
10,Ryan Dull,27,RP,-0.7,2,2,.500,5.14,49,0,4,0,0,0,42.0,37,30,24,7,16,1,45,3,0,6,177,82,4.54,1.262,7.9,1.5,3.4,9.6,2.81,
11,Ryan Madson,36,RP,1.5,2,4,.333,2.06,40,0,8,0,0,1,39.1,25,9,9,2,6,2,39,2,0,0,144,204,2.45,0.788,5.7,0.5,1.4,8.9,6.50,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
12,Andrew Triggs,28,,-0.1,5,6,.455,4.27,12,12,0,0,0,0,65.1,68,42,31,9,19,0,50,4,0,5,283,98,4.47,1.332,9.4,1.2,2.6,6.9,2.63,
13,Paul Blackburn,23,,1.5,3,1,.750,3.22,10,10,0,0,0,0,58.2,58,22,21,5,16,0,22,1,0,1,238,130,4.39,1.261,8.9,0.8,2.5,3.4,1.38,
14,Chris Smith,36,,-0.9,0,4,.000,6.79,14,9,3,0,0,0,55.2,60,45,42,16,22,1,31,1,0,3,250,62,7.02,1.473,9.7,2.6,3.6,5.0,1.41,
15,Daniel Mengden,24,,1.4,3,2,.600,3.14,7,7,0,1,1,0,43.0,36,16,15,6,9,0,29,0,0,2,169,134,4.25,1.047,7.5,1.3,1.9,6.1,3.22,
16,Blake Treinen,29,,1.4,3,4,.429,2.13,35,0,24,0,0,13,38.0,32,11,9,3,12,2,42,2,0,3,156,197,3.08,1.158,7.6,0.7,2.8,9.9,3.50,
17,Simon Castro,29,,0.1,1,3,.250,4.38,26,0,7,0,0,0,37.0,32,20,18,7,14,0,35,2,0,1,153,96,5.02,1.243,7.8,1.7,3.4,8.5,2.50,
18,Josh A. Smith,29,,0.1,2,1,.667,4.89,26,0,15,0,0,0,35.0,35,20,19,3,15,1,25,0,0,1,151,86,4.13,1.429,9.0,0.8,3.9,6.4,1.67,
19,Frankie Montas,24,,-0.5,1,1,.500,7.03,23,0,5,0,0,0,32.0,39,25,25,10,20,0,36,3,0,1,152,60,7.13,1.844,11.0,2.8,5.6,10.1,1.80,
20,Michael Brady,30,,-0.2,0,0,,5.68,16,0,12,0,0,0,31.2,33,22,20,7,6,2,24,5,0,1,136,74,5.56,1.232,9.4,2.0,1.7,6.8,4.00,
21,Raul Alcántara,24,,-0.4,1,2,.333,7.13,8,4,2,0,0,0,24.0,22,21,19,5,12,1,12,3,1,0,108,59,6.74,1.417,8.3,1.9,4.5,4.5,1.00,
22,Chris Hatcher,32,,0.5,1,1,.500,3.52,23,0,2,0,0,1,23.0,21,9,9,3,9,2,20,0,0,0,99,120,4.29,1.304,8.2,1.2,3.5,7.8,2.22,
23,Sean Doolittle*,30,,0.4,1,0,1.000,3.38,23,0,6,0,0,3,21.1,12,8,8,3,2,0,31,0,0,1,79,125,2.36,0.656,5.1,1.3,0.8,13.1,15.50,
24,John Axford,34,,-0.3,0,1,.000,6.43,22,0,8,0,0,0,21.0,27,16,15,3,17,0,21,2,0,1,109,66,5.73,2.095,11.6,1.3,7.3,9.0,1.24,
25,Zach Neal,28,,-0.2,0,0,,7.98,6,0,4,0,0,0,14.2,19,13,13,5,1,0,10,0,0,1,65,53,6.43,1.364,11.7,3.1,0.6,6.1,10.00,
26,César Valdez,32,,-0.3,0,0,,9.64,4,1,2,0,0,0,9.1,14,10,10,4,4,0,5,0,0,0,44,45,8.94,1.929,13.5,3.9,3.9,4.8,1.25,
27,Bobby Wahl,25,,0.0,0,0,,4.70,7,0,1,0,0,0,7.2,8,4,4,0,4,0,8,1,0,2,36,93,3.03,1.565,9.4,0.0,4.7,9.4,2.00,
28,Sam Moll*,25,,-0.3,0,0,,10.80,11,0,1,0,0,0,6.2,13,8,8,2,3,0,7,0,0,0,35,41,6.31,2.400,17.6,2.7,4.1,9.5,2.33,
,Team Totals,,,7.7,75,87,.463,4.67,162,162,161,1,1,35,1431.0,1444,826,743,210,502,17,1202,61,3,84,6167,90,4.57,1.360,9.1,1.3,3.2,7.6,2.39,
