Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Matthew Boyd*,27,SP,2.5,9,13,.409,4.39,31,31,0,0,0,0,170.1,146,87,83,27,51,0,159,11,2,6,709,102,4.45,1.157,7.7,1.4,2.7,8.4,3.12,
2,Francisco Liriano*,34,SP,0.3,5,12,.294,4.58,27,26,0,0,0,0,133.2,127,84,68,19,73,0,110,5,0,9,586,98,5.11,1.496,8.6,1.3,4.9,7.4,1.51,
3,Michael Fulmer,25,SP,1.3,3,12,.200,4.69,24,24,0,0,0,0,132.1,128,75,69,19,46,1,110,5,0,1,558,96,4.52,1.315,8.7,1.3,3.1,7.5,2.39,
4,Jordan Zimmermann,32,SP,1.0,7,8,.467,4.52,25,25,0,0,0,0,131.1,140,76,66,28,26,0,111,2,0,1,556,99,4.88,1.264,9.6,1.9,1.8,7.6,4.27,
5,Mike Fiers,33,SP,3.5,7,6,.538,3.48,21,21,0,0,0,0,119.0,121,49,46,20,26,1,87,5,0,2,502,129,4.66,1.235,9.2,1.5,2.0,6.6,3.35,
Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
6,Shane Greene,29,CL,-0.3,4,6,.400,5.12,66,0,58,0,0,32,63.1,68,39,36,12,19,1,65,3,0,3,279,88,4.61,1.374,9.7,1.7,2.7,9.2,3.42,
7,Buck Farmer,27,RP,0.8,3,4,.429,4.15,66,1,12,0,0,0,69.1,67,34,32,6,41,1,57,1,0,2,308,108,4.46,1.558,8.7,0.8,5.3,7.4,1.39,
8,Joe Jiménez,23,RP,0.3,5,4,.556,4.31,68,0,17,0,0,3,62.2,53,34,30,5,22,3,78,3,0,3,267,105,2.90,1.197,7.6,0.7,3.2,11.2,3.55,AS
9,Alex Wilson,31,RP,1.4,2,4,.333,3.36,59,0,13,0,0,0,61.2,50,24,23,8,15,2,43,2,0,2,245,134,4.28,1.054,7.3,1.2,2.2,6.3,2.87,
10,Daniel Stumpf*,27,RP,-0.1,1,5,.167,4.93,56,0,5,0,0,0,38.1,44,23,21,5,16,1,37,0,0,2,173,92,4.18,1.565,10.3,1.2,3.8,8.7,2.31,
