Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards
1,Manny Piña,31,C,1.1,98,337,306,39,77,13,2,9,28,2,0,21,62,.252,.307,.395,.702,87,.315,86,121,13,5,1,4,3,2/H3,
2,Jesús Aguilar,28,1B,3.4,149,566,492,80,135,25,0,35,108,0,0,58,143,.274,.352,.539,.890,135,.377,133,265,19,6,0,10,3,*3H/5D,"AS,MVP-16"
3,Jonathan Villar#,27,2B,1.3,87,279,257,26,67,10,1,6,22,14,2,19,80,.261,.315,.377,.693,85,.328,90,97,9,2,0,1,0,4H,
4,Orlando Arcia,23,SS,0.4,119,366,348,32,82,16,0,3,30,7,4,15,87,.236,.268,.307,.576,55,.267,52,107,9,1,1,1,0,*6H,
5,Travis Shaw*,28,3B,4.5,152,587,498,73,120,23,0,32,86,5,2,78,108,.241,.345,.480,.825,119,.362,122,239,7,4,1,6,6,543/H,
6,Ryan Braun,34,LF,0.9,125,447,405,59,103,25,1,20,64,11,5,34,85,.254,.313,.469,.782,107,.338,103,190,8,2,0,3,5,7H3/D9,
7,Lorenzo Cain,32,CF,6.9,141,620,539,90,166,25,2,10,38,30,7,71,94,.308,.395,.417,.813,119,.379,129,225,10,8,0,2,1,*8/H,"AS,MVP-7"
8,Christian Yelich*,26,RF,7.3,147,651,574,118,187,34,7,36,110,22,4,68,135,.326,.402,.598,1.000,164,.437,173,343,14,7,0,2,2,*798/H,"AS,MVP-1,SS"
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
9,Hernán Pérez,27,MI,1.7,132,334,316,36,80,11,2,9,29,11,3,17,71,.253,.290,.386,.676,80,.317,86,122,6,0,0,1,1,4H9567/318D,
10,Eric Thames*,31,UT,0.4,96,278,247,41,54,10,3,16,37,7,0,29,97,.219,.306,.478,.783,106,.345,105,118,3,2,0,0,4,H937,
11,Domingo Santana,25,RF,1.0,85,235,211,21,56,14,1,5,20,1,1,20,77,.265,.328,.412,.740,97,.336,103,87,3,1,0,3,1,9H/D,
12,Erik Kratz,38,C,0.0,67,219,203,18,48,6,0,6,23,1,0,6,40,.236,.280,.355,.634,69,.285,64,72,8,7,1,2,0,2/H13,
13,Mike Moustakas*,29,3B,0.5,54,218,195,20,50,12,0,8,33,1,1,19,40,.256,.326,.441,.767,104,.329,98,86,3,2,0,2,2,5/H,
14,Jonathan Schoop,26,2B,0.0,46,134,124,16,25,4,0,4,21,1,0,7,41,.202,.246,.331,.577,53,.257,43,41,3,1,0,2,1,46H,
15,Tyler Saladino,28,SS,0.3,52,130,118,11,29,3,0,5,16,2,2,9,38,.246,.302,.398,.701,86,.303,81,47,3,1,1,1,0,6H/45,
16,Eric Sogard*,32,MI,-0.8,55,113,97,7,13,3,0,0,2,3,0,12,23,.134,.241,.165,.406,12,.211,4,16,3,2,1,1,1,64H/7,
17,Keon Broxton,28,OF,1.7,51,89,78,15,14,2,2,4,11,5,1,11,28,.179,.281,.410,.691,83,.339,98,32,0,0,0,0,0,89H,
18,Brad Miller*,28,MI,-0.1,27,80,74,5,17,3,1,2,8,0,0,6,31,.230,.288,.378,.666,77,.285,65,28,2,0,0,0,1,4/H63,
19,Jett Bandy,28,C,-0.3,24,71,64,5,12,2,0,1,1,0,0,3,23,.188,.268,.266,.533,44,.248,38,17,0,4,0,0,0,2/H,
20,Curtis Granderson*,37,OF,0.3,19,54,41,12,9,1,1,2,3,0,0,12,10,.220,.407,.439,.846,128,.379,134,18,0,1,0,0,0,9/H7,
21,Jiman Choi*,27,DH,0.0,12,32,30,4,7,2,0,2,5,0,0,2,14,.233,.281,.500,.781,104,.319,90,15,1,0,0,0,1,/DH37,
22,Nate Orf,28,UT,-0.2,15,25,21,4,2,0,0,1,1,1,0,3,8,.095,.240,.238,.478,29,.240,25,5,1,1,0,0,0,H/4659,
23,Brett Phillips*,24,OF,0.0,15,24,22,2,4,0,1,0,4,0,0,2,11,.182,.250,.273,.523,41,.236,29,6,1,0,0,0,0,/9H87,
24,Jacob Nottingham,23,C,0.3,9,24,20,2,4,1,0,0,0,0,0,4,8,.200,.333,.250,.583,61,.276,59,5,0,0,0,0,0,/2H,
25,Nick Franklin#,27,2B,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,.000,-145,0,0,0,0,0,0,/4,
Rk,Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards
26,Jhoulys Chacín,30,P,0.2,34,68,56,2,9,1,0,0,1,0,0,3,17,.161,.203,.179,.382,4,.190,-20,10,0,0,9,0,0,1/H,
27,Chase Anderson,30,P,-0.3,28,49,45,1,4,0,0,0,2,0,0,0,23,.089,.089,.089,.178,-52,.080,-101,4,0,0,4,0,0,1,
28,Junior Guerra,33,P,0.0,29,37,35,2,4,3,0,0,0,0,0,0,13,.114,.114,.200,.314,-18,.133,-55,7,0,0,2,0,0,1,
29,Brent Suter*,28,P,0.8,19,32,26,4,5,1,0,1,3,0,0,4,6,.192,.323,.346,.669,80,.452,190,9,1,1,1,0,0,1/H,
30,Wade Miley*,31,P,0.0,16,28,27,1,5,0,0,0,0,0,0,1,11,.185,.214,.185,.399,9,.178,-13,5,0,0,0,0,0,1,
31,Freddy Peralta,22,P,-0.3,15,27,26,0,1,0,0,0,1,0,0,0,13,.038,.038,.038,.077,-79,.035,-127,1,0,0,1,0,0,1,
32,Zach Davies,25,P,-0.2,12,19,15,0,1,0,0,0,0,0,0,0,8,.067,.067,.067,.133,-64,.060,-154,1,0,0,4,0,0,1,
