Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Max Kepler*,30,RF,2.8,130,491,438,72,114,22,2,24,66,1,1,45,106,0.26,0.332,0.484,0.816,120,0.353,123,212,9,4,0,4,0,*9H/D,0,Left,No,No,No,No,No,No,No,No,No
Carlos Correa,28,SS,1.3,135,580,514,60,118,29,2,18,65,0,0,59,131,0.23,0.312,0.399,0.711,94,0.312,93,205,30,4,0,3,3,*6,0,Right,No,No,No,No,No,No,No,No,No
Royce Lewis,24,3B,2.4,58,239,217,36,67,7,0,15,52,6,1,20,55,0.309,0.372,0.548,0.921,149,0.393,148,119,5,2,0,0,0,5/DH6,0,Right,No,No,No,No,No,No,No,No,No
Michael A. Taylor,32,CF,1.9,129,388,355,48,78,14,1,21,51,13,1,26,130,0.22,0.278,0.442,0.72,93,0.316,91,157,7,3,3,1,0,*8H/D,0,Right,No,No,No,No,No,No,No,No,No
Jorge Polanco#,29,2B,1.9,80,343,302,38,77,18,0,14,48,4,0,36,88,0.255,0.335,0.454,0.789,114,0.341,111,137,2,2,0,3,0,45D/H,0,Both,No,No,No,No,No,No,No,No,No
Kyle Farmer,32,IF,1.7,120,369,336,49,86,14,2,11,46,2,4,23,86,0.256,0.317,0.408,0.725,97,0.322,103,137,7,8,0,2,0,456H/37D,0,Right,No,No,No,No,No,No,No,No,No
Ryan Jeffers,26,C,3.2,96,335,286,46,79,15,2,14,43,3,2,33,93,0.276,0.369,0.49,0.858,133,0.368,134,140,6,10,4,2,1,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Byron Buxton,29,DH,0.7,85,347,304,49,63,17,1,17,42,9,0,35,109,0.207,0.294,0.438,0.731,97,0.321,95,133,3,4,0,4,2,D/H,0,Right,No,No,No,No,No,No,No,No,No
Matt Wallner*,25,OF,2.2,76,254,213,42,53,11,1,14,41,2,1,28,80,0.249,0.37,0.507,0.877,138,0.386,146,108,1,13,0,0,1,79/DH,0,Left,No,No,No,No,No,No,No,No,No
Alex Kirilloff*,25,1B,0.5,88,319,281,35,76,14,1,11,41,1,0,28,80,0.27,0.348,0.445,0.793,116,0.343,114,125,2,7,0,3,1,3H97/D,0,Left,No,No,No,No,No,No,No,No,No
Trevor Larnach*,26,LF,0.0,58,212,183,26,39,7,3,8,40,1,1,27,72,0.213,0.311,0.415,0.727,97,0.318,98,76,2,0,0,2,1,79/HD,0,Left,No,No,No,No,No,No,No,No,No
Joey Gallo*,29,LF,0.5,111,332,282,39,50,9,1,21,40,1,1,48,142,0.177,0.301,0.44,0.741,100,0.32,99,124,3,2,0,0,1,37H89/D,0,Left,No,No,No,No,No,No,No,No,No
Donovan Solano,35,1B,1.6,134,450,394,43,111,26,1,5,38,0,0,40,100,0.282,0.369,0.391,0.76,110,0.341,113,154,8,15,0,1,1,3H45D,0,Right,No,No,No,No,No,No,No,No,No
Edouard Julien*,24,2B,2.6,109,408,338,60,89,16,1,16,37,3,0,64,128,0.263,0.381,0.459,0.839,130,0.366,130,155,8,2,1,3,0,4DH/3,ROY-7,Left,No,No,No,No,No,No,No,No,No
Willi Castro#,26,UT,2.6,124,409,358,60,92,18,5,9,34,33,5,34,99,0.257,0.339,0.411,0.75,105,0.341,105,147,5,12,2,3,1,785H4/691D,0,Both,No,No,No,No,No,No,No,No,No
Christian Vázquez,32,C,-0.4,102,355,327,34,73,13,0,6,32,1,0,25,82,0.223,0.28,0.318,0.598,64,0.264,58,104,11,1,1,1,1,2/3H4D,0,Right,No,No,No,No,No,No,No,No,No
José Miranda,25,3B,-0.2,40,152,142,12,30,4,0,3,13,0,0,9,24,0.211,0.263,0.303,0.566,55,0.261,57,43,8,1,0,0,0,5/D3H,0,Right,No,No,No,No,No,No,No,No,No
Nick Gordon*,27,UT,-0.3,34,93,91,13,16,5,1,2,7,0,0,1,11,0.176,0.185,0.319,0.503,35,0.222,28,29,1,0,1,0,0,874H/6,0,Left,No,No,No,No,No,No,No,No,No
Jordan Luplow,29,UT,0.1,32,73,63,10,13,3,0,2,4,2,0,9,19,0.206,0.315,0.349,0.664,83,0.302,81,22,1,1,0,0,0,7H/39D18,0,Right,No,No,No,No,No,No,No,No,No
Kyle Garlick,31,OF,-0.1,14,30,28,2,5,1,0,2,4,0,0,2,11,0.179,0.233,0.429,0.662,76,0.276,67,12,0,0,0,0,0,/9H7D,0,Right,No,No,No,No,No,No,No,No,No
Andrew Stevenson*,29,OF,0.1,25,40,37,4,7,1,0,0,1,4,1,2,8,0.189,0.25,0.216,0.466,30,0.222,21,8,0,1,0,0,0,8H/7,0,Left,No,No,No,No,No,No,No,No,No
Jovani Morán*,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Emilio Pagán*,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Cole Sands,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
