Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Jesús Aguilar,31,1B,1.4,131,510,449,49,117,23,0,22,93,0,0,46,93,0.261,0.329,0.459,0.788,111,0.338,107,206,11,3,0,7,4,*3H/D5,0,Right,No,No,No,No,No,No,No
Adam Duvall,32,RF,1.9,91,339,314,41,72,10,1,22,68,5,0,21,105,0.229,0.277,0.478,0.755,99,0.327,97,150,4,1,0,3,0,97/H8,GG,Right,No,No,No,No,No,No,No
Jazz Chisholm Jr.*,23,2B,2.5,124,507,464,70,115,20,4,18,53,23,8,34,145,0.248,0.303,0.425,0.728,95,0.323,95,197,3,4,2,3,0,46/H,0,Left,No,No,No,No,No,No,No
Miguel Rojas,32,SS,2.6,132,539,495,66,131,30,3,9,48,13,3,37,74,0.265,0.322,0.392,0.713,93,0.322,94,194,10,5,1,1,0,*6/H,0,Right,No,No,No,No,No,No,No
Jesús Sánchez*,23,OF,1.2,64,251,227,27,57,8,2,14,36,0,1,20,78,0.251,0.319,0.489,0.808,115,0.348,116,111,2,3,0,1,3,97/H,0,Left,No,No,No,No,No,No,No
Garrett Cooper,30,RF,1.0,71,250,215,30,61,10,1,9,33,1,1,30,68,0.284,0.38,0.465,0.845,128,0.375,134,100,6,4,0,1,0,93H/D,0,Right,No,No,No,No,No,No,No
Lewis Brinson,27,OF,0.0,89,290,274,24,62,14,0,9,33,1,1,13,72,0.226,0.263,0.376,0.639,71,0.283,69,103,5,1,1,1,0,78H/9,0,Right,No,No,No,No,No,No,No
Jorge Alfaro,28,C,-0.4,92,311,295,22,72,15,1,4,30,8,1,11,99,0.244,0.283,0.342,0.625,69,0.293,72,101,8,5,0,0,0,27H/3,0,Right,No,No,No,No,No,No,No
Brian Anderson,28,3B,1.3,67,264,233,24,58,9,0,7,28,5,0,26,65,0.249,0.337,0.378,0.715,94,0.327,96,88,4,5,0,0,2,5/H6,0,Right,No,No,No,No,No,No,No
Starling Marte,32,CF,2.8,64,275,233,52,71,11,1,7,25,22,3,32,57,0.305,0.405,0.451,0.856,132,0.391,135,105,2,8,1,1,2,8/H,0,Right,No,No,No,No,No,No,No
Jon Berti,31,IF,0.5,85,271,233,35,49,10,1,4,19,8,4,32,61,0.21,0.311,0.313,0.624,71,0.289,73,73,7,3,1,2,0,54H/7869,0,Right,No,No,No,No,No,No,No
Bryan De La Cruz,24,OF,0.9,58,219,199,17,59,7,2,5,19,1,1,18,53,0.296,0.356,0.427,0.783,112,0.343,112,85,8,1,0,1,1,897/H,0,Right,No,No,No,No,No,No,No
Isan Díaz*,25,IF,-1.5,89,278,238,25,46,9,0,4,17,1,1,34,73,0.193,0.293,0.282,0.575,58,0.256,49,67,2,1,1,3,6,54H,0,Left,No,No,No,No,No,No,No
Corey Dickerson*,32,LF,-0.1,63,225,205,27,54,12,3,2,14,2,4,16,45,0.263,0.324,0.38,0.705,91,0.301,86,78,5,3,0,1,0,7H,0,Left,No,No,No,No,No,No,No
Sandy León#,32,C,-0.8,83,220,202,15,37,5,0,4,14,0,0,12,65,0.183,0.237,0.267,0.505,37,0.231,31,54,2,3,1,2,0,2H/15D,0,Both,No,No,No,No,No,No,No
Lewin Díaz*,24,1B,0.8,40,128,122,16,25,4,1,8,13,0,0,6,33,0.205,0.242,0.451,0.693,82,0.289,72,55,1,0,0,0,1,3H,0,Left,No,No,No,No,No,No,No
Alex Jackson,25,C,-0.3,42,123,108,11,17,4,0,3,12,0,0,11,60,0.157,0.26,0.278,0.538,46,0.248,44,30,0,4,0,0,0,2H/9,0,Right,No,No,No,No,No,No,No
Joe Panik*,30,IF,-1.0,53,134,122,8,21,3,0,1,7,2,0,9,20,0.172,0.241,0.221,0.462,27,0.221,20,27,5,2,1,0,1,H45/3,0,Left,No,No,No,No,No,No,No
Nick Fortes,24,C,0.2,14,34,31,6,9,0,0,4,7,1,0,3,8,0.29,0.353,0.677,1.03,170,0.437,173,21,1,0,0,0,0,/2HD,0,Right,No,No,No,No,No,No,No
Chad Wallach,29,C,-0.8,23,66,60,2,12,2,1,0,6,0,0,3,32,0.2,0.242,0.267,0.509,38,0.222,25,16,1,1,0,2,0,2/H,0,Right,No,No,No,No,No,No,No
Eddy Alvarez*,31,3B,0.1,24,74,64,8,12,4,1,1,6,1,0,4,18,0.188,0.297,0.328,0.625,70,0.294,73,21,2,6,0,0,1,5/4H,0,Left,No,No,No,No,No,No,No
Magneuris Sierra*,25,CF,0.1,123,225,209,27,48,6,1,0,5,11,0,15,50,0.23,0.281,0.268,0.549,51,0.256,39,56,1,0,1,0,4,H87/9,0,Left,No,No,No,No,No,No,No
José Devers*,21,MI,-0.2,21,46,41,7,10,3,0,0,5,0,0,3,11,0.244,0.304,0.317,0.621,69,0.275,62,13,0,1,0,1,0,4/H6,0,Left,No,No,No,No,No,No,No
Deven Marrero,30,IF,0.0,10,19,16,4,3,0,0,1,1,1,0,3,6,0.188,0.316,0.375,0.691,87,0.318,84,6,2,0,0,0,0,/H6534,0,Right,No,No,No,No,No,No,No
Cody Poteet,26,P,-0.1,7,11,10,1,1,0,0,0,1,0,0,0,3,0.1,0.1,0.1,0.2,-45,0.08,-93,1,0,0,1,0,0,/1H,0,Right,No,No,No,No,No,No,No
Edward Cabrera,23,P,0.0,6,7,7,0,1,1,0,0,1,0,0,0,3,0.143,0.143,0.286,0.429,12,0.178,-6,2,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Monte Harrison,25,OF,0.1,9,11,10,0,2,1,0,0,0,0,1,0,3,0.2,0.2,0.3,0.5,33,0.164,12,3,0,0,1,0,0,/8H9,0,Right,No,No,No,No,No,No,No
Brian Miller*,25,OF,-0.1,5,11,11,1,3,0,0,0,0,0,0,0,3,0.273,0.273,0.273,0.545,49,0.228,29,3,0,0,0,0,0,/78H9,0,Left,No,No,No,No,No,No,No
Payton Henry,24,C,0.0,5,16,15,0,4,1,0,0,0,0,0,1,5,0.267,0.313,0.333,0.646,76,0.29,73,5,1,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
Sandy Alcántara,25,P,-0.3,30,64,58,0,2,1,0,0,0,0,0,3,45,0.034,0.097,0.052,0.148,-58,0.08,-81,3,0,1,2,0,0,1,0,Right,No,No,No,No,No,No,No
Luis Marté,27,IF,-0.1,4,7,6,2,1,0,0,0,0,0,0,1,2,0.167,0.286,0.167,0.452,28,0.214,20,1,0,0,0,0,0,/456H,0,Right,No,No,No,No,No,No,No
Jesús Luzardo*,23,P,0.1,11,19,14,1,0,0,0,0,0,0,0,4,6,0.0,0.222,0.0,0.222,-32,0.205,8,0,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No
Trevor Rogers*,23,P,-0.2,25,46,43,0,3,0,0,0,0,0,0,1,27,0.07,0.091,0.07,0.161,-55,0.095,-72,3,0,0,2,0,0,1/H,"AS,ROY-2",Left,No,No,No,No,No,No,No
Zach Thompson,27,P,0.0,25,18,15,0,2,1,0,0,0,0,0,0,9,0.133,0.133,0.2,0.333,-11,0.143,-57,3,0,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No
Elieser Hernández,26,P,-0.1,11,18,14,1,1,0,0,0,0,0,0,0,7,0.071,0.071,0.071,0.143,-61,0.064,-140,1,0,0,4,0,0,1,0,Right,No,No,No,No,No,No,No
Nick Neidert,24,P,-0.1,8,12,11,0,0,0,0,0,0,0,0,1,5,0.0,0.083,0.0,0.083,-74,0.058,-91,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Pablo López*,25,P,-0.1,20,35,33,2,2,2,0,0,0,0,0,0,17,0.061,0.061,0.121,0.182,-52,0.103,-69,4,1,0,2,0,0,1/H,0,Left,No,No,No,No,No,No,No
Braxton Garrett,23,P,0.0,8,11,11,1,2,0,0,0,0,0,0,0,4,0.182,0.182,0.182,0.364,-1,0.163,-16,2,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
