Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Shohei Ohtani*,27,DH,3.4,157,666,586,90,160,30,6,34,95,11,9,72,161,0.273,0.356,0.519,0.875,144,0.371,142,304,6,5,0,3,14,*D1/H,"AS,CYA-4,MVP-2",Left,No,No,No,No,No,No,No,No,No
Mike Trout,30,CF,6.1,119,499,438,85,124,28,2,40,80,1,0,54,139,0.283,0.369,0.63,0.999,176,0.425,179,276,6,6,0,1,8,*8/DH,"AS,MVP-8,SS",Right,No,No,No,No,No,No,No,No,No
Taylor Ward,28,RF,3.5,135,564,495,73,139,22,2,23,65,5,3,60,120,0.281,0.36,0.473,0.833,134,0.366,136,234,5,4,0,5,0,*9/8H57D,0,Right,No,No,No,No,No,No,No,No,No
Luis Rengifo#,25,2B,2.5,127,511,489,45,129,22,4,17,52,6,2,17,79,0.264,0.294,0.429,0.724,102,0.316,98,210,11,4,1,0,0,456/9H7,0,Both,No,No,No,No,No,No,No,No,No
Jared Walsh*,28,1B,-0.7,118,454,423,41,91,18,2,15,44,2,1,27,138,0.215,0.269,0.374,0.642,80,0.283,76,158,6,4,0,0,4,*3H/7,0,Left,No,No,No,No,No,No,No,No,No
Brandon Marsh*,24,LF,1.0,93,323,292,34,66,9,2,8,37,8,2,22,117,0.226,0.284,0.353,0.637,80,0.284,74,103,2,3,3,3,1,78/H9,0,Left,No,No,No,No,No,No,No,No,No
Max Stassi,31,C,-0.5,102,375,333,32,60,12,1,9,30,0,0,38,112,0.18,0.267,0.303,0.571,62,0.259,58,101,12,2,1,1,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Andrew Velazquez#,27,SS,1.4,125,349,322,37,63,8,0,9,28,17,1,15,119,0.196,0.236,0.304,0.54,52,0.261,51,98,3,3,6,3,0,*6/H,0,Both,No,No,No,No,No,No,No,No,No
Jo Adell,23,LF,-0.7,88,285,268,22,60,12,2,8,27,4,2,11,107,0.224,0.264,0.373,0.637,78,0.283,75,100,6,4,0,1,0,79H/D,0,Right,No,No,No,No,No,No,No,No,No
Anthony Rendon,32,3B,1.0,47,193,166,15,38,10,0,5,24,2,0,23,35,0.229,0.326,0.38,0.706,100,0.317,98,63,7,2,0,2,0,5/H,0,Right,No,No,No,No,No,No,No,No,No
David Fletcher,28,MI,1.1,61,228,216,20,55,9,1,2,17,1,0,7,16,0.255,0.288,0.333,0.621,76,0.28,72,72,6,3,2,0,0,46/H,0,Right,No,No,No,No,No,No,No,No,No
Matt Duffy,31,3B,-0.4,77,247,228,14,57,8,0,2,16,0,0,17,50,0.25,0.308,0.311,0.619,77,0.279,73,71,6,2,0,0,0,534H,0,Right,No,No,No,No,No,No,No,No,No
Kurt Suzuki,38,C,-0.4,51,159,139,10,25,4,0,4,15,0,0,15,29,0.18,0.266,0.295,0.561,59,0.26,58,41,3,2,1,2,0,2/HD3,0,Right,No,No,No,No,No,No,No,No,No
Liván Soto*,22,SS,0.7,18,59,55,9,22,5,1,1,9,1,1,2,13,0.4,0.414,0.582,0.996,179,0.418,178,32,1,0,1,1,0,6/5H,0,Left,No,No,No,No,No,No,No,No,No
Matt Thaiss*,27,UT,-0.1,29,81,69,9,15,1,0,2,8,1,0,11,24,0.217,0.321,0.319,0.64,83,0.29,78,22,2,0,0,1,1,23/H5,0,Left,No,No,No,No,No,No,No,No,No
