Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Paul Goldschmidt,34,1B,7.7,151,651,561,106,178,41,0,35,115,7,0,79,141,0.317,0.404,0.578,0.981,177,0.427,181,324,7,5,0,4,1,*3D/H,"AS,MVP-1,SS",Right,No,No,No,No,No,No,No,No,No
Nolan Arenado,31,3B,7.7,148,620,557,73,163,42,1,30,103,5,3,52,72,0.293,0.358,0.533,0.891,151,0.381,150,297,15,7,0,4,3,*5D/H,"AS,MVP-3,GG,SS",Right,No,No,No,No,No,No,No,No,No
Albert Pujols,42,DH,2.1,109,351,307,42,83,14,0,24,68,1,2,28,55,0.27,0.345,0.55,0.895,151,0.385,153,169,13,10,0,6,1,DH3/1,AS,Right,No,No,No,No,No,No,No,No,No
Tyler O'Neill,27,LF,1.2,96,383,334,56,76,11,1,14,58,14,4,38,103,0.228,0.308,0.392,0.7,99,0.312,97,131,9,4,0,7,0,78/HD,0,Right,No,No,No,No,No,No,No,No,No
Tommy Edman#,27,SS,6.2,153,630,577,95,153,31,4,13,57,32,3,46,111,0.265,0.324,0.4,0.725,107,0.33,105,231,10,5,1,1,2,46/5H98,0,Both,No,No,No,No,No,No,No,No,No
Brendan Donovan*,25,UT,4.1,126,468,391,64,110,21,1,5,45,2,3,60,70,0.281,0.394,0.379,0.773,124,0.352,130,148,8,14,1,2,1,45973DH/6,"ROY-3,GG",Left,No,No,No,No,No,No,No,No,No
Dylan Carlson#,23,OF,1.9,128,488,432,56,102,30,4,8,42,5,2,45,94,0.236,0.316,0.38,0.695,99,0.31,97,164,6,7,0,4,1,*89H/D,0,Both,No,No,No,No,No,No,No,No,No
Lars Nootbaar*,24,RF,2.1,108,347,290,53,66,16,3,14,40,4,1,51,71,0.228,0.34,0.448,0.788,124,0.344,121,130,3,1,0,5,1,9H87/D,0,Left,No,No,No,No,No,No,No,No,No
Corey Dickerson*,33,LF,-0.1,96,297,281,28,75,17,1,6,36,0,0,12,48,0.267,0.3,0.399,0.698,98,0.305,95,112,4,2,0,2,1,7DH9/1,0,Left,No,No,No,No,No,No,No,No,No
Nolan Gorman*,22,2B,0.7,89,313,283,44,64,13,0,14,35,1,0,28,103,0.226,0.3,0.42,0.721,104,0.316,102,119,2,2,0,0,0,4DH/7,0,Left,No,No,No,No,No,No,No,No,No
Juan Yepez,24,OF,0.4,76,274,253,27,64,13,0,12,30,0,0,16,61,0.253,0.296,0.447,0.742,109,0.331,113,113,6,1,0,4,0,7D93/5H,0,Right,No,No,No,No,No,No,No,No,No
