Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Sam Travis,23,1B,-0.6,33,83,76,13,20,6,0,0,1,1,0,6,23,0.263,0.325,0.342,0.667,76,0.297,69,26,2,1,0,0,0,3H/D,0,Right,No,No,No,No,No,No,No,No,No
Steve Selsky,27,UT,-0.2,8,9,9,0,1,1,0,0,0,0,0,0,5,0.111,0.111,0.222,0.333,-16,0.136,-44,2,0,0,0,0,0,/H5D8,0,Right,No,No,No,No,No,No,No,No,No
Blake Swihart#,25,DH,0.0,6,7,5,1,1,0,0,0,0,0,0,2,3,0.2,0.429,0.2,0.629,75,0.313,83,1,0,0,0,0,0,/H2D,0,Both,No,No,No,No,No,No,No,No,No
Chase d'Arnaud,30,2B,0.1,2,1,1,2,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,430,0.799,433,1,0,0,0,0,0,/H4,0,Right,No,No,No,No,No,No,No,No,No
Eduardo Rodríguez*,24,P,-0.1,3,7,7,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-140,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Rick Porcello,28,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Chris Sale*,28,P,0.1,1,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,152,0.409,153,2,0,0,0,0,0,1,"AS,CYA-2,MVP-9",Left,No,No,No,No,No,No,No,No,No
Doug Fister*,33,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Kyle Kendrick,32,P,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-383,0,0,0,1,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Brian Johnson*,26,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
David Price*,31,P,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,430,0.892,500,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Drew Pomeranz,28,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Hector Velázquez,28,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Matt Barnes,27,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ben Taylor,24,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Brandon Workman,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Carson Smith,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Robby Scott#,27,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,No,No
Robbie Ross*,28,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Addison Reed*,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Fernando Abad*,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Heath Hembree,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Craig Kimbrel,29,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,"AS,CYA-6",Right,No,No,No,No,No,No,No,No,No
Joe Kelly,29,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
