Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Eric Hosmer*,28,1B,0.9,157,677,613,72,155,31,2,18,69,7,4,62,142,0.253,0.322,0.398,0.72,100,0.317,98,244,18,1,0,1,10,*3/H,0,Left,No,No,No,No,No,No,No,No,No
Hunter Renfroe,26,LF,2.4,117,441,403,53,100,23,1,26,68,2,1,30,109,0.248,0.302,0.504,0.805,120,0.353,125,203,9,3,0,5,2,79H/D,0,Right,No,No,No,No,No,No,No,No,No
Freddy Galvis#,28,SS,1.9,162,656,602,62,149,31,5,13,67,8,6,45,147,0.248,0.299,0.38,0.68,88,0.301,88,229,8,2,1,6,2,*6/4,0,Both,No,No,No,No,No,No,No,No,No
Manuel Margot,23,CF,1.3,141,519,477,50,117,26,8,8,51,11,10,32,88,0.245,0.292,0.384,0.675,87,0.291,82,183,9,2,1,7,4,*8/H,0,Right,No,No,No,No,No,No,No,No,No
Christian Villanueva,27,3B,1.8,110,384,351,42,83,15,0,20,46,3,0,23,104,0.236,0.299,0.45,0.75,106,0.332,108,158,12,9,0,1,0,5H/634,0,Right,No,No,No,No,No,No,No,No,No
Wil Myers,27,UT,2.1,83,343,312,39,79,25,1,11,39,13,1,30,94,0.253,0.318,0.446,0.763,110,0.347,114,139,10,0,0,1,1,579/H38D,0,Right,No,No,No,No,No,No,No,No,No
Austin Hedges,25,C,1.2,91,326,303,29,70,14,2,14,37,3,0,21,90,0.231,0.282,0.429,0.711,95,0.314,94,130,9,1,0,1,3,2/HD,0,Right,No,No,No,No,No,No,No,No,No
José Pirela,28,2B,-0.7,146,473,438,54,109,23,2,5,32,6,3,30,89,0.249,0.3,0.345,0.645,80,0.287,76,151,10,3,0,2,1,4H7/39D,0,Right,No,No,No,No,No,No,No,No,No
Franmil Reyes,22,RF,1.5,87,285,261,36,73,9,0,16,31,0,0,24,80,0.28,0.34,0.498,0.838,131,0.373,139,130,5,0,0,0,0,9H,0,Right,No,No,No,No,No,No,No,No,No
Cory Spangenberg*,27,IF,0.9,116,329,298,35,70,9,4,7,25,6,1,25,108,0.235,0.298,0.362,0.661,84,0.305,87,108,6,2,4,0,0,45H/71D6,0,Left,No,No,No,No,No,No,No,No,No
Carlos Asuaje*,26,2B,-0.2,79,218,189,15,37,8,1,2,19,1,1,24,46,0.196,0.286,0.28,0.566,59,0.264,60,53,5,1,1,3,1,4H/5,0,Left,No,No,No,No,No,No,No,No,No
