Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Giancarlo Stanton,28,DH,4.4,158,705,617,102,164,34,1,38,100,5,0,70,211,0.266,0.343,0.509,0.852,130,0.363,127,314,17,8,0,10,5,D97/H,MVP-19,Right,No,No,No,No,No,No,No,No,No
Miguel Andujar,23,3B,2.8,149,606,573,83,170,47,2,27,92,2,1,25,97,0.297,0.328,0.527,0.855,130,0.371,134,302,9,4,0,4,2,*5D/H,ROY-2,Right,No,No,No,No,No,No,No,No,No
Didi Gregorius*,28,SS,5.1,134,569,504,89,135,23,5,27,86,10,6,48,69,0.268,0.335,0.494,0.829,124,0.36,126,249,8,7,1,9,3,*6/H,MVP-20,Left,No,No,No,No,No,No,No,No,No
Aaron Hicks#,28,CF,4.3,137,581,480,90,119,18,3,27,79,11,2,90,111,0.248,0.366,0.467,0.833,127,0.366,128,224,1,3,2,6,1,*8/HD,MVP-22,Both,No,No,No,No,No,No,No,No,No
Gleyber Torres,21,2B,3.4,123,484,431,54,117,16,1,24,77,6,2,42,122,0.271,0.34,0.48,0.82,122,0.353,120,207,8,5,1,5,3,*46/H,"AS,ROY-3",Right,No,No,No,No,No,No,No,No,No
Aaron Judge,26,RF,6.0,112,498,413,77,115,22,0,27,67,6,3,76,152,0.278,0.392,0.528,0.919,150,0.396,152,218,10,4,0,5,3,9D/H8,"AS,MVP-12",Right,No,No,No,No,No,No,No,No,No
Gary Sánchez,25,C,1.2,89,374,323,51,60,17,0,18,53,1,0,46,94,0.186,0.291,0.406,0.697,89,0.308,88,131,10,3,0,2,0,2D/H,0,Right,No,No,No,No,No,No,No,No,No
Neil Walker#,32,IF,-0.3,113,398,347,48,76,12,1,11,46,0,0,42,87,0.219,0.309,0.354,0.664,82,0.297,80,123,3,5,0,4,3,3459H/D7,0,Both,No,No,No,No,No,No,No,No,No
Brett Gardner*,34,LF,3.3,140,609,530,95,125,20,7,12,45,16,2,65,107,0.236,0.322,0.368,0.69,89,0.317,91,195,6,5,4,5,0,*78/H,0,Left,No,No,No,No,No,No,No,No,No
Austin Romine,29,C,1.4,77,265,242,30,59,12,0,10,42,1,0,17,67,0.244,0.295,0.417,0.713,93,0.316,93,101,10,2,1,3,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Greg Bird*,25,1B,0.1,82,311,272,23,54,16,1,11,38,0,0,30,78,0.199,0.286,0.386,0.672,82,0.289,74,105,4,5,0,4,1,3/HD,0,Left,No,No,No,No,No,No,No,No,No
Luke Voit,27,1B,1.4,39,148,132,28,44,5,0,14,33,0,0,15,39,0.333,0.405,0.689,1.095,193,0.467,203,91,3,1,0,0,0,3/DH9,0,Right,No,No,No,No,No,No,No,No,No
Tyler Austin,26,1B,0.3,34,132,121,16,27,6,0,8,23,1,1,8,53,0.223,0.28,0.471,0.751,101,0.315,95,57,2,2,0,1,0,3/D,0,Right,No,No,No,No,No,No,No,No,No
Andrew McCutchen,31,OF,0.9,25,114,87,18,22,2,1,5,10,1,3,22,22,0.253,0.421,0.471,0.892,145,0.381,149,41,1,4,0,1,0,97/D,0,Right,No,No,No,No,No,No,No,No,No
Ronald Torreyes,25,IF,0.2,41,102,100,9,28,7,1,0,7,0,0,2,16,0.28,0.294,0.37,0.664,81,0.303,85,37,3,0,0,0,0,45/6H,0,Right,No,No,No,No,No,No,No,No,No
Brandon Drury,25,IF,-0.3,18,57,51,2,9,2,0,1,7,0,0,5,12,0.176,0.263,0.275,0.538,48,0.262,55,14,4,1,0,0,0,/54H3D,0,Right,No,No,No,No,No,No,No,No,No
Kyle Higashioka,28,C,-0.1,29,79,72,6,12,2,0,3,6,0,0,6,16,0.167,0.241,0.319,0.56,52,0.248,45,23,2,1,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Tyler Wade*,23,2B,-0.1,36,70,66,8,11,4,0,1,5,1,0,4,23,0.167,0.214,0.273,0.487,33,0.216,20,18,1,0,0,0,0,4H/96578,0,Left,No,No,No,No,No,No,No,No,No
Shane Robinson,33,OF,0.1,25,54,49,8,7,1,0,1,2,1,0,4,6,0.143,0.208,0.224,0.432,19,0.202,8,11,2,0,1,0,0,9/7H8D,0,Right,No,No,No,No,No,No,No,No,No
