Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Jay Bruce*,30,RF,2.5,103,448,406,61,104,20,0,29,75,0,1,39,102,0.256,0.321,0.52,0.841,121,0.36,124,211,9,1,0,2,0,93/D,0,Left,No,No,No,No,No,No,No
Michael Conforto*,24,OF,3.7,109,440,373,72,104,20,1,27,68,2,0,57,113,0.279,0.384,0.555,0.939,148,0.401,152,207,3,8,0,2,5,78H9/D,AS,Left,No,No,No,No,No,No,No
Asdrúbal Cabrera#,31,IF,1.3,135,540,479,66,134,32,0,14,59,3,2,50,83,0.28,0.351,0.434,0.785,110,0.351,117,208,19,5,1,5,1,654H/D,0,Both,No,No,No,No,No,No,No
José Reyes#,34,SS,0.1,145,561,501,75,123,25,7,15,58,24,6,50,79,0.246,0.315,0.413,0.728,94,0.326,95,207,3,2,5,3,1,654H/78,0,Both,No,No,No,No,No,No,No
Travis d'Arnaud,28,C,1.2,112,376,348,39,85,19,1,16,57,0,0,23,59,0.244,0.293,0.443,0.735,94,0.322,96,154,12,2,0,3,3,2H/45D,0,Right,No,No,No,No,No,No,No
Wilmer Flores,25,3B,0.3,110,362,336,42,91,17,1,18,52,1,1,17,54,0.271,0.307,0.488,0.795,109,0.337,108,164,14,3,0,6,1,53H4/D,0,Right,No,No,No,No,No,No,No
Curtis Granderson*,36,OF,1.8,111,395,337,58,77,22,3,19,52,4,2,53,90,0.228,0.334,0.481,0.815,116,0.349,115,162,4,2,0,3,2,89H/7D,0,Left,No,No,No,No,No,No,No
Yoenis Céspedes,31,LF,2.0,81,321,291,46,85,17,2,17,42,0,1,26,61,0.292,0.352,0.54,0.892,135,0.37,132,157,7,2,0,2,5,7/HD,0,Right,No,No,No,No,No,No,No
Lucas Duda*,31,1B,1.4,75,291,252,30,62,21,0,17,37,0,0,37,73,0.246,0.347,0.532,0.879,132,0.367,129,134,6,2,0,0,4,3/H,0,Left,No,No,No,No,No,No,No
Neil Walker#,31,2B,1.3,73,299,265,40,70,13,2,10,36,0,1,27,47,0.264,0.339,0.442,0.78,108,0.334,106,117,4,4,1,2,1,4/3H5,0,Both,No,No,No,No,No,No,No
T.J. Rivera,28,CI,0.9,73,231,214,27,62,13,1,5,27,1,0,9,32,0.29,0.33,0.43,0.76,103,0.345,112,92,4,5,1,2,0,53H4/7,0,Right,No,No,No,No,No,No,No
Dominic Smith*,22,1B,-0.9,49,183,167,17,33,6,0,9,26,0,0,14,49,0.198,0.262,0.395,0.658,74,0.285,70,66,5,1,0,1,0,3/H,0,Left,No,No,No,No,No,No,No
René Rivera,33,C,-0.1,54,187,174,15,40,4,0,8,23,0,1,9,54,0.23,0.278,0.391,0.669,77,0.279,66,68,3,3,0,1,3,2/H3,0,Right,No,No,No,No,No,No,No
Brandon Nimmo*,24,LF,1.0,69,215,177,26,46,11,1,5,21,2,0,33,60,0.26,0.379,0.418,0.797,115,0.36,122,74,3,2,1,2,1,7H8/9D,0,Left,No,No,No,No,No,No,No
Juan Lagares,28,CF,2.1,94,272,252,37,63,16,2,3,15,7,3,14,56,0.25,0.296,0.365,0.661,77,0.292,74,92,6,3,2,1,0,8H,0,Right,No,No,No,No,No,No,No
Kevin Plawecki,26,C,0.6,37,118,100,11,26,5,0,3,13,1,0,14,17,0.26,0.364,0.4,0.764,106,0.351,116,40,2,3,0,1,2,2/H13,0,Right,No,No,No,No,No,No,No
Amed Rosario,21,SS,-0.5,46,170,165,16,41,4,4,4,10,7,3,3,49,0.248,0.271,0.394,0.665,76,0.281,66,65,3,2,0,0,0,6/H,0,Right,No,No,No,No,No,No,No
Nori Aoki*,35,RF,-0.2,27,116,102,16,29,7,1,0,8,5,0,13,10,0.284,0.371,0.373,0.743,101,0.341,102,38,1,1,0,0,0,9/7H8,0,Left,No,No,No,No,No,No,No
Gavin Cecchini,23,2B,-0.6,32,82,77,4,16,2,0,1,7,0,1,4,19,0.208,0.256,0.273,0.529,43,0.227,32,21,3,1,0,0,1,4H,0,Right,No,No,No,No,No,No,No
Matt Reynolds,26,UT,-0.3,68,130,113,12,26,1,2,1,5,0,1,14,37,0.23,0.326,0.301,0.626,71,0.292,77,34,2,2,1,0,1,H56/4739,0,Right,No,No,No,No,No,No,No
Robert Gsellman,23,P,0.2,27,44,34,2,5,0,0,0,4,0,0,6,14,0.147,0.268,0.147,0.415,17,0.233,27,5,0,0,3,1,0,1/H,0,Right,No,No,No,No,No,No,No
Jacob deGrom*,29,P,0.4,34,77,71,6,15,1,0,1,4,1,0,2,22,0.211,0.233,0.268,0.5,34,0.237,29,19,0,0,4,0,0,1/H,CYA-8,Left,No,No,No,No,No,No,No
Travis Taijeron,28,RF,-0.6,26,59,52,3,9,2,0,1,3,0,0,5,24,0.173,0.271,0.269,0.54,47,0.249,43,14,1,2,0,0,0,9H,0,Right,No,No,No,No,No,No,No
Tomás Nido,23,C,0.0,5,10,10,0,3,1,0,0,3,0,0,0,2,0.3,0.3,0.4,0.7,86,0.302,82,4,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Seth Lugo,27,P,0.1,18,34,29,4,4,2,0,1,2,0,0,0,10,0.138,0.138,0.31,0.448,15,0.184,-21,9,1,0,5,0,0,1/H,0,Right,No,No,No,No,No,No,No
Phillip Evans,24,IF,0.2,19,38,33,4,10,2,0,0,1,0,0,4,8,0.303,0.395,0.364,0.758,107,0.336,106,12,0,1,0,0,0,H/54,0,Right,No,No,No,No,No,No,No
Matt Harvey,28,P,-0.3,18,36,34,2,2,0,0,0,1,0,0,1,13,0.059,0.086,0.059,0.145,-60,0.071,-90,2,3,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Rafael Montero,26,P,-0.2,32,28,25,1,2,0,0,0,1,0,0,0,10,0.08,0.08,0.08,0.16,-57,0.068,-109,2,0,0,3,0,0,1,0,Right,No,No,No,No,No,No,No
Tommy Milone*,30,P,0.1,10,7,5,0,1,0,0,0,1,0,0,1,4,0.2,0.333,0.2,0.533,49,0.266,48,1,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No
Steven Matz,26,P,-0.1,17,24,21,1,3,0,0,0,1,0,0,0,7,0.143,0.143,0.143,0.286,-23,0.123,-68,3,0,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No
Sean Gilmartin*,27,P,0.1,2,1,1,1,1,1,0,0,1,0,0,0,0,1.0,1.0,2.0,3.0,678,1.234,742,2,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Ty Kelly#,28,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/H,0,Both,No,No,No,No,No,No,No
Chris Flexen,22,P,0.0,13,14,13,0,2,1,0,0,0,0,0,0,7,0.154,0.154,0.231,0.385,2,0.164,-27,3,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Noah Syndergaard*,24,P,0.2,7,13,9,0,2,0,0,0,0,0,0,3,5,0.222,0.417,0.222,0.639,80,0.324,97,2,0,0,1,0,0,/1,0,Left,No,No,No,No,No,No,No
Tyler Pill*,27,P,-0.1,7,5,5,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Zack Wheeler*,27,P,0.0,17,29,27,1,2,1,0,0,0,0,0,1,12,0.074,0.107,0.111,0.218,-41,0.133,-45,3,0,0,1,0,0,1/H,0,Left,No,No,No,No,No,No,No
Josh Smoker*,28,P,0.0,49,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-137,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Fernando Salas,32,P,0.1,46,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,171,0.448,183,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Hansel Robles,26,P,0.0,43,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Paul Sewald,27,P,0.0,56,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Neil Ramírez,28,P,0.0,19,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jeurys Familia,27,P,0.0,25,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Chasen Bradford,27,P,0.0,25,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Adam Wilk*,29,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Kevin McGowan,25,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Jacob Rhame,24,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Addison Reed*,28,P,0.0,46,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
AJ Ramos,30,P,0.0,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Erik Goeddel,28,P,0.0,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Josh Edgin,30,P,0.0,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jamie Callahan,22,P,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Jerry Blevins*,33,P,0.0,70,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
