Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Eugenio Suárez,26,3B,4.0,143,606,527,79,149,22,2,34,104,1,1,64,142,0.283,0.366,0.526,0.892,136,0.385,139,277,20,9,0,6,7,*5/6H,"AS,MVP-18",Right,No,No,No,No,No,No,No,No,No
Scooter Gennett*,28,2B,3.0,154,638,584,86,181,30,3,23,92,4,2,42,125,0.31,0.357,0.49,0.847,125,0.372,129,286,14,4,3,5,3,*4/HD,AS,Left,No,No,No,No,No,No,No,No,No
Joey Votto*,34,1B,3.6,145,623,503,67,143,28,2,12,67,2,0,108,101,0.284,0.417,0.419,0.837,126,0.375,130,211,15,9,0,3,6,*3/HD,AS,Left,No,No,No,No,No,No,No,No,No
Adam Duvall,29,LF,1.3,105,370,331,40,68,19,0,15,61,2,2,34,100,0.205,0.286,0.399,0.685,82,0.306,81,132,8,4,0,1,3,7H3/5,0,Right,No,No,No,No,No,No,No,No,No
José Peraza,24,SS,2.2,157,683,632,85,182,31,4,14,58,23,6,29,75,0.288,0.326,0.416,0.742,98,0.33,95,263,12,9,8,5,4,*6/H9,0,Right,No,No,No,No,No,No,No,No,No
Scott Schebler*,27,RF,0.9,107,430,380,55,97,19,0,17,49,4,2,39,99,0.255,0.337,0.439,0.777,107,0.345,109,167,5,9,0,2,1,98/H7D,0,Left,No,No,No,No,No,No,No,No,No
Tucker Barnhart*,27,C,0.8,138,522,460,50,114,21,3,10,46,0,4,54,96,0.248,0.328,0.372,0.699,88,0.309,85,171,13,2,3,3,2,*2H3,0,Left,No,No,No,No,No,No,No,No,No
Jesse Winker*,24,OF,0.1,89,334,281,38,84,16,0,7,43,0,0,49,46,0.299,0.405,0.431,0.836,125,0.373,130,121,6,2,1,1,4,97H/D,0,Left,No,No,No,No,No,No,No,No,No
Phil Ervin,25,OF,-0.5,78,247,218,27,55,10,1,7,31,6,1,20,60,0.252,0.324,0.404,0.728,94,0.322,89,88,5,5,0,4,1,79H/81,0,Right,No,No,No,No,No,No,No,No,No
Billy Hamilton,27,CF,0.7,153,556,504,74,119,16,9,4,29,34,10,46,132,0.236,0.299,0.327,0.626,69,0.287,62,165,1,1,1,4,0,*8/H9,0,Right,No,No,No,No,No,No,No,No,No
Curt Casali,29,C,0.9,52,156,140,15,41,10,0,4,16,0,2,12,32,0.293,0.355,0.45,0.805,115,0.344,113,63,5,2,1,1,1,2/H34,0,Right,No,No,No,No,No,No,No,No,No
Dilson Herrera,24,UT,-0.2,53,97,87,11,16,5,0,5,11,0,0,8,39,0.184,0.268,0.414,0.682,80,0.296,73,36,0,2,0,0,0,H47/53,0,Right,No,No,No,No,No,No,No,No,No
Brandon Dixon,26,UT,-0.6,74,124,118,14,21,6,0,5,10,0,0,6,43,0.178,0.218,0.356,0.574,51,0.255,43,42,2,0,0,0,0,3H9/4751,0,Right,No,No,No,No,No,No,No,No,No
