Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Marcus Semien,28,SS,8.4,162,747,657,123,187,43,7,33,92,10,8,87,102,0.285,0.369,0.522,0.892,139,0.384,147,343,11,2,0,1,2,*6,MVP-3,Right,No,No,No,No,No,No,No,No,No
Matt Chapman,26,3B,7.3,156,670,583,102,145,36,3,36,91,1,1,73,147,0.249,0.342,0.506,0.848,127,0.361,129,295,12,11,0,3,0,*5,"AS,MVP-6,GG",Right,No,No,No,No,No,No,No,No,No
Matt Olson*,25,1B,5.1,127,547,483,73,129,26,0,36,91,0,0,51,138,0.267,0.351,0.545,0.896,139,0.373,138,263,11,12,0,1,7,*3,"MVP-21,GG",Left,No,No,No,No,No,No,No,No,No
Khris Davis,31,DH,-0.2,133,533,481,61,106,11,0,23,73,0,0,47,146,0.22,0.293,0.387,0.679,83,0.299,85,186,11,3,0,2,3,*D/H7,0,Right,No,No,No,No,No,No,No,No,No
Ramón Laureano,24,CF,3.5,123,481,434,79,125,29,0,24,67,13,2,27,123,0.288,0.34,0.521,0.86,129,0.363,127,226,7,11,1,8,0,*89/H,0,Right,No,No,No,No,No,No,No,No,No
Jurickson Profar#,26,2B,0.0,139,518,459,65,100,24,2,20,67,9,1,48,75,0.218,0.301,0.41,0.711,91,0.306,88,188,12,8,0,3,2,*4H/D73,0,Both,No,No,No,No,No,No,No,No,No
Josh Phegley,31,C,0.3,106,342,314,44,75,18,0,12,62,0,1,15,63,0.239,0.282,0.411,0.693,86,0.305,90,129,11,6,2,5,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Mark Canha,30,OF,4.3,126,497,410,80,112,16,3,26,58,3,2,67,107,0.273,0.396,0.517,0.913,146,0.394,152,212,10,18,0,2,1,89D3H7,0,Right,No,No,No,No,No,No,No,No,No
Chad Pinder,27,OF,1.7,124,370,341,45,82,21,0,13,47,0,1,20,88,0.24,0.29,0.416,0.706,89,0.306,91,142,11,5,1,3,0,79H45/86D3,0,Right,No,No,No,No,No,No,No,No,No
Stephen Piscotty,28,RF,1.0,93,393,357,46,89,17,1,13,44,2,0,29,84,0.249,0.309,0.412,0.72,94,0.309,91,147,13,3,1,3,0,9/DH,0,Right,No,No,No,No,No,No,No,No,No
Robbie Grossman#,29,LF,1.0,138,482,420,57,101,21,3,6,38,9,4,59,86,0.24,0.334,0.348,0.682,87,0.306,90,146,7,1,0,2,2,*7H9/8,0,Both,No,No,No,No,No,No,No,No,No
Seth Brown*,26,LF,0.8,26,83,75,11,22,8,2,0,13,1,0,7,23,0.293,0.361,0.453,0.815,121,0.351,119,34,2,1,0,0,0,7/H3,0,Left,No,No,No,No,No,No,No,No,No
Chris Herrmann*,31,C,-0.3,30,94,84,9,17,3,0,1,8,0,0,9,29,0.202,0.28,0.274,0.553,53,0.258,56,23,4,0,1,0,0,2/H7,0,Left,No,No,No,No,No,No,No,No,No
Sean Murphy,24,C,0.6,20,60,53,14,13,5,0,4,8,0,0,6,16,0.245,0.333,0.566,0.899,138,0.368,133,30,3,1,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No,No,No
Kendrys Morales#,36,1B,-0.3,34,126,108,9,22,1,1,1,7,0,0,14,20,0.204,0.31,0.259,0.569,59,0.272,66,28,3,3,0,1,0,3/DH1,0,Both,No,No,No,No,No,No,No,No,No
Dustin Garneau,31,C,0.2,7,19,17,3,5,2,0,1,7,0,0,2,4,0.294,0.368,0.588,0.957,154,0.395,152,10,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
