Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Freddie Freeman*,29,1B,3.8,158,692,597,113,176,34,2,38,121,6,3,87,127,0.295,0.389,0.549,0.938,135,0.392,136,328,17,6,0,2,11,*3/H,"AS,MVP-8,SS",Left,No,No,No,No,No,No,No,No,No
Ronald Acuña Jr.,21,CF,5.2,156,715,626,127,175,22,2,41,101,37,9,76,188,0.28,0.365,0.518,0.883,121,0.386,127,324,8,9,0,1,4,*879/H,"AS,MVP-5,SS",Right,No,Yes,Yes,No,No,No,No,No,No
Josh Donaldson,33,3B,5.3,155,659,549,96,142,33,0,37,94,4,2,100,155,0.259,0.379,0.521,0.9,126,0.388,133,286,13,8,0,2,2,*5/HD,MVP-11,Right,No,No,No,No,No,No,No,No,No
Ozzie Albies#,22,2B,4.6,160,702,640,102,189,43,8,24,86,15,4,54,112,0.295,0.352,0.5,0.852,113,0.369,117,320,2,4,0,4,6,*4/H,SS,Both,No,No,No,No,No,No,No,No,No
Dansby Swanson,25,SS,1.0,127,545,483,77,121,26,3,17,65,10,5,51,124,0.251,0.325,0.422,0.748,89,0.323,86,204,7,5,1,5,2,*6/H,0,Right,No,No,No,No,No,No,No,No,No
Nick Markakis*,35,RF,0.8,116,469,414,61,118,25,2,9,62,2,0,47,59,0.285,0.356,0.42,0.776,97,0.35,104,174,11,2,0,6,1,*9/7HD,0,Left,No,No,No,No,No,No,No,No,No
Austin Riley,22,LF,-0.1,80,297,274,41,62,11,1,18,49,0,2,16,108,0.226,0.279,0.471,0.75,86,0.308,77,129,4,5,0,2,3,7H/359D,0,Right,No,No,No,No,No,No,No,No,No
Brian McCann*,35,C,0.2,85,316,277,28,69,9,0,12,45,0,0,31,53,0.249,0.323,0.412,0.734,85,0.315,80,114,10,2,0,6,1,2/H,0,Left,No,No,No,No,No,No,No,No,No
Tyler Flowers,33,C,-0.2,85,310,271,36,62,11,3,11,34,0,0,31,105,0.229,0.319,0.413,0.733,85,0.314,79,112,8,6,0,2,3,2/H,0,Right,No,No,No,No,No,No,No,No,No
Johan Camargo#,25,IF,-0.7,98,248,232,31,54,12,1,7,32,1,0,15,43,0.233,0.279,0.384,0.663,67,0.287,59,89,5,0,1,0,2,H657/943D,0,Both,No,No,No,No,No,No,No,No,No
