Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Robbie Ray*,29,SP,6.9,13,7,.650,2.84,32,32,0,0,0,0,193.1,150,62,61,33,52,0,248,4,0,5,773,157,3.69,1.045,7.0,1.5,2.4,11.5,4.77,"CYA-1,MVP-15"
2,Hyun Jin Ryu*,34,SP,2.0,14,10,.583,4.37,31,31,0,1,1,0,169.0,170,85,82,24,37,0,143,2,0,2,701,102,4.02,1.225,9.1,1.3,2.0,7.6,3.86,
3,Steven Matz*,30,SP,2.2,14,7,.667,3.82,29,29,0,0,0,0,150.2,158,70,64,18,43,0,144,6,1,5,647,117,3.79,1.334,9.4,1.1,2.6,8.6,3.35,
4,Alek Manoah,23,SP,2.9,9,2,.818,3.22,20,20,0,0,0,0,111.2,77,44,40,12,40,0,127,16,1,0,459,139,3.80,1.048,6.2,1.0,3.2,10.2,3.18,ROY-8
5,Ross Stripling,31,SP,1.0,5,7,.417,4.80,24,19,1,0,0,0,101.1,99,55,54,23,30,0,94,2,0,0,431,93,5.21,1.273,8.8,2.0,2.7,8.3,3.13,
6,José Berríos,27,SP,1.5,5,4,.556,3.58,12,12,0,0,0,0,70.1,64,30,28,8,13,0,78,7,0,0,291,125,3.28,1.095,8.2,1.0,1.7,10.0,6.00,CYA-9
7,Jordan Romano,28,CL,2.4,7,1,.875,2.14,62,0,43,0,0,23,63.0,41,17,15,7,25,0,85,1,0,2,253,209,3.15,1.048,5.9,1.0,3.6,12.1,3.40,
8,Tim Mayza*,29,RP,1.0,5,2,.714,3.40,61,0,10,0,0,1,53.0,40,21,20,5,12,0,57,3,0,2,210,132,3.09,0.981,6.8,0.8,2.0,9.7,4.75,
9,Trent Thornton,27,RP,-0.3,1,3,.250,4.78,37,3,4,0,0,0,49.0,54,33,26,12,16,1,52,4,0,3,216,94,5.46,1.429,9.9,2.2,2.9,9.6,3.25,
10,Adam Cimber,30,RP,1.2,2,2,.500,1.69,39,0,9,0,0,1,37.1,31,10,7,2,5,0,30,2,0,0,146,266,2.82,0.964,7.5,0.5,1.2,7.2,6.00,
11,Rafael Dolis,33,RP,-0.2,2,3,.400,5.63,39,0,18,0,0,3,32.0,29,21,20,2,27,2,39,3,1,4,156,80,4.36,1.750,8.2,0.6,7.6,11.0,1.44,
12,Anthony Kay*,26,,-0.1,1,2,.333,5.61,11,5,0,0,0,0,33.2,38,22,21,7,18,0,39,3,0,2,156,80,5.43,1.663,10.2,1.9,4.8,10.4,2.17,
13,Trevor Richards,28,,0.6,4,2,.667,3.31,32,0,5,0,0,0,32.2,16,13,12,7,10,0,37,0,0,1,122,136,4.61,0.796,4.4,1.9,2.8,10.2,3.70,
14,Joel Payamps,27,,0.9,0,2,.000,2.70,22,0,8,0,0,0,30.0,21,10,9,3,11,2,22,1,0,0,119,167,4.20,1.067,6.3,0.9,3.3,6.6,2.00,
15,Tyler Chatwood,31,,-0.1,1,2,.333,5.46,30,0,3,0,0,1,28.0,20,17,17,1,20,0,32,3,0,1,125,83,3.81,1.429,6.4,0.3,6.4,10.3,1.60,
16,Tayler Saucedo*,28,,0.1,0,0,,4.56,29,0,9,0,0,0,25.2,22,14,13,1,10,0,19,2,1,2,109,99,3.60,1.247,7.7,0.4,3.5,6.7,1.90,
17,Anthony Castro,26,,0.0,1,2,.333,4.74,25,0,7,0,0,1,24.2,23,15,13,4,8,2,32,3,0,4,109,95,4.02,1.257,8.4,1.5,2.9,11.7,4.00,
18,Ryan Borucki*,27,,0.0,3,1,.750,4.94,24,0,6,0,0,0,23.2,18,14,13,5,11,0,21,1,0,2,98,91,5.66,1.225,6.8,1.9,4.2,8.0,1.91,
19,T.J. Zeuch,25,,-0.6,0,2,.000,6.60,5,3,0,0,0,0,15.0,21,16,11,6,9,0,8,0,0,0,74,69,9.10,2.000,12.6,3.6,5.4,4.8,0.89,
20,Nate Pearson,24,,0.1,1,1,.500,4.20,12,1,4,0,0,0,15.0,14,8,7,2,12,1,20,0,0,5,71,109,4.64,1.733,8.4,1.2,7.2,12.0,1.67,
21,Tommy Milone*,34,,-0.1,1,0,1.000,6.43,6,1,1,0,0,1,14.0,20,10,10,3,3,0,17,0,0,0,65,71,4.17,1.643,12.9,1.9,1.9,10.9,5.67,
22,Julian Merryweather,29,,0.1,0,1,.000,4.85,13,1,4,0,0,2,13.0,13,7,7,4,4,0,12,1,0,2,55,94,6.48,1.308,9.0,2.8,2.8,8.3,3.00,
23,Travis Bergen*,27,,0.5,2,0,1.000,1.69,10,1,2,0,0,0,10.2,5,2,2,1,8,0,6,2,0,0,46,273,6.08,1.219,4.2,0.8,6.8,5.1,0.75,
24,David Phelps,34,,0.4,0,0,,0.87,11,1,1,0,0,0,10.1,8,2,1,0,4,0,15,1,0,0,42,529,1.72,1.161,7.0,0.0,3.5,13.1,3.75,
25,Jacob Barnes,31,,-0.1,0,1,.000,6.30,10,0,1,0,0,0,10.0,12,7,7,1,6,0,15,1,0,0,49,73,3.57,1.800,10.8,0.9,5.4,13.5,2.50,
