Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Willy Adames,26,SS,4.3,139,617,563,83,134,31,0,31,98,8,3,49,166,0.238,0.298,0.458,0.756,110,0.328,108,258,11,1,0,4,3,*6/DH,0,Right,No,No,No,No,No,No,No,No,No
Rowdy Tellez*,27,1B,0.8,153,599,529,67,116,23,0,35,89,2,1,62,121,0.219,0.306,0.461,0.767,113,0.332,111,244,20,5,0,3,9,*3H/D,0,Left,No,No,No,No,No,No,No,No,No
Hunter Renfroe,30,RF,2.4,125,522,474,62,121,23,1,29,72,1,1,39,121,0.255,0.315,0.492,0.807,124,0.345,120,233,11,4,2,3,1,*9/D3,0,Right,No,No,No,No,No,No,No,No,No
Andrew McCutchen,35,DH,1.0,134,580,515,66,122,25,0,17,69,8,6,57,124,0.237,0.316,0.384,0.7,97,0.31,96,198,10,4,0,4,1,D79/8H,0,Right,No,No,No,No,No,No,No,No,No
Christian Yelich*,30,LF,2.5,154,671,575,99,145,25,4,14,57,19,3,88,162,0.252,0.355,0.383,0.738,109,0.335,110,220,9,5,1,2,5,*7D/H,0,Left,No,No,No,No,No,No,No,No,No
Tyrone Taylor,28,CF,2.2,120,405,373,49,87,21,3,17,51,3,2,22,102,0.233,0.286,0.442,0.729,102,0.315,99,165,11,7,0,3,0,*897H/D,0,Right,No,No,No,No,No,No,No,No,No
Kolten Wong*,31,2B,3.0,134,497,430,65,108,24,4,15,47,17,6,46,88,0.251,0.339,0.43,0.77,116,0.34,115,185,5,14,2,5,2,*4H/6D,0,Left,No,No,No,No,No,No,No,No,No
Luis Urías,25,IF,3.0,119,472,406,54,97,17,1,16,47,1,2,50,99,0.239,0.335,0.404,0.739,108,0.335,114,164,9,11,0,5,0,546/H,0,Right,No,No,No,No,No,No,No,No,No
Jace Peterson*,32,3B,2.2,112,328,288,44,68,14,2,8,34,12,1,33,85,0.236,0.316,0.382,0.698,97,0.312,91,110,8,2,2,3,2,5H9/347D1,0,Left,No,No,No,No,No,No,No,No,No
Victor Caratini#,28,C,0.5,95,314,272,26,54,12,0,9,34,0,0,31,67,0.199,0.3,0.342,0.642,82,0.292,82,93,11,9,1,1,1,2H/31D,0,Both,No,No,No,No,No,No,No,No,No
Keston Hiura,25,1B,0.8,80,266,234,34,53,8,1,14,32,5,2,23,111,0.226,0.316,0.449,0.765,113,0.347,121,105,3,8,0,1,0,3D4/H7,0,Right,No,No,No,No,No,No,No,No,No
Omar Narváez*,30,C,0.3,84,296,262,21,54,12,1,4,23,0,0,29,57,0.206,0.292,0.305,0.597,70,0.271,67,80,4,3,1,1,1,2/DH,0,Left,No,No,No,No,No,No,No,No,No
Mike Brosseau,28,3B,0.4,69,160,141,15,36,5,0,6,23,2,0,14,48,0.255,0.344,0.418,0.762,115,0.35,121,59,0,5,0,0,0,5H/613D,0,Right,No,No,No,No,No,No,No,No,No
Lorenzo Cain,36,CF,-0.4,43,156,145,17,26,5,0,1,9,2,2,8,36,0.179,0.231,0.234,0.465,32,0.221,34,34,4,2,0,1,0,8/H,0,Right,No,No,No,No,No,No,No,No,No
Garrett Mitchell*,23,CF,1.0,28,68,61,9,19,3,0,2,9,8,0,6,28,0.311,0.373,0.459,0.832,134,0.39,132,28,0,0,1,0,0,8/H,0,Left,No,No,No,No,No,No,No,No,No
Jonathan Davis,30,CF,0.0,37,91,76,9,17,1,0,0,4,7,1,14,26,0.224,0.344,0.237,0.581,69,0.29,71,18,1,0,1,0,0,8/H,0,Right,No,No,No,No,No,No,No,No,No
Mark Mathias,27,2B,0.1,6,17,16,2,2,0,0,1,4,1,0,0,4,0.125,0.118,0.313,0.43,16,0.241,35,5,0,0,0,1,0,/4,0,Right,No,No,No,No,No,No,No,No,No
Pedro Severino,28,UT,0.0,8,21,18,0,4,2,0,0,1,0,0,3,7,0.222,0.333,0.333,0.667,90,0.304,91,6,0,0,0,0,0,/2H3D,0,Right,No,No,No,No,No,No,No,No,No
Pablo Reyes,28,IF,-0.2,5,16,15,1,4,0,0,0,0,0,0,1,2,0.267,0.313,0.267,0.579,67,0.244,48,4,0,0,0,0,0,/651,0,Right,No,No,No,No,No,No,No,No,No
Alex Jackson,26,C,-0.1,5,12,12,0,3,0,0,0,0,0,0,0,7,0.25,0.25,0.25,0.5,42,0.225,33,3,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Esteury Ruiz,23,OF,-0.2,3,9,8,2,0,0,0,0,0,0,0,1,2,0.0,0.111,0.0,0.111,-65,0.077,-72,0,0,0,0,0,0,/78H,0,Right,No,No,No,No,No,No,No,No,No
Mario Feliciano,23,C,0.0,2,5,4,0,1,0,0,0,0,0,0,1,1,0.25,0.4,0.25,0.65,90,0.319,102,1,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
