Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Ryan Mountcastle,24,1B,1.0,144,586,534,77,136,23,1,33,89,4,3,41,161,0.255,0.309,0.487,0.796,114,0.336,111,260,12,4,0,7,2,3D7/H,ROY-6,Right,No,No,No,No,No,No,No
Austin Hays,25,LF,3.2,131,529,488,73,125,26,4,22,71,4,3,28,107,0.256,0.308,0.461,0.769,107,0.33,106,225,9,9,3,1,0,*79/H8,0,Right,No,No,No,No,No,No,No
Trey Mancini,29,DH,1.0,147,616,556,77,142,33,1,21,71,0,0,51,143,0.255,0.326,0.432,0.758,106,0.327,104,240,19,8,0,1,4,3D/H,0,Right,No,No,No,No,No,No,No
Cedric Mullins*,26,CF,5.9,159,675,602,91,175,37,5,30,59,30,8,59,125,0.291,0.36,0.518,0.878,137,0.378,137,312,2,8,1,4,3,*8/HD,"AS,MVP-9,SS",Left,No,Yes,Yes,No,No,No,No
Anthony Santander#,26,RF,0.3,110,438,406,54,98,24,0,18,50,1,1,23,101,0.241,0.286,0.433,0.72,94,0.306,90,176,11,4,1,4,0,9D/H7,0,Both,No,No,No,No,No,No,No
Maikel Franco,28,3B,-1.5,104,403,377,31,79,22,0,11,47,0,0,20,67,0.21,0.253,0.355,0.609,65,0.266,60,134,12,3,0,3,0,5/DH3,0,Right,No,No,No,No,No,No,No
Pedro Severino,27,C,1.0,113,419,379,32,94,18,0,11,46,0,0,34,109,0.248,0.308,0.383,0.69,88,0.306,89,145,9,1,0,5,1,*2/DH,0,Right,No,No,No,No,No,No,No
Ramón Urías,27,MI,2.0,85,296,262,33,73,14,0,7,38,1,2,28,76,0.279,0.361,0.412,0.774,112,0.343,117,108,3,6,0,0,0,645/H,0,Right,No,No,No,No,No,No,No
DJ Stewart*,27,OF,-0.2,100,318,270,39,55,10,0,12,33,0,0,44,89,0.204,0.324,0.374,0.698,91,0.313,94,101,3,4,0,0,1,79HD,0,Left,No,No,No,No,No,No,No
Freddy Galvis#,31,SS,1.0,72,274,249,36,62,12,1,9,26,1,0,18,58,0.249,0.306,0.414,0.72,95,0.31,91,103,5,3,2,1,1,6/H,0,Both,No,No,No,No,No,No,No
Pat Valaika,28,2B,-1.9,90,281,259,17,52,8,0,5,25,1,1,16,76,0.201,0.25,0.29,0.54,48,0.236,40,75,4,2,1,3,0,46/H3715,0,Right,No,No,No,No,No,No,No
