Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Joey Gallo*,28,RF,0.0,82,273,233,32,37,4,1,12,24,2,0,40,106,0.159,0.282,0.339,0.621,76,0.286,78,79,0,0,0,0,0,79/H8D,0,Left,No,No,No,No,No,No,No,No,No
Oswaldo Cabrera#,23,RF,2.0,44,171,154,21,38,8,1,6,19,3,2,15,44,0.247,0.312,0.429,0.74,108,0.325,108,66,1,0,1,1,0,9/76345H,0,Both,No,No,No,No,No,No,No,No,No
Marwin González#,33,UT,0.8,85,207,184,20,34,7,0,6,18,3,0,14,54,0.185,0.255,0.321,0.576,63,0.273,66,59,8,4,3,2,0,6973H5/4D1,0,Both,No,No,No,No,No,No,No,No,No
Andrew Benintendi*,27,LF,0.6,33,131,114,14,29,9,1,2,12,4,1,13,25,0.254,0.331,0.404,0.734,108,0.332,109,46,1,1,1,2,0,7/H,AS,Left,No,No,No,No,No,No,No,No,No
Harrison Bader,28,CF,-0.1,14,49,46,3,10,3,0,0,9,2,1,2,15,0.217,0.245,0.283,0.528,50,0.23,38,13,0,0,0,1,0,8/H,0,Right,No,No,No,No,No,No,No,No,No
Miguel Andujar,27,LF,0.2,27,100,96,9,22,2,0,1,8,4,0,3,22,0.229,0.25,0.281,0.531,51,0.279,67,27,0,0,0,1,0,7/DH3,0,Right,No,No,No,No,No,No,No,No,No
Tim Locastro,29,OF,-0.2,38,46,43,13,8,1,0,2,4,8,2,2,7,0.186,0.239,0.349,0.588,65,0.279,58,15,0,1,0,0,0,H7/89D,0,Right,No,No,No,No,No,No,No,No,No
Oswald Peraza,22,MI,0.5,18,57,49,8,15,3,0,1,2,2,0,6,9,0.306,0.404,0.429,0.832,138,0.396,153,21,3,2,0,0,0,6/4H,0,Right,No,No,No,No,No,No,No,No,No
Estevan Florial*,24,OF,-0.5,17,35,31,4,3,0,0,0,1,2,0,3,13,0.097,0.2,0.097,0.297,-11,0.168,-17,3,0,1,0,0,0,8/H7D,0,Left,No,No,No,No,No,No,No,No,No
Ronald Guzmán*,27,1B,-0.2,3,6,6,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-129,0,1,0,0,0,0,/3,0,Left,No,No,No,No,No,No,No,No,No
Rob Brantly*,32,C,0.0,1,3,3,0,1,1,0,0,0,0,0,0,0,0.333,0.333,0.667,1.0,175,0.419,176,2,0,0,0,0,0,/2,0,Left,No,No,No,No,No,No,No,No,No
Jonathan Loáisiga,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Clarke Schmidt,26,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
