Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nick Castellanos,29,RF,3.1,138,585,531,95,164,38,1,34,100,3,1,41,121,0.309,0.362,0.576,0.939,138,0.398,140,306,16,7,0,6,5,*9/DH,"AS,MVP-12,SS",Right,No,No,No,No,No,No,No,No,No
Joey Votto*,37,1B,3.3,129,533,448,73,119,23,1,36,99,1,0,77,127,0.266,0.375,0.563,0.938,139,0.397,139,252,7,4,0,4,6,*3/DH,MVP-16,Left,No,No,No,No,No,No,No,No,No
Eugenio Suárez,29,3B,-0.5,145,574,505,71,100,23,0,31,79,0,1,56,171,0.198,0.286,0.428,0.713,82,0.31,78,216,14,8,0,5,0,56H,0,Right,Yes,No,No,No,No,No,No,No,No
Jesse Winker*,27,LF,2.7,110,485,423,77,129,32,1,24,71,1,0,53,75,0.305,0.394,0.556,0.949,143,0.41,148,235,14,9,0,0,1,7/9DH8,AS,Left,No,No,No,No,No,No,No,No,No
Tyler Naquin*,30,CF,0.6,127,454,411,52,111,24,2,19,70,5,3,35,106,0.27,0.333,0.477,0.809,107,0.354,109,196,9,5,0,3,1,*879H,0,Left,No,No,No,No,No,No,No,No,No
Jonathan India,24,2B,4.1,150,631,532,98,143,34,2,21,69,12,3,71,141,0.269,0.376,0.459,0.835,116,0.377,123,244,13,23,1,4,1,*4/H,ROY-1,Right,No,No,No,No,No,No,No,No,No
Kyle Farmer,30,SS,1.2,147,529,483,60,127,22,2,16,63,2,3,22,97,0.263,0.316,0.416,0.732,88,0.32,85,201,16,18,1,5,1,*65/4H37,0,Right,No,No,No,No,No,No,No,No,No
Tucker Barnhart*,30,C,0.3,116,388,348,41,86,21,0,7,48,0,0,29,100,0.247,0.317,0.368,0.685,77,0.304,73,128,8,8,0,3,1,2H/3,0,Left,No,No,No,No,No,No,No,No,No
Tyler Stephenson,24,UT,2.0,132,402,350,56,100,21,0,10,45,0,0,41,75,0.286,0.366,0.431,0.797,106,0.355,109,151,11,6,0,5,1,2H3/7,ROY-6,Right,No,No,No,No,No,No,No,No,No
Aristides Aquino,27,OF,-0.3,84,204,174,25,33,6,1,10,23,2,2,27,75,0.19,0.299,0.408,0.707,81,0.306,76,71,0,1,0,2,2,7H98,0,Right,No,No,No,No,No,No,No,No,No
Mike Moustakas*,32,3B,-1.1,62,206,183,21,38,12,0,6,22,0,0,18,46,0.208,0.282,0.372,0.653,68,0.284,59,68,6,2,0,3,0,5H3/4,0,Left,No,No,No,No,No,No,No,No,No
