Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Didi Gregorius*,30,SS,1.2,60,237,215,34,61,10,2,10,40,3,2,15,28,0.284,0.339,0.488,0.827,120,0.345,112,105,4,4,1,2,3,*6/H,0,Left,No,No,No,No,No,No,No,No,No
Andrew McCutchen,33,LF,-0.1,57,241,217,32,55,9,0,10,34,4,0,22,48,0.253,0.324,0.433,0.757,102,0.338,103,94,4,1,0,1,0,7D/H,0,Right,No,No,No,No,No,No,No,No,No
Bryce Harper*,27,RF,2.0,58,244,190,41,51,9,2,13,33,8,2,49,43,0.268,0.42,0.542,0.962,158,0.408,154,103,5,2,1,2,8,*9D/8,0,Left,No,No,No,No,No,No,No,No,No
J.T. Realmuto,29,C,1.3,47,195,173,33,46,6,0,11,32,4,1,16,48,0.266,0.349,0.491,0.84,124,0.364,123,85,3,6,0,0,0,2/D3H,0,Right,No,No,No,No,No,No,No,No,No
Rhys Hoskins,27,1B,0.9,41,185,151,35,37,9,0,10,26,1,0,29,43,0.245,0.384,0.503,0.887,138,0.402,149,76,4,5,0,0,0,3/D,0,Right,No,No,No,No,No,No,No,No,No
Jean Segura,30,2B,1.2,54,217,192,28,51,5,2,7,25,2,2,23,45,0.266,0.347,0.422,0.769,107,0.336,107,81,6,1,1,0,2,45/6D,0,Right,No,No,No,No,No,No,No,No,No
Alec Bohm,23,3B,0.8,44,180,160,24,54,11,0,4,23,1,1,16,36,0.338,0.4,0.481,0.881,137,0.385,139,77,4,2,0,2,0,5/3D,ROY-2,Right,No,No,No,No,No,No,No,No,No
Andrew Knapp#,28,C,0.8,33,89,72,9,20,4,1,2,15,0,0,15,19,0.278,0.404,0.444,0.849,130,0.383,137,32,1,1,0,1,0,2/HD3,0,Both,No,No,No,No,No,No,No,No,No
Jay Bruce*,33,UT,0.2,32,103,96,11,19,4,2,6,14,0,0,7,24,0.198,0.252,0.469,0.721,89,0.315,90,45,1,0,0,0,1,7D/H93,0,Left,No,No,No,No,No,No,No,No,No
Adam Haseley*,24,CF,0.0,40,92,79,7,22,5,0,0,13,0,0,7,17,0.278,0.348,0.342,0.69,88,0.326,98,27,3,2,3,1,1,87/9H,0,Left,No,No,No,No,No,No,No,No,No
Phil Gosselin,31,DH,0.0,39,102,92,14,23,5,0,3,12,0,0,10,27,0.25,0.324,0.402,0.726,95,0.322,95,37,3,0,0,0,1,D/H37945,0,Right,No,No,No,No,No,No,No,No,No
Roman Quinn#,27,CF,0.0,41,116,108,14,23,3,1,2,7,12,0,5,39,0.213,0.261,0.315,0.576,55,0.289,55,34,0,2,1,0,0,8/H9,0,Both,No,No,No,No,No,No,No,No,No
Scott Kingery,26,2B,-0.9,36,124,113,12,18,5,0,3,6,0,0,9,35,0.159,0.228,0.283,0.511,37,0.249,44,32,1,1,1,0,0,4/8H6,0,Right,No,No,No,No,No,No,No,No,No
Neil Walker#,34,UT,-0.1,18,41,39,5,9,3,0,0,3,0,0,1,13,0.231,0.244,0.308,0.552,48,0.239,37,12,0,0,0,1,0,/4HD3517,0,Both,No,No,No,No,No,No,No,No,No
Kyle Garlick,28,OF,-0.4,12,23,22,0,3,1,0,0,3,0,0,0,7,0.136,0.174,0.182,0.356,-3,0.203,12,4,0,1,0,0,0,/79HD,0,Right,No,No,No,No,No,No,No,No,No
Rafael Marchán#,21,C,0.2,3,9,8,3,4,0,0,1,3,0,0,1,2,0.5,0.556,0.875,1.431,279,0.596,286,7,0,0,0,0,0,/2,0,Both,No,No,No,No,No,No,No,No,No
Mickey Moniak*,22,OF,0.1,8,18,14,3,3,0,0,0,0,0,0,4,6,0.214,0.389,0.214,0.603,70,0.307,84,3,0,0,0,0,0,/7H9D,0,Left,No,No,No,No,No,No,No,No,No
Ronald Torreyes,27,UT,-0.1,4,7,7,1,1,1,0,0,0,0,0,0,0,0.143,0.143,0.286,0.429,12,0.176,-6,2,1,0,0,0,0,/648,0,Right,No,No,No,No,No,No,No,No,No
Héctor Neris,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Aaron Nola,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,CYA-7,Right,No,No,No,No,No,No,No,No,No
Blake Parker,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Trevor Kelley,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Austin Davis*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
