Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Giancarlo Stanton,27,RF,8.1,159,692,597,123,168,32,0,59,132,2,2,85,163,0.281,0.376,0.631,1.007,169,0.417,171,377,13,7,0,3,13,*9/HD,"AS,MVP-1,SS",Right,No,No,No,No,No,No,No,No,No
Marcell Ozuna,26,LF,5.7,159,679,613,93,191,30,2,37,124,1,3,64,144,0.312,0.376,0.548,0.924,149,0.389,151,336,18,0,0,2,4,*7/H8D9,"AS,MVP-15,GG,SS",Right,No,No,No,No,No,No,No,No,No
Justin Bour*,29,1B,2.7,108,429,377,52,109,18,0,25,83,1,0,47,95,0.289,0.366,0.536,0.902,143,0.382,145,202,10,1,0,4,7,3/HD,0,Left,No,No,No,No,No,No,No,No,No
Christian Yelich*,25,CF,3.7,156,695,602,100,170,36,2,18,81,16,2,80,137,0.282,0.369,0.439,0.807,120,0.357,123,264,13,6,0,6,4,*8/H,0,Left,No,No,No,No,No,No,No,No,No
J.T. Realmuto,26,C,4.5,141,579,532,68,148,31,5,17,65,8,2,36,106,0.278,0.332,0.451,0.783,112,0.343,115,240,13,8,0,3,4,*2/3HD,0,Right,No,No,No,No,No,No,No,No,No
Derek Dietrich*,27,3B,1.1,135,464,406,56,101,22,5,13,53,0,1,36,98,0.249,0.334,0.424,0.758,106,0.329,107,172,4,18,0,4,5,5H34/7,0,Left,No,No,No,No,No,No,No,No,No
Dee Strange-Gordon*,29,2B,3.7,158,695,653,114,201,20,9,2,33,60,16,25,93,0.308,0.341,0.375,0.716,97,0.324,96,245,7,10,2,4,0,*4/H6,0,Left,No,No,No,No,No,No,No,No,No
JT Riddle*,25,SS,0.7,70,247,228,20,57,13,1,3,31,0,2,12,50,0.25,0.282,0.355,0.637,73,0.273,68,81,6,0,2,5,2,6/H,0,Left,No,No,No,No,No,No,No,No,No
Tyler Moore,30,1B,-0.3,104,203,187,17,43,14,0,6,30,0,0,10,56,0.23,0.267,0.401,0.668,80,0.292,79,75,7,1,1,4,0,H3/79,0,Right,No,No,No,No,No,No,No,No,No
Miguel Rojas,28,SS,2.0,90,306,272,37,79,16,2,1,26,2,1,27,32,0.29,0.361,0.375,0.736,103,0.331,107,102,6,4,1,2,5,65/H34,0,Right,No,No,No,No,No,No,No,No,No
Ichiro Suzuki*,43,OF,-0.2,136,215,196,19,50,6,0,3,20,1,1,17,35,0.255,0.318,0.332,0.649,79,0.286,76,65,2,1,1,0,1,*H98/7D,0,Left,No,No,No,No,No,No,No,No,No
A.J. Ellis,36,C,0.6,51,163,143,17,30,5,0,6,14,0,0,12,29,0.21,0.298,0.371,0.669,82,0.299,84,53,6,6,2,0,0,2H,0,Right,No,No,No,No,No,No,No,No,No
Martín Prado,33,3B,0.4,37,147,140,13,35,9,0,2,12,0,0,6,22,0.25,0.279,0.357,0.636,73,0.276,68,50,4,0,0,1,0,5/HD,0,Right,No,No,No,No,No,No,No,No,No
Tomás Telis#,26,1B,-0.1,48,111,104,13,25,5,3,0,9,0,0,3,10,0.24,0.279,0.346,0.625,70,0.289,77,36,1,3,0,1,0,3H/2,0,Both,No,No,No,No,No,No,No,No,No
Mike Aviles,36,IF,-0.3,37,97,86,5,20,2,0,1,8,0,0,6,15,0.233,0.298,0.291,0.589,63,0.268,60,25,3,2,3,0,2,6H/4539,0,Right,No,No,No,No,No,No,No,No,No
Brian Anderson,24,3B,-0.3,25,95,84,11,22,7,1,0,8,0,0,10,28,0.262,0.337,0.369,0.706,94,0.321,100,31,1,0,0,1,0,5/H,0,Right,No,No,No,No,No,No,No,No,No
Adeiny Hechavarría,28,SS,0.2,20,67,65,8,18,2,1,1,6,0,0,1,9,0.277,0.288,0.385,0.672,82,0.298,83,25,1,0,1,0,0,6/H,0,Right,No,No,No,No,No,No,No,No,No
Vance Worley,29,P,-0.1,25,27,22,0,4,0,0,0,3,0,0,0,8,0.182,0.182,0.182,0.364,0,0.159,-43,4,1,0,5,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
José Ureña,25,P,-0.2,32,56,48,3,5,1,0,0,2,0,0,0,28,0.104,0.104,0.125,0.229,-37,0.098,-87,6,0,0,8,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Odrisamer Despaigne,30,P,-0.1,18,20,19,0,2,0,0,0,1,0,0,0,5,0.105,0.105,0.105,0.211,-42,0.094,-72,2,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Dan Straily,28,P,-0.4,31,64,55,2,4,1,0,0,1,0,0,1,33,0.073,0.089,0.091,0.18,-50,0.081,-97,5,1,0,8,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Edinson Vólquez,33,P,0.2,15,30,26,0,5,0,0,0,1,0,0,1,11,0.192,0.214,0.192,0.407,13,0.217,20,5,0,0,2,1,0,1,0,Right,No,No,No,No,No,No,No,No,No
Christian Colón,28,IF,-0.1,17,38,33,3,5,1,0,0,0,0,0,4,7,0.152,0.243,0.182,0.425,20,0.212,17,6,2,0,1,0,1,5/4H,0,Right,No,No,No,No,No,No,No,No,No
Steve Lombardozzi#,28,2B,-0.2,2,8,8,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-132,0,0,0,0,0,0,/4,0,Both,No,No,No,No,No,No,No,No,No
Adam Conley*,27,P,0.0,20,32,24,3,3,0,0,0,0,0,0,2,14,0.125,0.192,0.125,0.317,-10,0.157,-45,3,0,0,6,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Tom Koehler,31,P,-0.2,11,21,21,0,1,0,0,0,0,0,0,0,15,0.048,0.048,0.048,0.095,-74,0.043,-100,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
