Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Eugenio Suárez,28,3B,0.6,57,231,198,29,40,8,0,15,38,2,0,30,67,0.202,0.312,0.47,0.781,100,0.346,102,93,5,2,0,1,1,*5,0,Right,No,No,No,No,No,No,No
Nick Castellanos,28,RF,0.0,60,242,218,37,49,11,2,14,34,0,2,19,69,0.225,0.298,0.486,0.784,100,0.331,96,106,5,4,0,1,1,*9/DH,0,Right,No,No,No,No,No,No,No
Mike Moustakas*,31,2B,0.2,44,163,139,13,32,9,0,8,27,1,0,18,36,0.23,0.331,0.468,0.799,105,0.347,103,65,5,4,0,2,1,43/D5H,0,Left,No,No,No,No,No,No,No
Jesse Winker*,26,DH,1.3,54,183,149,27,38,7,0,12,23,1,0,28,46,0.255,0.388,0.544,0.932,139,0.403,142,81,3,5,0,1,0,D7/H9,0,Left,No,No,No,No,No,No,No
Joey Votto*,36,1B,0.0,54,223,186,32,42,8,0,11,22,0,0,37,43,0.226,0.354,0.446,0.8,107,0.352,107,83,5,0,0,0,1,*3/D,0,Left,No,No,No,No,No,No,No
Freddy Galvis#,30,SS,0.2,47,159,141,18,31,5,0,7,16,1,1,13,30,0.22,0.308,0.404,0.712,84,0.309,79,57,5,5,0,0,0,64/H,0,Both,No,No,No,No,No,No,No
Tucker Barnhart*,29,C,0.8,38,110,98,10,20,3,0,5,13,0,0,12,28,0.204,0.291,0.388,0.679,75,0.298,70,38,2,0,0,0,0,2/3H,GG,Left,No,No,No,No,No,No,No
Matt Davidson,29,DH,-0.3,20,47,43,3,7,1,0,3,11,0,0,4,13,0.163,0.234,0.395,0.629,60,0.269,50,17,2,0,0,0,0,DH/13,0,Right,No,No,No,No,No,No,No
Shogo Akiyama*,32,LF,0.8,54,183,155,16,38,6,1,0,9,7,3,25,34,0.245,0.357,0.297,0.654,74,0.311,78,46,1,2,0,0,0,*78/HD,0,Left,No,No,No,No,No,No,No
Nick Senzel,25,CF,-0.3,23,78,70,8,13,6,0,2,8,2,1,6,15,0.186,0.247,0.357,0.604,55,0.259,42,25,2,0,0,1,0,8/H,0,Right,No,No,No,No,No,No,No
Curt Casali,31,C,0.5,31,93,76,10,17,3,0,6,8,2,0,14,29,0.224,0.366,0.5,0.866,123,0.376,121,38,2,3,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No
Aristides Aquino,26,OF,-0.1,23,56,47,7,8,1,0,2,8,1,0,6,18,0.17,0.304,0.319,0.623,63,0.308,74,15,1,3,0,0,0,7/H9D8,0,Right,No,No,No,No,No,No,No
Tyler Stephenson,23,DH,0.3,8,20,17,4,5,0,0,2,6,0,0,2,9,0.294,0.4,0.647,1.047,167,0.438,167,11,0,1,0,0,0,/2DH,0,Right,No,No,No,No,No,No,No
Brian Goodwin*,29,CF,-0.5,20,55,49,5,8,2,0,2,5,4,0,5,19,0.163,0.236,0.327,0.563,45,0.277,44,16,1,0,0,1,0,8/H79D,0,Left,No,No,No,No,No,No,No
Kyle Farmer,29,IF,0.4,32,70,64,4,17,3,0,0,4,1,0,5,13,0.266,0.329,0.313,0.641,69,0.307,74,20,0,1,0,0,0,64/573H,0,Right,No,No,No,No,No,No,No
Jose Barrero,22,SS,-0.7,24,68,67,4,13,0,0,0,2,1,1,1,26,0.194,0.206,0.194,0.4,6,0.174,-13,13,1,0,0,0,0,6/HD,0,Right,No,No,No,No,No,No,No
Christian Colón,31,2B,-0.4,11,24,23,3,3,1,0,0,2,1,0,1,3,0.13,0.167,0.174,0.341,-11,0.162,-31,4,1,0,0,0,0,/4DH3,0,Right,No,No,No,No,No,No,No
Josh VanMeter*,25,IF,-0.2,14,38,34,3,2,1,0,1,1,1,0,3,16,0.059,0.158,0.176,0.334,-13,0.165,-27,6,0,1,0,0,0,/4DH3,0,Left,No,No,No,No,No,No,No
Phil Ervin,27,OF,-0.3,19,42,35,5,3,0,0,0,0,1,0,6,8,0.086,0.238,0.086,0.324,-10,0.205,2,3,1,1,0,0,0,H7/89D,0,Right,No,No,No,No,No,No,No
Mark Payton*,28,LF,-0.2,8,20,18,0,3,1,0,0,0,1,0,2,5,0.167,0.25,0.222,0.472,25,0.234,17,4,1,0,0,0,0,/7HD,0,Left,No,No,No,No,No,No,No
Travis Jankowski*,29,OF,-0.3,16,17,15,3,1,0,0,0,0,2,1,2,7,0.067,0.176,0.067,0.243,-32,0.133,-42,1,1,0,0,0,0,/8H97D,0,Left,No,No,No,No,No,No,No
Michael Lorenzen,28,P,0.0,6,1,0,2,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.734,383,0,0,1,0,0,0,1/H8,0,Right,No,No,No,No,No,No,No
Raisel Iglesias,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
