Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Bryan Reynolds#,27,CF,3.0,145,614,542,74,142,19,4,27,62,7,3,56,141,0.262,0.345,0.461,0.807,127,0.359,131,250,13,14,0,2,6,*8D/7H,0,Both,No,No,No,No,No,No,No,No,No
Oneil Cruz*,23,SS,2.3,87,361,331,45,77,13,4,17,54,10,4,28,126,0.233,0.294,0.45,0.744,108,0.324,105,149,3,1,0,1,1,6/DH7,ROY-6,Left,No,No,No,No,No,No,No,No,No
Michael Chavis,26,1B,-0.2,129,426,401,39,92,16,3,14,49,1,1,19,126,0.229,0.265,0.389,0.654,83,0.281,75,156,4,2,0,4,1,3H4/5D,0,Right,No,No,No,No,No,No,No,No,No
Ben Gamel*,30,LF,0.1,115,423,371,42,86,20,2,9,46,5,1,48,98,0.232,0.324,0.369,0.693,97,0.314,98,137,5,3,0,1,2,79DH/38,0,Left,No,No,No,No,No,No,No,No,No
Ke'Bryan Hayes,25,3B,4.4,136,560,505,55,123,24,3,7,41,20,5,48,122,0.244,0.314,0.345,0.659,88,0.307,91,174,12,5,0,2,0,*5/H6D,0,Right,No,No,No,No,No,No,No,No,No
Jack Suwinski*,23,OF,1.2,106,372,326,45,66,11,0,19,38,4,2,41,114,0.202,0.298,0.411,0.709,99,0.315,100,134,5,4,0,1,1,798/HD,0,Left,No,No,No,No,No,No,No,No,No
Daniel Vogelbach*,29,DH,0.6,75,278,237,29,54,10,1,12,34,0,0,40,67,0.228,0.338,0.43,0.769,117,0.336,115,102,8,0,0,1,1,DH/3,0,Left,No,No,No,No,No,No,No,No,No
Diego Castillo,24,UT,-0.5,96,283,262,28,54,13,0,11,29,1,1,14,75,0.206,0.251,0.382,0.633,77,0.287,80,100,7,3,0,4,1,649H/351D,0,Right,No,No,No,No,No,No,No,No,No
Rodolfo Castro#,23,IF,1.4,71,278,253,25,59,8,4,11,27,5,3,22,74,0.233,0.299,0.427,0.725,103,0.32,104,108,6,2,0,1,0,456/DH,0,Both,No,No,No,No,No,No,No,No,No
Kevin Newman,28,2B,1.1,78,309,288,31,79,18,2,2,24,8,2,16,48,0.274,0.316,0.372,0.687,95,0.311,95,107,6,2,2,1,0,46/HD,0,Right,No,No,No,No,No,No,No,No,No
Yoshi Tsutsugo*,30,1B,-1.6,50,193,170,11,29,4,0,2,19,0,0,19,50,0.171,0.249,0.229,0.478,37,0.225,35,39,3,0,0,4,0,3D/H,0,Left,No,No,No,No,No,No,No,No,No
Calvin Mitchell*,23,RF,-0.3,69,232,212,21,48,11,0,5,17,3,1,18,52,0.226,0.286,0.349,0.635,80,0.291,82,74,3,0,1,1,0,9D/H,0,Left,No,No,No,No,No,No,No,No,No
Josh VanMeter*,27,IF,-0.6,67,192,171,15,32,5,2,3,14,4,0,19,45,0.187,0.266,0.292,0.558,59,0.256,53,50,3,0,0,2,0,43H/15D29,0,Left,No,No,No,No,No,No,No,No,No
Tucupita Marcano*,22,UT,-0.6,49,177,160,18,33,6,2,2,13,2,1,10,44,0.206,0.256,0.306,0.562,59,0.246,49,49,1,1,5,1,0,74/H69,0,Left,No,No,No,No,No,No,No,No,No
Jason Delay,27,C,-0.4,57,167,155,17,33,6,0,1,11,0,2,9,50,0.213,0.265,0.271,0.536,53,0.242,51,42,4,2,1,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Michael Pérez*,29,C,-0.2,39,116,107,8,16,0,0,6,11,1,0,8,26,0.15,0.209,0.318,0.526,47,0.235,40,34,2,0,1,0,0,2/H,0,Left,No,No,No,No,No,No,No,No,No
Miguel Andujar,27,DH,-0.1,9,40,36,4,9,3,1,0,9,0,1,2,5,0.25,0.275,0.389,0.664,86,0.268,75,14,1,0,0,2,0,/D7,0,Right,No,No,No,No,No,No,No,No,No
Greg Allen#,29,OF,-0.1,46,134,118,17,22,4,0,2,8,8,2,10,42,0.186,0.26,0.271,0.531,51,0.254,50,32,2,2,3,1,0,798H/D,0,Both,No,No,No,No,No,No,No,No,No
Tyler Heineman#,31,C,0.1,52,158,142,14,30,6,0,0,8,1,0,8,13,0.211,0.277,0.254,0.531,53,0.245,47,36,2,5,3,0,0,2/H,0,Both,No,No,No,No,No,No,No,No,No
Roberto Pérez,33,C,0.6,21,69,60,8,14,2,0,2,8,0,0,9,25,0.233,0.333,0.367,0.7,99,0.317,101,22,1,0,0,0,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Bligh Madris*,26,RF,-1.0,39,123,113,10,20,7,0,1,7,2,1,10,31,0.177,0.244,0.265,0.509,45,0.231,40,30,0,0,0,0,0,9/37HD8,0,Left,No,No,No,No,No,No,No,No,No
Hoy Park*,26,UT,-0.3,23,60,51,7,11,2,0,2,6,1,0,4,15,0.216,0.276,0.373,0.648,82,0.298,83,19,0,1,2,2,0,4/5H69,0,Left,No,No,No,No,No,No,No,No,No
Jake Marisnick,31,OF,0.3,31,82,77,9,18,6,0,2,6,2,1,4,24,0.234,0.272,0.39,0.661,85,0.305,92,30,2,0,1,0,1,87/9H,0,Right,No,No,No,No,No,No,No,No,No
Ji Hwan Bae*,22,UT,0.5,10,37,33,5,11,3,0,0,6,3,0,2,6,0.333,0.405,0.424,0.83,137,0.41,153,14,0,2,0,0,0,/847,0,Left,No,No,No,No,No,No,No,No,No
Cole Tucker#,25,UT,-0.9,18,63,63,3,11,1,1,0,2,1,0,0,25,0.175,0.175,0.222,0.397,12,0.178,-2,14,1,0,0,0,0,9/46H,0,Both,No,No,No,No,No,No,No,No,No
Yu Chang,26,IF,-0.2,18,49,42,5,7,1,0,1,2,0,1,4,18,0.167,0.286,0.262,0.548,58,0.25,60,11,1,3,0,0,0,4/3HD,0,Right,No,No,No,No,No,No,No,No,No
Andrew Knapp#,30,C,-0.1,11,35,31,2,4,1,0,0,2,0,0,3,9,0.129,0.229,0.161,0.39,14,0.193,12,5,0,1,0,0,0,2/H,0,Both,No,No,No,No,No,No,No,No,No
Zack Collins*,27,UT,-0.4,10,29,25,2,1,0,0,0,1,0,0,3,10,0.04,0.138,0.04,0.178,-46,0.103,-53,1,0,0,0,1,0,/32,0,Left,No,No,No,No,No,No,No,No,No
José Godoy*,27,C,-0.3,8,17,17,1,1,0,0,0,1,0,0,0,7,0.059,0.059,0.059,0.118,-66,0.053,-89,1,0,0,0,0,0,/2,0,Left,No,No,No,No,No,No,No,No,No
Kevin Padlo,25,CI,-0.3,3,11,11,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-127,0,1,0,0,0,0,/53,0,Right,No,No,No,No,No,No,No,No,No
Travis Swaggerty*,24,OF,-0.2,5,9,9,0,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-36,0.089,-62,1,0,0,0,0,0,/7H8D,0,Left,No,No,No,No,No,No,No,No,No
Canaan Smith-Njigba*,23,LF,-0.1,3,7,5,1,1,1,0,0,0,0,0,1,0,0.2,0.429,0.4,0.829,138,0.382,147,2,0,1,0,0,0,/7H,0,Left,No,No,No,No,No,No,No,No,No
Liover Peguero,21,SS,0.2,1,4,3,0,1,0,0,0,0,0,0,1,2,0.333,0.5,0.333,0.833,144,0.398,160,1,0,0,0,0,0,/6,0,Right,No,No,No,No,No,No,No,No,No
Anthony Alford,27,OF,0.0,2,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,43,0.2,18,1,0,0,0,0,0,/789,0,Right,No,No,No,No,No,No,No,No,No
David Bednar*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Left,No,No,No,No,No,No,No,No,No
