Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Rafael Devers*,23,3B,0.7,57,248,232,32,61,16,1,11,43,0,0,13,67,0.263,0.31,0.483,0.793,107,0.34,104,112,8,3,0,0,0,*5/H,0,Left,No,No,No,No,No,No,No,No,No
Xander Bogaerts,27,SS,1.6,56,225,203,36,61,8,0,11,28,8,0,21,41,0.3,0.364,0.502,0.867,128,0.374,122,102,3,0,0,1,2,*6/HD,MVP-17,Right,No,No,No,No,No,No,No,No,No
J.D. Martinez,32,DH,-0.7,54,237,211,22,45,16,0,7,27,1,0,22,59,0.213,0.291,0.389,0.68,79,0.299,74,82,6,2,0,2,3,*D/97,0,Right,No,No,No,No,No,No,No,No,No
Christian Vázquez,29,C,0.9,47,189,173,22,49,9,0,7,23,4,3,16,43,0.283,0.344,0.457,0.801,111,0.348,112,79,6,0,0,0,0,*2/D4H,0,Right,No,No,No,No,No,No,No,No,No
Jackie Bradley Jr.*,30,CF,2.0,55,217,191,32,54,11,0,7,22,5,2,23,48,0.283,0.364,0.45,0.814,116,0.363,120,86,2,2,0,1,1,*8,0,Left,No,No,No,No,No,No,No,No,No
Mitch Moreland*,34,1B,1.2,22,79,67,14,22,4,0,8,21,0,0,11,18,0.328,0.43,0.746,1.177,205,0.477,201,50,0,1,0,0,1,3/H,0,Left,No,No,No,No,No,No,No,No,No
Michael Chavis,24,1B,-0.7,42,158,146,16,31,5,2,5,19,3,0,8,50,0.212,0.259,0.377,0.636,67,0.282,60,55,6,2,0,2,0,37/4DH,0,Right,No,No,No,No,No,No,No,No,No
Kevin Plawecki,29,C,0.6,24,89,82,8,28,5,1,1,17,1,0,5,14,0.341,0.393,0.463,0.857,128,0.385,133,38,4,2,0,0,0,2/3D1,0,Right,No,No,No,No,No,No,No,No,No
Bobby Dalbec,25,1B,0.6,23,92,80,13,21,3,0,8,16,0,0,10,39,0.263,0.359,0.6,0.959,149,0.4,146,48,0,2,0,0,0,3/5D,0,Right,No,No,No,No,No,No,No,No,No
Alex Verdugo*,24,RF,2.1,53,221,201,36,62,16,0,6,15,4,0,17,45,0.308,0.367,0.478,0.844,123,0.373,124,96,4,2,0,1,1,*97/H8D,MVP-12,Left,No,No,No,No,No,No,No,No,No
Kevin Pillar,31,RF,0.7,30,126,117,20,32,7,2,4,13,1,1,8,23,0.274,0.325,0.47,0.795,109,0.351,113,55,4,1,0,0,0,9/8H7D,0,Right,No,No,No,No,No,No,No,No,No
Jonathan Araúz#,21,2B,-0.2,25,80,72,8,18,2,0,1,9,0,0,8,21,0.25,0.325,0.319,0.644,73,0.293,71,23,0,0,0,0,0,4/56HD,0,Both,No,No,No,No,No,No,No,No,No
Christian Arroyo,25,2B,0.2,14,54,50,7,12,1,0,3,8,0,0,4,11,0.24,0.296,0.44,0.736,93,0.314,86,22,2,0,0,0,0,4/6,0,Right,No,No,No,No,No,No,No,No,No
José Peraza,26,2B,0.0,34,120,111,13,25,8,1,1,8,1,1,5,18,0.225,0.275,0.342,0.617,64,0.283,66,38,3,3,0,1,0,4/76H15D,0,Right,No,No,No,No,No,No,No,No,No
Yairo Muñoz,25,OF,0.6,12,45,45,6,15,5,0,1,4,2,0,0,11,0.333,0.333,0.511,0.844,121,0.369,117,23,1,0,0,0,0,/79D,0,Right,No,No,No,No,No,No,No,No,No
Tzu-Wei Lin*,26,UT,-0.6,26,57,52,2,8,1,0,0,3,0,0,2,17,0.154,0.182,0.173,0.355,-4,0.175,-16,9,1,0,2,1,0,6/4H79812D,0,Left,No,No,No,No,No,No,No,No,No
Andrew Benintendi*,25,LF,-0.1,14,52,39,4,4,1,0,0,1,1,2,11,17,0.103,0.314,0.128,0.442,25,0.239,43,5,1,1,1,0,0,7/H,0,Left,No,No,No,No,No,No,No,No,No
Deivy Grullón,24,C,-0.1,1,4,3,0,1,0,0,0,1,0,0,1,1,0.333,0.5,0.333,0.833,130,0.399,145,1,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
César Puello,29,OF,0.2,5,11,8,1,3,0,0,0,0,0,0,2,2,0.375,0.5,0.375,0.875,140,0.409,157,3,0,0,1,0,0,/97,0,Right,No,No,No,No,No,No,No,No,No
Jonathan Lucroy,34,C,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Marcus Walden,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Ryan Brasier,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
