Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Brian Dozier,29,2B,5.8,155,691,615,104,165,35,5,42,99,18,2,61,138,0.268,0.34,0.546,0.886,134,0.38,135,336,12,8,2,5,6,*4/DH,MVP-13,Right,No,No,No,No,No,No,No
Miguel Sanó,23,DH,0.3,116,495,437,57,103,22,1,25,66,1,0,54,178,0.236,0.319,0.462,0.781,108,0.338,107,202,8,1,0,3,1,59D/H,0,Right,No,No,No,No,No,No,No
Max Kepler*,23,RF,2.4,113,447,396,52,93,20,2,17,63,6,2,42,93,0.235,0.309,0.424,0.734,96,0.325,98,168,2,3,1,5,3,*9/8H3,0,Left,No,No,No,No,No,No,No
Kurt Suzuki,32,C,0.3,106,373,345,34,89,24,1,8,49,0,0,18,48,0.258,0.301,0.403,0.704,89,0.308,86,139,9,5,1,4,0,2/HD,0,Right,No,No,No,No,No,No,No
Joe Mauer*,33,1B,2.2,134,576,494,68,129,22,4,11,49,2,0,79,93,0.261,0.363,0.389,0.752,104,0.335,105,192,11,1,0,2,10,3D/H,0,Left,No,No,No,No,No,No,No
Trevor Plouffe,30,3B,0.2,84,344,319,35,83,13,1,12,47,1,0,19,60,0.26,0.303,0.42,0.723,93,0.316,91,134,11,2,1,3,0,53/DH,0,Right,No,No,No,No,No,No,No
Eduardo Núñez,29,IF,0.9,91,396,371,49,110,15,1,12,47,27,6,15,58,0.296,0.325,0.439,0.764,105,0.346,107,163,6,3,2,5,0,65/D4H,AS,Right,No,No,No,No,No,No,No
Byron Buxton,22,CF,1.7,92,331,298,44,67,19,6,10,38,10,2,23,118,0.225,0.284,0.43,0.714,90,0.316,89,128,2,3,4,3,0,8/H,0,Right,No,No,No,No,No,No,No
Robbie Grossman#,26,LF,0.3,99,389,332,49,93,19,1,11,37,2,3,55,96,0.28,0.386,0.443,0.828,124,0.367,131,147,3,2,0,0,0,7D/H8,0,Both,No,No,No,No,No,No,No
Eduardo Escobar#,27,SS,-0.7,105,377,352,32,83,14,2,6,37,1,3,21,72,0.236,0.28,0.338,0.618,67,0.269,60,119,7,1,2,1,1,65H/47D1,0,Both,No,No,No,No,No,No,No
Eddie Rosario*,24,OF,1.2,92,354,335,52,90,17,2,10,32,5,2,12,91,0.269,0.295,0.421,0.716,91,0.313,89,141,4,2,2,3,2,78/H9,0,Left,No,No,No,No,No,No,No
Jorge Polanco#,22,SS,0.4,69,270,245,24,69,15,4,4,27,4,3,17,46,0.282,0.332,0.424,0.757,103,0.326,100,104,3,3,2,3,0,6/5H4D,0,Both,No,No,No,No,No,No,No
Juan Centeno*,26,C,0.7,55,192,176,16,46,12,1,3,25,0,0,12,38,0.261,0.312,0.392,0.704,89,0.315,91,69,8,1,3,0,0,2/HD,0,Left,No,No,No,No,No,No,No
ByungHo Park,29,DH,-0.3,62,244,215,28,41,9,1,12,24,1,0,21,80,0.191,0.275,0.409,0.684,82,0.298,78,88,3,5,0,3,0,D3/H,0,Right,No,No,No,No,No,No,No
Kennys Vargas#,25,1B,1.0,47,177,152,27,35,11,0,10,20,0,0,24,57,0.23,0.333,0.5,0.833,122,0.356,121,76,2,0,0,1,1,3D/H,0,Both,No,No,No,No,No,No,No
