Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Danny Santana#,25,CF,-1.5,75,248,233,29,56,10,2,2,14,12,9,12,55,0.24,0.279,0.326,0.606,64,0.258,54,76,1,1,1,1,0,87H/9D465,0,Both,No,No,No,No,No,No,No
Oswaldo Arcia*,25,OF,-0.5,32,114,103,8,22,4,0,4,12,0,0,10,46,0.214,0.289,0.369,0.658,77,0.29,73,38,1,1,0,0,0,79/HD,0,Left,No,No,No,No,No,No,No
John Ryan Murphy,25,C,-0.5,26,90,82,4,12,3,0,1,3,0,0,5,19,0.146,0.193,0.22,0.413,12,0.205,9,18,3,0,2,1,0,2/H,0,Right,No,No,No,No,No,No,No
Logan Schafer*,29,OF,0.1,26,74,63,8,15,3,1,0,1,0,0,8,16,0.238,0.342,0.317,0.66,81,0.298,78,20,0,2,1,0,0,7/9H8D,0,Left,No,No,No,No,No,No,No
James Beresford*,27,CI,0.0,10,24,22,0,5,1,0,0,0,0,0,1,6,0.227,0.261,0.273,0.534,45,0.231,26,6,0,0,1,0,0,/35H4,0,Left,No,No,No,No,No,No,No
Darin Mastroianni,30,OF,-0.1,7,11,9,1,0,0,0,0,0,1,0,2,4,0.0,0.182,0.0,0.182,-44,0.148,-46,0,0,0,0,0,0,/9H78,0,Right,No,No,No,No,No,No,No
Kyle Gibson,28,P,-0.1,3,8,7,1,0,0,0,0,0,0,0,1,5,0.0,0.125,0.0,0.125,-61,0.087,-76,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Ervin Santana,33,P,-0.1,2,6,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-184,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Ricky Nolasco,33,P,0.0,1,3,2,0,0,0,0,0,0,0,0,1,1,0.0,0.333,0.0,0.333,4,0.231,31,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Phil Hughes,30,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Michael Tonkin,26,P,0.0,5,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Tommy Milone*,29,P,0.1,1,2,2,0,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,446,0.845,478,2,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Tyler Duffey,25,P,0.0,1,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-358,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Fernando Abad*,30,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Ryan O'Rourke,28,P,0.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
José Berríos,22,P,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,446,0.892,500,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Buddy Boshers*,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Alex Wimmers*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Kevin Jepsen,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
JT Chargois#,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No
Taylor Rogers*,25,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Ryan Pressly,27,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Pat Dean*,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Casey Fien,32,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Trevor May,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Pat Light,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Brandon Kintzler,31,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
