Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Willy Adames,28,SS,3.1,161,688,610,93,153,33,0,32,112,21,4,74,173,0.251,0.331,0.462,0.794,118,0.348,117,282,12,1,0,3,3,*6,MVP-10,Right,No,Yes,No,No,No,No,No
William Contreras,26,C,4.9,155,679,595,99,167,37,2,23,92,9,2,78,139,0.281,0.365,0.466,0.831,129,0.361,129,277,19,3,0,3,5,*2D/H,"AS,MVP-5,SS",Right,No,No,No,No,No,No,No
Rhys Hoskins,31,1B,-0.2,131,517,449,59,96,14,0,26,82,3,0,53,149,0.214,0.303,0.419,0.722,98,0.314,95,188,11,7,0,6,1,3D/H,0,Right,No,No,No,No,No,No,No
Jackson Chourio,20,LF,3.8,148,573,528,80,145,29,4,21,79,22,7,39,121,0.275,0.327,0.464,0.791,117,0.344,115,245,7,3,1,2,4,*79/HD,"MVP-22,ROY-3",Right,No,Yes,No,No,No,No,No
Joey Ortiz,25,3B,2.7,142,511,440,58,105,25,6,11,60,11,6,56,103,0.239,0.329,0.398,0.726,101,0.317,98,175,10,6,3,6,0,*56/H4,0,Right,No,No,No,No,No,No,No
Brice Turang*,24,2B,4.7,155,619,559,72,142,24,4,7,57,50,6,50,105,0.254,0.316,0.349,0.665,85,0.313,85,195,8,2,5,3,1,*4H/D,GG,Left,No,No,No,No,No,No,No
Blake Perkins#,27,CF,1.8,121,434,383,54,92,13,2,6,43,23,5,42,108,0.24,0.316,0.332,0.647,81,0.301,81,127,3,3,0,6,1,*8H/D,0,Both,No,No,No,No,No,No,No
Jake Bauers*,28,1B,-0.4,116,346,302,45,60,9,2,12,43,13,1,39,118,0.199,0.301,0.361,0.662,83,0.3,80,109,0,5,0,0,1,3HD9/71,0,Left,No,No,No,No,No,No,No
Christian Yelich*,32,LF,2.2,73,315,270,44,85,12,3,11,42,21,1,40,58,0.315,0.406,0.504,0.909,151,0.404,151,136,3,2,1,1,3,7D,AS,Left,No,No,No,No,No,No,No
Gary Sánchez,31,DH,0.2,89,280,245,30,54,7,1,11,37,0,0,27,76,0.22,0.307,0.392,0.699,93,0.312,94,96,9,5,0,3,0,D2H/3,0,Right,No,No,No,No,No,No,No
Sal Frelick*,24,RF,2.1,145,524,475,66,123,22,4,2,32,18,3,39,78,0.259,0.32,0.335,0.655,83,0.303,84,159,8,4,2,1,0,*987H/5D,GG,Left,No,No,No,No,No,No,No
Garrett Mitchell*,25,OF,2.0,69,224,196,33,50,12,3,8,21,11,4,25,71,0.255,0.342,0.469,0.812,123,0.354,123,92,1,1,2,0,0,89H/D,0,Left,No,No,No,No,No,No,No
Andruw Monasterio,27,IF,-0.2,59,142,125,14,26,5,0,1,16,6,2,16,40,0.208,0.303,0.272,0.575,62,0.267,60,34,3,1,0,0,0,54H/3D7,0,Right,No,No,No,No,No,No,No
Eric Haase,31,C,0.4,30,69,66,10,18,1,0,5,14,0,0,3,28,0.273,0.304,0.515,0.819,122,0.359,128,34,0,0,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No
Oliver Dunn*,26,3B,0.2,41,104,95,11,21,2,2,1,7,3,0,6,40,0.221,0.282,0.316,0.597,66,0.269,58,30,1,2,1,0,0,5H/D34,0,Left,No,No,No,No,No,No,No
Owen Miller,27,IF,-0.5,14,27,27,2,5,1,0,0,3,0,0,0,8,0.185,0.185,0.222,0.407,13,0.175,-5,6,1,0,0,0,0,/3H415D,0,Right,No,No,No,No,No,No,No
Tyler Black*,23,DH,-0.1,18,57,49,4,10,2,0,0,2,3,0,7,17,0.204,0.316,0.245,0.561,59,0.28,62,12,0,1,0,0,0,D/3H,0,Left,No,No,No,No,No,No,No
Joey Wiemer,25,OF,-0.2,19,27,26,2,4,0,0,0,0,1,1,1,9,0.154,0.185,0.154,0.339,-4,0.145,-19,4,0,0,0,0,0,7/H89D,0,Right,No,No,No,No,No,No,No
Isaac Collins#,26,UT,-0.3,11,19,17,0,2,0,0,0,0,1,0,2,10,0.118,0.211,0.118,0.328,-5,0.175,-14,2,0,0,0,0,0,/H74D,0,Both,No,No,No,No,No,No,No
Vinny Capra,27,IF,-0.1,3,9,9,1,1,1,0,0,0,0,0,0,3,0.111,0.111,0.222,0.333,-11,0.138,-31,2,1,0,0,0,0,/56,0,Right,No,No,No,No,No,No,No
Brewer Hicklen,28,RF,-0.2,3,5,5,0,0,0,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,-100,0.049,-130,0,0,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No
Chris Roller,27,CF,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/8H,0,Right,No,No,No,No,No,No,No
Elvis Peguero,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Joel Payamps,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Hoby Milner*,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Mitch White,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Trevor Megill*,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Kevin Herget*,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
