Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Ian Happ#,26,OF,1.7,148,535,465,63,105,20,1,25,66,9,2,62,156,0.226,0.323,0.434,0.757,103,0.338,106,202,12,5,2,1,0,*78H9/45D,0,Both,No,No,No,No,No,No,No
Javier Báez,28,SS,2.7,91,361,335,48,83,9,2,22,65,13,3,15,131,0.248,0.292,0.484,0.775,105,0.344,109,162,7,7,0,3,1,6/H,0,Right,No,No,No,No,No,No,No
Patrick Wisdom,29,3B,2.3,106,375,338,54,78,13,0,28,61,4,1,32,153,0.231,0.305,0.518,0.823,118,0.353,117,175,7,4,0,0,1,57H3/9,ROY-4,Right,No,No,No,No,No,No,No
Willson Contreras,29,C,4.1,128,483,413,61,98,20,0,21,57,5,4,52,138,0.237,0.34,0.438,0.778,109,0.348,115,181,11,14,0,4,1,*2H/57,0,Right,No,No,No,No,No,No,No
Kris Bryant,29,UT,2.2,93,374,326,58,87,19,2,18,51,4,2,39,89,0.267,0.358,0.503,0.861,130,0.374,133,164,6,8,0,1,1,57983/H6,AS,Right,No,No,No,No,No,No,No
Frank Schwindel,29,1B,1.8,56,239,222,42,76,19,1,13,40,2,1,16,36,0.342,0.389,0.613,1.002,166,0.421,166,136,4,1,0,0,2,3/DH,ROY-6,Right,No,No,No,No,No,No,No
Anthony Rizzo*,31,1B,1.2,92,376,323,41,80,16,3,14,40,4,2,36,59,0.248,0.346,0.446,0.792,113,0.348,115,144,10,14,0,3,2,3/14,0,Left,No,No,No,No,No,No,No
Joc Pederson*,29,LF,-0.2,73,287,256,35,59,11,2,11,39,2,3,22,74,0.23,0.3,0.418,0.718,92,0.312,92,107,5,5,0,4,0,7/H983D,0,Left,No,No,No,No,No,No,No
David Bote,28,2B,-0.5,97,327,291,32,58,10,2,8,35,0,1,27,73,0.199,0.276,0.33,0.606,64,0.274,63,96,13,5,1,3,0,45H/D,0,Right,No,No,No,No,No,No,No
Rafael Ortega*,30,CF,2.0,103,330,296,44,86,14,2,11,33,12,6,30,70,0.291,0.36,0.463,0.823,121,0.367,129,137,3,2,2,0,1,8H79,0,Left,No,No,No,No,No,No,No
Jason Heyward*,31,RF,0.4,104,353,323,35,69,15,2,8,30,5,1,27,68,0.214,0.28,0.347,0.627,69,0.293,74,112,4,3,0,0,1,9/H,0,Left,No,No,No,No,No,No,No
Matt Duffy,30,IF,1.7,97,322,289,45,83,12,0,5,30,8,1,25,63,0.287,0.357,0.381,0.738,101,0.34,105,110,16,7,0,1,0,5H4/6731,0,Right,No,No,No,No,No,No,No
Jake Marisnick,30,CF,0.4,65,144,128,17,29,6,3,5,22,3,1,9,43,0.227,0.294,0.438,0.731,95,0.315,90,56,2,4,1,2,0,8H,0,Right,No,No,No,No,No,No,No
Sergio Alcántara#,24,MI,0.5,89,255,220,30,45,6,3,5,17,3,0,30,74,0.205,0.303,0.327,0.63,72,0.286,68,72,3,2,1,2,2,64H/51,0,Both,No,No,No,No,No,No,No
Nico Hoerner,24,2B,1.2,44,170,149,13,45,10,0,0,16,5,3,17,25,0.302,0.382,0.369,0.751,106,0.343,112,55,3,3,0,1,3,46/785H,0,Right,No,No,No,No,No,No,No
Robinson Chirinos,37,C,0.2,45,112,97,13,22,5,1,5,15,0,0,9,36,0.227,0.324,0.454,0.778,108,0.336,106,44,2,5,1,0,0,2H/4D,0,Right,No,No,No,No,No,No,No
Eric Sogard*,35,2B,-0.6,78,180,169,16,42,6,1,1,12,3,1,9,30,0.249,0.283,0.314,0.597,62,0.259,50,53,5,0,0,2,1,4H5/163,0,Left,No,No,No,No,No,No,No
Trayce Thompson,30,OF,0.6,15,35,28,6,7,1,0,4,9,2,0,7,11,0.25,0.4,0.714,1.114,194,0.47,191,20,2,0,0,0,0,/98H7,0,Right,No,No,No,No,No,No,No
Michael Hermosillo,26,OF,0.1,16,38,36,5,7,2,0,3,7,0,0,1,12,0.194,0.237,0.5,0.737,92,0.309,87,18,3,1,0,0,0,/H987,0,Right,No,No,No,No,No,No,No
Andrew Romine#,35,SS,-0.2,26,64,60,7,11,2,0,1,5,0,1,4,24,0.183,0.234,0.267,0.501,36,0.228,35,16,1,0,0,0,0,6/H41,0,Both,No,No,No,No,No,No,No
Austin Romine,32,C,-0.3,28,62,60,5,13,2,0,1,5,0,0,2,22,0.217,0.242,0.3,0.542,46,0.238,37,18,4,0,0,0,0,2/H,0,Right,No,No,No,No,No,No,No
Nick Martini*,31,OF,-0.2,25,45,37,4,10,1,0,0,4,0,1,6,10,0.27,0.356,0.297,0.653,80,0.28,74,11,0,0,0,2,1,H/79,0,Left,No,No,No,No,No,No,No
Alfonso Rivas III*,24,UT,0.1,18,49,44,7,14,1,0,1,3,0,0,4,16,0.318,0.388,0.409,0.797,117,0.356,120,18,1,1,0,0,0,/H379,0,Left,No,No,No,No,No,No,No
Johneshwy Fargas,26,OF,-0.2,15,32,31,3,7,0,1,0,2,1,2,1,8,0.226,0.25,0.29,0.54,46,0.212,35,9,2,0,0,0,0,/H879,0,Right,No,No,No,No,No,No,No
Ildemaro Vargas#,29,MI,0.1,9,24,21,3,3,2,0,0,2,1,0,3,7,0.143,0.25,0.238,0.488,34,0.238,30,5,1,0,0,0,0,/4H6D,0,Both,No,No,No,No,No,No,No
Zach Davies,28,P,0.0,31,44,34,2,6,0,0,0,2,0,0,0,8,0.176,0.176,0.176,0.353,-4,0.153,-60,6,0,0,10,0,0,1/H,0,Right,No,No,No,No,No,No,No
Greg Deichmann*,26,OF,-0.4,14,31,30,0,4,0,0,0,1,0,0,1,14,0.133,0.161,0.133,0.295,-18,0.135,-36,4,0,0,0,0,0,/9H7,0,Left,No,No,No,No,No,No,No
Kyle Hendricks,31,P,-0.1,30,61,52,3,6,1,0,0,1,0,0,2,26,0.115,0.148,0.135,0.283,-22,0.13,-58,7,0,0,7,0,0,1,0,Right,No,No,No,No,No,No,No
Trevor Williams,29,P,0.1,12,20,18,1,4,0,0,0,1,0,0,1,6,0.222,0.263,0.222,0.485,34,0.221,20,4,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Scott Effross,27,P,0.0,13,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,-125,0,0,0,0,1,0,1,0,Right,No,No,No,No,No,No,No
P.J. Higgins,28,UT,-0.4,9,25,23,1,1,0,0,0,0,0,0,2,8,0.043,0.12,0.043,0.163,-53,0.128,-42,1,2,0,0,0,0,/2H3,0,Right,No,No,No,No,No,No,No
Jose Lobaton#,36,C,-0.3,6,13,11,1,0,0,0,0,0,0,0,2,5,0.0,0.154,0.0,0.154,-53,0.107,-57,0,0,0,0,0,0,/2H,0,Both,No,No,No,No,No,No,No
