Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Evan Longoria,31,3B,3.1,156,677,613,71,160,36,2,20,86,6,1,46,109,0.261,0.313,0.424,0.737,99,0.318,95,260,18,6,0,12,3,*5D,GG,Right,No,No,No,No,No,No,No,
Logan Morrison*,29,1B,3.0,149,601,512,75,126,22,1,38,85,2,0,81,149,0.246,0.353,0.516,0.868,133,0.365,129,264,12,5,0,3,8,*3DH,0,Left,No,No,No,No,No,No,No,
Steven Souza Jr.,28,RF,3.9,148,617,523,78,125,21,2,30,78,16,4,84,179,0.239,0.351,0.459,0.81,119,0.356,121,240,9,7,2,1,2,*9/D8H,0,Right,No,No,No,No,No,No,No,
Corey Dickerson*,28,LF,2.7,150,629,588,84,166,33,4,27,62,4,3,35,152,0.282,0.325,0.49,0.815,118,0.346,117,288,11,3,0,2,6,7DH,AS,Left,No,No,No,No,No,No,No,
Brad Miller*,27,2B,0.7,110,407,338,43,68,13,3,9,40,5,3,63,110,0.201,0.327,0.337,0.664,82,0.3,83,114,5,2,0,4,4,4HD,0,Left,No,No,No,No,No,No,No,
Kevin Kiermaier*,27,CF,4.8,98,421,380,56,105,15,3,15,39,16,7,31,99,0.276,0.338,0.45,0.788,113,0.339,110,171,3,5,4,1,2,8/H,0,Left,No,No,No,No,No,No,No,
Tim Beckham,27,MI,0.4,87,345,317,31,82,5,3,12,36,5,4,24,110,0.259,0.314,0.407,0.721,95,0.315,95,129,8,2,1,1,0,64/5H,0,Right,No,No,No,No,No,No,No,
Wilson Ramos,29,C,0.1,64,224,208,19,54,6,0,11,35,0,0,10,36,0.26,0.29,0.447,0.737,97,0.314,93,93,11,0,0,3,2,2/HD,0,Right,No,No,No,No,No,No,No,
Jesús Sucre,29,C,0.2,62,192,176,20,45,6,0,7,29,2,0,7,35,0.256,0.289,0.409,0.699,88,0.3,80,72,6,3,2,4,0,2/H1,0,Right,No,No,No,No,No,No,No,
Lucas Duda*,31,DH,0.1,52,200,171,20,30,7,0,13,27,0,0,23,62,0.175,0.285,0.444,0.729,95,0.305,86,76,3,4,0,2,2,3D/H,0,Left,No,No,No,No,No,No,No,
