Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Adeiny Hechavarría,28,SS,0.2,77,281,265,29,68,12,4,7,24,4,1,12,58,0.257,0.289,0.411,0.701,88,0.304,84,109,6,1,1,2,1,6/H,0,Right,No,No,No,No,No,No,No,
Derek Norris,28,C,-0.1,53,198,179,21,36,5,0,9,24,1,0,12,48,0.201,0.258,0.38,0.637,71,0.277,65,68,5,3,0,4,0,2,0,Right,No,No,No,No,No,No,No,
Colby Rasmus*,30,LF,1.1,37,129,121,17,34,7,1,9,23,1,0,7,45,0.281,0.318,0.579,0.896,137,0.367,130,70,1,0,0,1,2,7/9HD8,0,Left,No,No,No,No,No,No,No,
Daniel Robertson,23,MI,-0.1,75,254,218,22,45,7,2,5,19,1,1,29,73,0.206,0.308,0.326,0.634,74,0.29,76,71,5,4,1,2,0,465/D7H,0,Right,No,No,No,No,No,No,No,
Peter Bourjos,30,OF,0.6,100,203,188,27,42,9,3,5,15,5,4,12,53,0.223,0.272,0.383,0.655,76,0.283,73,72,2,1,1,1,0,78H9/D,0,Right,No,No,No,No,No,No,No,
Mallex Smith*,24,OF,1.3,81,282,256,33,69,8,4,2,12,16,5,23,62,0.27,0.329,0.355,0.684,87,0.322,95,91,2,0,2,1,0,87H/9D,0,Left,No,No,No,No,No,No,No,
Shane Peterson*,29,OF,0.3,30,88,79,9,20,5,0,2,11,2,0,5,21,0.253,0.31,0.392,0.703,90,0.307,83,31,2,2,0,1,0,7/H9D,0,Left,No,No,No,No,No,No,No,
Rickie Weeks,34,DH,0.0,37,112,97,13,21,6,0,2,8,1,0,12,49,0.216,0.321,0.34,0.662,81,0.316,92,33,0,3,0,0,0,D3H,0,Right,No,No,No,No,No,No,No,
Taylor Featherston,27,IF,-0.2,17,47,39,6,7,1,0,2,6,1,0,5,15,0.179,0.277,0.359,0.636,72,0.297,77,14,1,1,0,2,0,4/6H35,0,Right,No,No,No,No,No,No,No,
Trevor Plouffe,31,IF,-0.7,42,114,101,9,17,2,0,2,5,0,1,12,30,0.168,0.263,0.248,0.511,41,0.244,45,25,2,1,0,0,1,5H3D/4,0,Right,No,No,No,No,No,No,No,
Curt Casali,28,C,0.2,9,13,9,2,3,0,0,1,3,0,0,3,3,0.333,0.462,0.667,1.128,202,0.442,185,6,0,0,0,1,0,/2H,0,Right,No,No,No,No,No,No,No,
César Puello,26,OF,0.1,16,35,30,6,6,0,0,0,2,0,0,4,11,0.2,0.314,0.2,0.514,46,0.251,47,6,2,1,0,0,0,/7HD9,0,Right,No,No,No,No,No,No,No,
Jake Odorizzi,27,P,0.0,2,4,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,83,0.266,44,1,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,
Chris Archer,28,P,0.0,3,8,8,1,2,0,0,0,1,0,0,0,3,0.25,0.25,0.25,0.5,38,0.211,19,2,1,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No,
Danny Espinosa#,30,MI,-0.4,8,24,22,1,6,0,0,0,0,0,0,1,11,0.273,0.333,0.273,0.606,69,0.278,67,6,0,1,0,0,0,/465H,0,Both,No,No,No,No,No,No,No,
Michael Martínez#,34,IF,-0.3,13,29,26,1,2,0,0,0,0,0,0,3,10,0.077,0.172,0.077,0.249,-28,0.13,-39,2,0,0,0,0,0,/457DH,0,Both,No,No,No,No,No,No,No,
Blake Snell*,24,P,0.0,3,7,5,0,0,0,0,0,0,0,0,1,1,0.0,0.167,0.0,0.167,-48,0.116,-74,0,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,
Alex Cobb,29,P,-0.1,2,6,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-132,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Jumbo Díaz,33,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Chase Whitley,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Brad Boxberger,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Steve Cishek,31,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Sergio Romo,34,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Alex Colomé,28,P,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Erasmo Ramírez,27,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Danny Farquhar,30,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Austin Pruitt,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1/H,0,Right,No,No,No,No,No,No,No,
Tommy Hunter,30,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Dan Jennings*,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Adam Kolarek*,28,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
